,,,,,,Rushing,,,,,,
2229,Tony Felder,1392,1977,1980,44,291,1392,4.8,15,31.6,RB,Texas-Arlington
2230,Akeem Shavers,1390,2011,2012,25,292,1390,4.8,12,55.6,RB,Purdue
2231,Donnie Warner,1390,1978,1980,33,280,1390,5,7,42.1,RB,Indiana State
2232,Kevin Vaughn,1390,1992,1994,33,303,1390,4.6,16,42.1,RB,Army
2233,Michael Jones,1390,1987,1990,43,294,1390,4.7,18,32.3,RB,Missouri
2234,Silas McKinnie,1390,1965,1967,30,379,1390,3.7,0,46.3,RB,Iowa
2235,Mike Weaver,1389,1974,1976,33,393,1389,3.5,14,42.1,QB,East Carolina
2236,Rickey Bradley,1389,1987,1989,33,323,1389,4.3,19,42.1,RB,Southern Mississippi
2237,T.J. Pledger,1389,2018,2021,44,239,1389,5.8,12,31.6,RB,"Oklahoma,Utah"
2238,Anthony Brown,1388,1975,1978,44,312,1388,4.4,7,31.5,RB,Boston College
2239,Tony Dixon,1388,2004,2008,44,345,1388,4,16,31.5,RB,Kentucky
2240,John Lee Eldridge III,1386,2020,2023,35,186,1386,7.5,11,39.6,RB,Air Force
2241,Justin Goodwin,1386,2013,2016,45,323,1386,4.3,8,30.8,RB,Rutgers
2242,Kevin Slattery,1386,1973,1975,26,314,1386,4.4,9,53.3,RB,Brown
2243,Corey Dauphine,1385,2016,2019,28,198,1385,7,15,49.5,RB,"Texas Tech,Tulane"
2244,Jordon Brown,1385,2016,2019,39,323,1385,4.3,12,35.5,RB,"Kansas State,North Carolina"
2245,Kobe Pace,1385,2020,2024,43,319,1385,4.3,12,32.2,RB,"Clemson,Virginia"
2246,Lance Martin,1384,2001,2004,36,276,1384,5,12,38.4,RB,San Jose State
2247,Miles Reed,1384,2018,2020,33,286,1384,4.8,9,41.9,RB,Hawaii
2248,Roy Bell,1384,1969,1971,32,244,1384,5.7,13,43.3,RB,Oklahoma
2249,Tony Rogers,1384,1987,1990,44,339,1384,4.1,12,31.5,RB,Wake Forest
2250,Bobby Wade,1383,1965,1967,30,322,1383,4.3,3,46.1,RB,Ole Miss
2251,Roosevelt Snipes,1383,1983,1984,21,214,1383,6.5,10,65.9,RB,Florida State
2252,Emmett King,1381,1974,1978,44,256,1381,5.4,7,31.4,RB,Houston
2253,Ikaika Ragsdale,1381,2020,2024,31,273,1381,5.1,13,44.5,RB,North Texas
2254,Jarmar Julien,1381,1999,2001,33,285,1381,4.8,20,41.8,RB,San Jose State
2255,Paris Cotton,1381,2008,2011,40,287,1381,4.8,9,34.5,RB,Central Michigan
2256,Skip McCulley,1381,1976,1978,33,294,1381,4.7,11,41.8,RB,Toledo
2257,Wayne Schneider,1381,1957,1959,30,240,1381,5.8,9,46,RB,Colorado State
2258,Paul Carruth,1380,1980,1984,42,284,1380,4.9,14,32.9,QB,Alabama
2259,Tim Sanders,1380,1979,1982,41,358,1380,3.9,2,33.7,RB,Rice
2260,Bob Hines,1379,1970,1972,31,334,1379,4.1,9,44.5,RB,Army
2261,Henry Henderson,1379,1985,1989,46,278,1379,5,4,30,RB,Rutgers
2262,Maurice Douglas,1379,1988,1992,42,345,1379,4,18,32.8,RB,Kansas
2263,DJ Williams,1378,2019,2023,47,271,1378,5.1,13,29.3,,"Arizona,Auburn,Florida State"
2264,Harold Gayden,1378,1982,1986,44,333,1378,4.1,14,31.3,RB,Syracuse
2265,James White,1378,2010,2013,41,295,1378,4.7,11,33.6,RB,Iowa State
2266,Joey Demartino,1378,2010,2013,32,250,1378,5.5,14,43.1,RB,Utah State
2267,Kerry Keith,1378,1966,1968,27,353,1378,3.9,16,51,RB,Davidson
2268,Punkin Williams,1378,1983,1984,22,260,1378,5.3,11,62.6,RB,Memphis
2269,Harold Goggins,1377,1975,1978,40,281,1377,4.9,7,34.4,RB,Clemson
2270,Jay Warren,1376,2013,2016,42,294,1376,4.7,8,32.8,RB,Florida Atlantic
2271,Michael Sweet,1376,1974,1976,33,313,1376,4.4,8,41.7,RB,Ole Miss
2272,Austin Davis,1375,2008,2011,47,460,1375,3,25,29.3,QB,Southern Mississippi
2273,Jaren Mangham,1375,2019,2024,40,351,1375,3.9,23,34.4,RB,"Colorado,Michigan State,Minnesota,South Florida"
2274,John Henry,1375,1990,1993,44,285,1375,4.8,17,31.3,RB,Baylor
2275,Stephon Huderson,1375,2017,2020,47,258,1375,5.3,6,29.3,RB,Tulane
2276,Tommy Neal,1375,1983,1986,41,258,1375,5.3,18,33.5,RB,Maryland
2277,Jimmy Streater,1374,1976,1979,44,369,1374,3.7,25,31.2,QB,Tennessee
2278,Steve Feagin,1374,1989,1992,44,320,1374,4.3,4,31.2,RB,Illinois
2279,Mitzi Jackson,1373,1973,1975,33,243,1373,5.7,8,41.6,RB,Auburn
2280,Mike Quinlan,1371,1958,1960,30,269,1371,5.1,17,45.7,RB,Air Force
2281,Alfred Rawls,1370,1988,1989,22,286,1370,4.8,16,62.3,RB,Kentucky
2282,Keith Fimian,1370,1974,1977,41,400,1370,3.4,13,33.4,WR,William & Mary
2283,Marcus Childers,1370,2017,2019,35,396,1370,3.5,16,39.1,QB,Northern Illinois
2284,Marty Moran,1370,1977,1979,27,304,1370,4.5,20,50.7,RB,Brown
2285,Donnie McGraw,1369,1973,1975,32,254,1369,5.4,7,42.8,RB,Houston
2286,Pat Patterson,1369,1967,1969,29,323,1369,4.2,11,47.2,RB,Buffalo
2287,Ricky Edwards,1369,1979,1983,55,379,1369,3.6,9,24.9,RB,Northwestern
2288,Ryan Gilbert,1369,2004,2005,22,254,1369,5.4,12,62.2,RB,Houston
2289,George Cooper,1368,1984,1987,38,318,1368,4.3,11,36,RB,Ohio State
2290,Saylor Lavallii,1368,2012,2014,38,323,1368,4.2,11,36,RB,Central Michigan
2291,Jim Stone,1366,1977,1980,43,286,1366,4.8,11,31.8,RB,Notre Dame
2292,Mario Fannin,1366,2007,2010,51,233,1366,5.9,11,26.8,RB,Auburn
2293,Steve Woods,1366,1977,1981,40,330,1366,4.1,11,34.2,RB,Fresno State
2294,Tom Rozantz,1366,1975,1978,43,392,1366,3.5,16,31.8,QB,William & Mary
2295,Deon Burnett,1365,1999,2003,41,320,1365,4.3,14,33.3,RB,"Nevada-Las Vegas,Washington State"
2296,Howard Strickland,1365,1973,1974,22,264,1365,5.2,18,62,RB,California
2297,Myles Willis,1365,2013,2016,46,264,1365,5.2,5,29.7,RB,Boston College
2298,Aaron Polanco,1364,2002,2004,28,351,1364,3.9,24,48.7,QB,Navy
2299,Marlon Barnes,1364,1994,1998,37,278,1364,4.9,14,36.9,RB,Colorado
2300,Tim Frager,1364,1987,1990,44,292,1364,4.7,8,31,RB,Boston College
2301,Hank Kuhlmann,1363,1956,1958,30,312,1363,4.4,0,45.4,RB,Missouri
2302,James Wilder Jr.,1363,2011,2013,39,226,1363,6,20,34.9,RB,Florida State
2303,Bradley Glatthaar,1362,2004,2007,48,353,1362,3.9,21,28.4,RB,Cincinnati
2304,Mike Gayles,1362,1974,1976,34,317,1362,4.3,10,40.1,RB,Tennessee
2305,Robert Mayberry,1362,1975,1977,23,243,1362,5.6,13,59.2,RB,West Texas State
2306,Steve Geise,1362,1975,1977,28,313,1362,4.4,11,48.6,RB,Penn State
2307,Cabot Knowlton,1361,1966,1967,18,295,1361,4.6,15,75.6,RB,Pennsylvania
2308,Collin Mooney,1361,2006,2008,33,237,1361,5.7,9,41.2,RB,Army
2309,Omar Bacon,1361,1995,1999,34,343,1361,4,14,40,RB,Utah
2310,Bob Allen,1360,1972,1975,40,314,1360,4.3,11,34,RB,Richmond
2311,Ja'Mar Toombs,1360,1998,2000,35,350,1360,3.9,26,38.9,RB,Texas A&M
2312,Joe Griffin,1360,1976,1978,33,269,1360,5.1,1,41.2,RB,Arkansas State
2313,K.C. Enzminger,1360,1998,2001,44,401,1360,3.4,16,30.9,QB,New Mexico State
2314,Tim Fortney,1360,1967,1970,30,342,1360,4,13,45.3,RB,Miami (OH)
2315,G.J. Kinne,1359,2009,2011,38,434,1359,3.1,15,35.8,QB,Tulsa
2316,James Jackson,1359,1984,1987,34,323,1359,4.2,15,40,QB,Georgia
2317,Kimble Anders,1359,1985,1989,40,261,1359,5.2,16,34,RB,Houston
2318,Richard McQuarley,1359,2015,2017,35,287,1359,4.7,31,38.8,RB,New Mexico
2319,Jim Fauver,1358,1962,1964,30,308,1358,4.4,3,45.3,RB,Texas Christian
2320,Nub Beamer,1358,1956,1958,30,315,1358,4.3,13,45.3,RB,Oregon State
2321,Tyreese Knox,1358,1985,1988,34,208,1358,6.5,11,39.9,RB,Nebraska
2322,Charlie Brown,1357,1990,1994,36,252,1357,5.4,15,37.7,RB,Utah
2323,Chris Hobbs,1357,1977,1981,44,351,1357,3.9,5,30.8,RB,Miami (FL)
2324,Darrell Robinson,1357,1969,1971,31,363,1357,3.7,4,43.8,RB,Illinois
2325,Arthur Lane,1356,1976,1979,38,339,1356,4,9,35.7,RB,Arizona State
2326,Jeff Sims,1356,2020,2024,31,322,1356,4.2,12,43.7,QB,"Arizona State,Georgia Tech,Nebraska"
2327,Malcolm Brown,1356,2009,2012,33,204,1356,6.6,11,41.1,RB,Army
2328,Michael Hayes,1356,2010,2011,25,288,1356,4.7,19,54.2,RB,Houston
2329,Derrick Gore,1355,2015,2018,43,319,1355,4.2,13,31.5,RB,"Alabama,Louisiana-Monroe"
2330,Marcus Houston,1355,2000,2004,35,333,1355,4.1,13,38.7,RB,"Colorado,Colorado State"
2331,Dustin Garrison,1354,2011,2015,47,260,1354,5.2,10,28.8,RB,"Fresno State,West Virginia"
2332,Mike Morgan,1354,1974,1977,44,284,1354,4.8,13,30.8,RB,Wisconsin
2333,Roy Lewis,1354,1981,1984,46,398,1354,3.4,14,29.4,RB,Cal State Fullerton
2334,Spanky Gilliam,1354,1996,1998,35,312,1354,4.3,12,38.7,RB,Air Force
2335,Brandon McAnderson,1353,2004,2007,48,246,1353,5.5,23,28.2,RB,Kansas
2336,Jordan Byrd,1353,2018,2022,58,275,1353,4.9,12,23.3,RB,San Diego State
2337,Ran Carthon,1353,2000,2003,48,270,1353,5,11,28.2,RB,Florida
2338,Tony Lindsay,1353,1997,2000,33,410,1353,3.3,23,41,QB,Oklahoma State
2339,Vince Murray,1353,2009,2010,23,251,1353,5.4,9,58.8,RB,Navy
2340,Bob Foster,1352,1986,1988,30,309,1352,4.4,20,45.1,RB,Eastern Michigan
2341,Josh Hicks,1351,2014,2017,44,257,1351,5.3,7,30.7,RB,Rutgers
2342,Stephfon Green,1351,2008,2011,45,285,1351,4.7,14,30,RB,Penn State
2343,Taylen Green,1351,2021,2024,32,223,1351,6.1,23,42.2,QB,"Arkansas,Boise State"
2344,Tom Gray,1350,1982,1985,34,313,1350,4.3,10,39.7,RB,West Virginia
2345,Treyson Potts,1350,2019,2023,37,264,1350,5.1,13,36.5,RB,"Minnesota,Penn State"
2346,Angelo Colosimo,1349,1978,1979,21,358,1349,3.8,12,64.2,RB,Colgate
2347,Mike Smith,1349,2001,2004,40,297,1349,4.5,26,33.7,RB,Miami (OH)
2348,Akeel Lynch,1347,2013,2016,35,270,1347,5,7,38.5,RB,"Nevada,Penn State"
2349,Connor Dietz,1347,2009,2012,34,271,1347,5,9,39.6,QB,Air Force
2350,Chris Garrett,1346,2006,2009,49,300,1346,4.5,7,27.5,WR,Ohio
2351,Kani Benoit,1346,2014,2017,40,214,1346,6.3,17,33.7,RB,Oregon
2352,Marcus Haywood,1346,1989,1992,32,364,1346,3.7,7,42.1,RB,Kent State
2353,Nick Brossette,1345,2015,2018,47,286,1345,4.7,14,28.6,RB,LSU
2354,Pete Walton,1345,1964,1966,27,250,1345,5.4,17,49.8,RB,Dartmouth
2355,Thomas Castellanos,1345,2022,2024,22,272,1345,4.9,15,61.1,QB,"Boston College,UCF"
2356,Jon Jones,1344,1990,1993,34,249,1344,5.4,11,39.5,RB,West Virginia
2357,Joey Harris,1343,2001,2002,24,303,1343,4.4,11,56,RB,Purdue
2358,Tayon Fleet-Davis,1343,2017,2021,42,276,1343,4.9,15,32,RB,Maryland
2359,Trey Williams,1343,2012,2014,36,204,1343,6.6,18,37.3,RB,Texas A&M
2360,Jason Bean,1342,2018,2023,51,251,1342,5.3,14,26.3,QB,"Kansas,North Texas"
2361,Mike Saunders,1342,1988,1991,44,284,1342,4.7,14,30.5,RB,Iowa
2362,Glenn Hunter,1341,1982,1984,30,378,1341,3.5,10,44.7,RB,Ohio
2363,Kenny Miles,1341,2009,2012,49,315,1341,4.3,4,27.4,RB,South Carolina
2364,Elijah Holyfield,1340,2016,2018,32,215,1340,6.2,9,41.9,RB,Georgia
2365,Howie Williams,1340,1967,1969,30,304,1340,4.4,9,44.7,RB,Stanford
2366,Shawnbrey McNeal,1340,2007,2009,28,269,1340,5,15,47.9,RB,"Miami (FL),SMU"
2367,Smokey Roan,1340,1979,1981,33,360,1340,3.7,11,40.6,RB,Miami (FL)
2368,Sterling Hinds,1340,1980,1983,44,299,1340,4.5,12,30.5,RB,Washington
2369,Jeff Johnson,1339,1974,1975,23,320,1339,4.2,13,58.2,RB,Fresno State
2370,Lionel Wilson,1339,1980,1983,29,459,1339,2.9,15,46.2,QB,Houston
2371,Randy Holmes,1339,1980,1983,44,359,1339,3.7,5,30.4,RB,Oregon State
2372,Vic Harrison,1339,1977,1980,44,285,1339,4.7,3,30.4,RB,Southern Illinois
2373,George Dutrow,1338,1956,1958,29,287,1338,4.7,7,46.1,RB,Duke
2374,George Stripling,1338,2005,2007,34,222,1338,6,13,39.4,RB,Louisville
2375,Kirby Dar Dar,1337,1991,1994,44,292,1337,4.6,11,30.4,RB,Syracuse
2376,A.J. Turner,1336,2016,2019,44,264,1336,5.1,8,30.4,RB,South Carolina
2377,Hakim Hill,1336,2002,2004,34,341,1336,3.9,14,39.3,RB,Arizona State
2378,Jody Simmons,1336,1982,1984,34,227,1336,5.9,12,39.3,RB,Air Force
2379,Gary Lacy,1335,1972,1973,22,314,1335,4.3,15,60.7,RB,Baylor
2380,Harry King,1335,1973,1976,44,252,1335,5.3,9,30.3,RB,Furman
2381,Deon McIntosh,1334,2017,2021,36,244,1334,5.5,12,37.1,RB,"Notre Dame,Washington State"
2382,Ervin Farris,1334,1985,1988,44,277,1334,4.8,12,30.3,RB,Texas Tech
2383,Kent Thompson,1334,1967,1969,30,424,1334,3.1,9,44.5,QB,Miami (OH)
2384,Alvis Lang,1333,1977,1979,33,344,1333,3.9,7,40.4,RB,William & Mary
2385,George Yates,1333,1977,1980,42,338,1333,3.9,18,31.7,RB,Louisiana Tech
2386,Leonard Williams,1333,1979,1980,22,318,1333,4.2,17,60.6,RB,Western Carolina
2387,Mike Washington,1332,1976,1980,43,284,1332,4.7,13,31,RB,Washington State
2388,Steve Hindman,1332,1966,1968,30,356,1332,3.7,9,44.4,RB,Ole Miss
2389,Terrence Magee,1330,2011,2014,40,226,1330,5.9,12,33.3,RB,LSU
2390,Tyrone Nelson,1330,1988,1991,38,256,1330,5.2,11,35,RB,Akron
2391,Phil Hatch,1329,1970,1971,21,277,1329,4.8,12,63.3,RB,UTEP
2392,Robby Shelton,1329,1966,1968,30,383,1329,3.5,11,44.3,QB,Rice
2393,Terrence Upshaw,1329,2014,2017,28,261,1329,5.1,11,47.5,RB,Appalachian State
2394,Tony Stallings,1329,1997,2001,42,318,1329,4.2,11,31.6,KR,Louisville
2395,Anthony Grant,1328,2018,2023,35,327,1328,4.1,9,37.9,RB,"Florida State,Nebraska"
2396,Eric Penick,1327,1972,1974,23,238,1327,5.6,12,57.7,RB,Notre Dame
2397,Shontrelle Johnson,1327,2010,2013,40,291,1327,4.6,7,33.2,RB,Iowa State
2398,Don Ziesel,1325,1978,1980,33,272,1325,4.9,10,40.2,RB,Villanova
2399,Alan Miller,1324,1956,1958,28,273,1324,4.8,12,47.3,RB,Boston College
2400,Durwin Greggs,1324,1986,1989,42,298,1324,4.4,11,31.5,RB,Virginia
