,,,,,,Rushing,,,,,,
2429,James Summers,1315,2015,2016,22,258,1315,5.1,15,59.8,WR,East Carolina
2430,Ron Calcagni,1315,1975,1978,44,365,1315,3.6,17,29.9,QB,Arkansas
2431,Ronnie Jenkins,1315,1966,1967,20,341,1315,3.9,12,65.8,RB,Georgia
2432,Randy Brooks,1314,1976,1980,37,358,1314,3.7,9,35.5,RB,Kentucky
2433,Mike Wright,1313,2020,2024,41,265,1313,5,11,32,QB,"Mississippi State,Northwestern,Vanderbilt"
2434,Reginal Johnson,1313,1996,1999,44,271,1313,4.8,15,29.8,RB,New Mexico
2435,Justice Smith,1312,1992,1995,36,306,1312,4.3,7,36.4,RB,Boston College
2436,Shayne Davern,1311,2014,2016,29,273,1311,4.8,16,45.2,RB,Air Force
2437,Algernon Brown,1310,2013,2016,43,259,1310,5.1,13,30.5,RB,BYU
2438,Ernest Blackwell,1309,1994,1997,35,192,1309,6.8,12,37.4,RB,Missouri
2439,Favian Upshaw,1309,2014,2016,32,189,1309,6.9,10,40.9,QB,Georgia Southern
2440,Fred Mazurek,1309,1962,1964,30,304,1309,4.3,7,43.6,QB,Pitt
2441,James Reed,1309,1973,1975,33,291,1309,4.5,9,39.7,RB,Ole Miss
2442,Kalin Hall,1309,1992,1993,21,251,1309,5.2,13,62.3,RB,BYU
2443,Steven King,1309,2003,2006,43,315,1309,4.2,18,30.4,RB,Buffalo
2444,Brock Bolen,1308,2004,2008,44,271,1308,4.8,16,29.7,RB,"Illinois,Louisville"
2445,Jarred Salubi,1308,2009,2012,51,250,1308,5.2,10,25.6,RB,Baylor
2446,Al Newton,1307,1968,1969,20,279,1307,4.7,7,65.4,RB,Syracuse
2447,Xzaviar Campbell,1307,2015,2018,46,260,1307,5,7,28.4,RB,Nevada-Las Vegas
2448,Donnie Little,1306,1978,1981,40,321,1306,4.1,11,32.7,QB,Texas
2449,Scott Alexander,1306,1977,1980,44,368,1306,3.5,5,29.7,RB,Toledo
2450,Walter Chadwick,1306,1965,1967,28,307,1306,4.3,16,46.6,RB,Tennessee
2451,Kinny Hooper,1305,1979,1982,33,331,1305,3.9,6,39.5,RB,Ole Miss
2452,Norris Birdsong,1305,1975,1976,21,317,1305,4.1,13,62.1,RB,Hawaii
2453,Ke'aun Kinner,1304,2015,2016,24,274,1304,4.8,8,54.3,RB,Kansas
2454,Troy Dublin,1304,1992,1993,22,325,1304,4,9,59.3,RB,New Mexico State
2455,Gerald Holmes,1302,2014,2017,39,295,1302,4.4,14,33.4,RB,Michigan State
2456,Marty Johnson,1302,2001,2004,15,229,1302,5.7,18,86.8,RB,Utah
2457,Tom Relles,1302,1963,1965,30,329,1302,4,0,43.4,RB,California
2458,John Fourcade,1301,1978,1981,44,456,1301,2.9,22,29.6,QB,Ole Miss
2459,Ken St. Pierre,1301,1971,1973,33,325,1301,4,5,39.4,RB,Indiana
2460,Zac Thomas,1301,2017,2020,42,294,1301,4.4,19,31,QB,Appalachian State
2461,Adam Wilson,1300,1986,1989,44,342,1300,3.8,11,29.5,RB,Ball State
2462,William Bratton,1300,1999,2002,29,277,1300,4.7,17,44.8,RB,Toledo
2463,Herbie Phillips,1299,1970,1971,22,312,1299,4.2,7,59,RB,Fresno State
2464,Tiko Beal,1299,1977,1979,34,335,1299,3.9,12,38.2,RB,Southern Mississippi
2465,Willard Sander,1299,1963,1965,25,322,1299,4,16,52,RB,Ohio State
2466,Ed Dyas,1298,1958,1960,30,261,1298,5,7,43.3,RB,Auburn
2467,Steve Burger,1298,1970,1972,32,414,1298,3.1,21,40.6,QB,Vanderbilt
2468,Steve Peake,1298,1974,1977,44,353,1298,3.7,12,29.5,RB,Utah
2469,D'Andre Ferby,1297,2015,2018,34,344,1297,3.8,20,38.1,RB,Western Kentucky
2470,Erich Kissick,1297,1986,1989,43,256,1297,5.1,8,30.2,RB,Colorado
2471,Jamal Haynes,1297,2021,2024,29,232,1297,5.6,12,44.7,WR,Georgia Tech
2472,Nakia Addison,1297,1993,1996,35,281,1297,4.6,10,37.1,RB,Air Force
2473,Clinton Lynch,1296,2015,2018,48,155,1296,8.4,9,27,RB,Georgia Tech
2474,Jacory Croskey-Merritt,1296,2023,2024,13,202,1296,6.4,18,99.7,RB,"Arizona,New Mexico"
2475,Reggie White,1296,1998,2000,33,267,1296,4.9,6,39.3,RB,Oklahoma State
2476,Rollie Stichweh,1296,1962,1964,30,286,1296,4.5,6,43.2,QB,Army
2477,Tyler Jones,1296,2013,2016,43,486,1296,2.7,21,30.1,QB,Texas State
2478,Eric Johnson,1295,1991,1994,35,306,1295,4.2,11,37,RB,Central Michigan
2479,Gary Bonner,1295,1970,1971,18,298,1295,4.3,5,71.9,RB,Brown
2480,Kent Woerner,1295,1975,1978,44,273,1295,4.7,9,29.4,RB,Furman
2481,Bob Apisa,1294,1965,1967,30,258,1294,5,17,43.1,RB,Michigan State
2482,Daniel Hishaw Jr.,1294,2020,2024,29,242,1294,5.3,17,44.6,RB,Kansas
2483,Dan Ellington,1293,2018,2019,24,319,1293,4.1,11,53.9,QB,Georgia State
2484,Darnell Fields,1293,1997,1998,22,252,1293,5.1,13,58.8,RB,Western Michigan
2485,Eric Mitchel,1293,1985,1988,44,174,1293,7.4,13,29.4,QB,Oklahoma
2486,Ken Coleman,1293,1961,1963,30,288,1293,4.5,14,43.1,RB,Kansas
2487,Wilford Alston,1292,1978,1981,39,273,1292,4.7,13,33.1,RB,The Citadel
2488,James Storey,1291,1975,1977,33,316,1291,4.1,9,39.1,RB,Ole Miss
2489,Ben Luckett,1290,2015,2017,34,263,1290,4.9,12,37.9,RB,Louisiana-Monroe
2490,Chip Hilleary,1290,1989,1992,38,290,1290,4.4,23,33.9,QB,Kansas
2491,Marion Lukes,1290,2021,2024,36,247,1290,5.2,9,35.8,RB,Central Michigan
2492,Sean Gregory,1290,1998,2001,44,277,1290,4.7,16,29.3,RB,Georgia Tech
2493,James Sykes,1289,1973,1976,44,304,1289,4.2,8,29.3,RB,Rice
2494,Perry Tiberio,1289,1968,1970,31,303,1289,4.3,11,41.6,RB,Virginia Tech
2495,Ray Jamieson,1289,1968,1971,30,275,1289,4.7,11,43,RB,Memphis
2496,Ted Sundquist,1289,1980,1983,46,267,1289,4.8,11,28,RB,Air Force
2497,D'Angelo Roberts,1288,2011,2014,46,303,1288,4.3,13,28,RB,Indiana
2498,Jared Hawkins,1288,2006,2009,37,269,1288,4.8,7,34.8,RB,Vanderbilt
2499,Sean McGrew,1288,2017,2021,44,275,1288,4.7,16,29.3,RB,Washington
2500,Tony Lane,1288,2001,2003,35,144,1288,8.9,7,36.8,RB,Navy
2501,Albert Reid,1287,2012,2016,50,286,1287,4.5,12,25.7,RB,"Maryland,Virginia"
2502,Bob Ratliff,1287,1956,1958,29,263,1287,4.9,0,44.4,RB,West Texas State
2503,Ed Davis,1287,1992,1995,42,286,1287,4.5,12,30.6,RB,Michigan
2504,Gerald Nesbitt,1287,1956,1957,20,274,1287,4.7,0,64.4,RB,Arkansas
2505,Steven Webster,1287,1985,1988,44,284,1287,4.5,7,29.3,RB,USC
2506,Tommy Allen,1287,1966,1968,30,334,1287,3.9,13,42.9,RB,LSU
2507,George Bennett,1286,1974,1976,33,323,1286,4,10,39,RB,Oregon
2508,Valdez Baylor,1286,1982,1985,44,266,1286,4.8,11,29.2,RB,Minnesota
2509,Coolidge Hunt,1285,1960,1962,30,335,1285,3.8,8,42.8,RB,Texas Tech
2510,Quinton Broussard,1285,2002,2005,48,246,1285,5.2,13,26.8,RB,Toledo
2511,Andrew Johnson,1284,1973,1976,22,311,1284,4.1,14,58.4,RB,The Citadel
2512,Don McPherson,1284,1984,1987,44,492,1284,2.6,18,29.2,QB,Syracuse
2513,Gene Childs,1283,1967,1969,29,312,1283,4.1,9,44.2,RB,UTEP
2514,Justin Boyle,1283,2004,2007,40,350,1283,3.7,17,32.1,RB,Duke
2515,Larry Miller,1282,1971,1973,32,327,1282,3.9,12,40.1,RB,Fresno State
2516,Carlos Thomas,1281,1989,1992,34,252,1281,5.1,9,37.7,RB,Vanderbilt
2517,Donald Fanelli,1281,1973,1975,18,350,1281,3.7,21,71.2,RB,Cornell
2518,Eron Hurley,1281,1996,1998,25,255,1281,5,12,51.2,RB,Boise State
2519,Kestahn Moore,1281,2005,2008,53,235,1281,5.5,13,24.2,RB,Florida
2520,Mac White,1281,1963,1966,30,386,1281,3.3,8,42.7,QB,SMU
2521,Wardell Wright,1280,1978,1979,21,281,1280,4.6,20,61,RB,Drake
2522,Leonard Mason,1279,2009,2010,22,248,1279,5.2,7,58.1,RB,Colorado State
2523,Lou Harris,1279,1969,1971,32,258,1279,5,7,40,RB,USC
2524,Mark Covington,1279,1980,1981,22,361,1279,3.5,15,58.1,RB,Holy Cross
2525,Mark O'Neal,1279,1981,1982,22,269,1279,4.8,7,58.1,RB,Wichita State
2526,Stan Key,1279,1971,1973,33,291,1279,4.4,6,38.8,RB,Northwestern
2527,Cedric Van Buren,1278,1989,1992,40,302,1278,4.2,5,32,RB,East Carolina
2528,Joe Harris,1278,1962,1964,31,277,1278,4.6,4,41.2,RB,New Mexico
2529,Marcus Marshall,1278,2015,2016,22,182,1278,7,8,58.1,RB,Georgia Tech
2530,Isaiah Saunders,1277,2015,2017,37,298,1277,4.3,11,34.5,RB,Idaho
2531,Keyon Mozee,1277,2020,2024,48,295,1277,4.3,8,26.6,RB,"Kansas State,Miami (OH)"
2532,Keyvone Lee,1277,2020,2024,39,263,1277,4.9,7,32.7,RB,"Mississippi State,Penn State"
2533,Mike Epstein,1276,2017,2021,23,219,1276,5.8,11,55.5,RB,Illinois
2534,Priest Holmes,1276,1992,1996,36,252,1276,5.1,20,35.4,RB,Texas
2535,Anthony Pendland,1275,1973,1976,35,372,1275,3.4,1,36.4,RB,Lamar
2536,Marcus Holliday,1275,1991,1994,29,302,1275,4.2,9,44,RB,Memphis
2537,Mark Fredback,1275,1973,1974,22,248,1275,5.1,7,58,RB,Idaho
2538,Willie Brown,1275,1961,1963,30,218,1275,5.8,8,42.5,RB,USC
2539,Chuck Morrell,1274,1956,1958,30,296,1274,4.3,7,42.5,RB,Washington State
2540,Gary Russell,1274,2004,2005,20,210,1274,6.1,18,63.7,RB,Minnesota
2541,Mandel Robinson,1274,1979,1980,23,244,1274,5.2,11,55.4,RB,Wyoming
2542,Mike S. Jones,1274,1981,1984,39,300,1274,4.2,5,32.7,RB,Tulane
2543,Mikell Simpson,1274,2006,2009,38,298,1274,4.3,17,33.5,RB,Virginia
2544,Craig Johnson,1273,1978,1980,33,203,1273,6.3,16,38.6,RB,Nebraska
2545,Larry Lloyd,1273,1971,1973,33,397,1273,3.2,7,38.6,RB,San Jose State
2546,Caleb King,1271,2008,2010,29,255,1271,5,10,43.8,RB,Georgia
2547,Keith Whitely,1271,2013,2015,38,280,1271,4.5,5,33.4,RB,Nevada-Las Vegas
2548,Braydon Bennett,1270,2020,2024,35,203,1270,6.3,16,36.3,RB,Coastal Carolina
2549,Craig Mitter,1270,1991,1992,20,250,1270,5.1,11,63.5,RB,Rutgers
2550,Joe Labruzzo,1270,1963,1965,29,288,1270,4.4,8,43.8,RB,LSU
2551,Rob Kelley,1270,2011,2015,49,318,1270,4,6,25.9,RB,Tulane
2552,Rolandan Finch,1270,2009,2012,23,262,1270,4.8,5,55.2,RB,Boston College
2553,Byrum Brown,1269,2022,2024,21,294,1269,4.3,16,60.4,QB,South Florida
2554,David Brothers,1269,1976,1979,44,273,1269,4.6,10,28.8,RB,Texas A&M
2555,Lazedrick Thompson,1269,2013,2016,39,263,1269,4.8,12,32.5,RB,Tulane
2556,Steve Simms,1269,1959,1961,27,247,1269,5.1,10,47,RB,Rutgers
2557,Tony Jones,1269,2011,2014,47,308,1269,4.1,9,27,RB,Colorado
2558,Travis Hunter,1269,1986,1989,42,344,1269,3.7,15,30.2,QB,East Carolina
2559,Vincent Smith,1269,2009,2012,46,272,1269,4.7,10,27.6,RB,Michigan
2560,Mack Green,1268,1977,1978,22,305,1268,4.2,7,57.6,RB,Kansas State
2561,Anthony Wilkerson,1267,2010,2013,50,279,1267,4.5,9,25.3,RB,Stanford
2562,Austen Arnaud,1267,2007,2010,41,376,1267,3.4,15,30.9,QB,Iowa State
2563,Bill Byrd,1267,1967,1970,40,302,1267,4.2,7,31.7,RB,New Mexico State
2564,Charles Cole,1267,1969,1970,21,315,1267,4,18,60.3,RB,Toledo
2565,David Ames,1267,1956,1959,29,247,1267,5.1,10,43.7,RB,Richmond
2566,Keith Rogien,1267,1975,1978,44,287,1267,4.4,10,28.8,RB,Western Michigan
2567,Munchie Jordon,1267,1981,1981,11,205,1267,6.2,18,115.2,RB,McNeese State
2568,Pete DiDonato,1267,1963,1965,28,306,1267,4.1,5,45.3,RB,Wichita State
2569,Marcus Whalen,1266,2000,2003,32,264,1266,4.8,8,39.6,RB,BYU
2570,Terry Potter,1266,1978,1980,33,311,1266,4.1,12,38.4,RB,Vanderbilt
2571,Harry Lynch,1265,1971,1973,33,404,1265,3.1,21,38.3,QB,The Citadel
2572,James Washington,1265,2009,2012,30,345,1265,3.7,11,42.2,RB,North Carolina State
2573,Tony Creecy,1265,2011,2014,47,324,1265,3.9,9,26.9,RB,North Carolina State
2574,Anthony Scott,1264,2014,2018,43,286,1264,4.4,9,29.4,RB,East Carolina
2575,Chris Hill,1264,1975,1978,37,260,1264,4.9,4,34.2,RB,Kentucky
2576,Phillip Rogers,1264,1995,1999,37,324,1264,3.9,15,34.2,RB,Georgia Tech
2577,Carl Sanders,1263,1996,1997,13,197,1263,6.4,6,97.2,RB,UAB
2578,George Scott,1263,1976,1977,22,270,1263,4.7,11,57.4,RB,Maryland
2579,Greg Ainsworth,1263,1971,1972,21,295,1263,4.3,16,60.1,RB,Ole Miss
2580,Mike Imoh,1263,2002,2005,36,296,1263,4.3,10,35.1,RB,Virginia Tech
2581,Keith Brown,1262,1996,1999,40,300,1262,4.2,16,31.6,RB,UCLA
2582,Mike Washington,1262,2021,2024,31,306,1262,4.1,10,40.7,RB,"Buffalo,New Mexico State"
2583,Noel Mazzone,1262,1975,1978,46,382,1262,3.3,11,27.4,QB,New Mexico
2584,Toren Young,1262,2016,2019,33,262,1262,4.8,8,38.2,RB,Iowa
2585,Wayne Young,1261,1990,1993,39,268,1261,4.7,11,32.3,RB,Air Force
2586,Bill Rudder,1260,1971,1973,33,241,1260,5.2,7,38.2,RB,Tennessee
2587,Josh Hokit,1260,2016,2019,51,303,1260,4.2,17,24.7,LB,Fresno State
2588,Tyrell Hennings,1260,1972,1974,27,290,1260,4.3,13,46.7,RB,Yale
2589,Andrew Peasley,1259,2018,2023,43,248,1259,5.1,12,29.3,QB,"Utah State,Wyoming"
2590,Armand Shyne,1259,2016,2019,27,263,1259,4.8,12,46.6,RB,"Texas Tech,Utah"
2591,Edward Saydee,1259,2019,2023,46,325,1259,3.9,9,27.4,RB,Temple
2592,Jim Lacey,1259,1969,1971,26,273,1259,4.6,9,48.4,RB,Virginia
2593,Kevin Duckett,1259,1979,1980,21,240,1259,5.2,10,60,RB,Temple
2594,Brandon Thomas,1258,2020,2024,37,260,1258,4.8,29,34,RB,Memphis
2595,Clark Gaines,1258,1974,1975,22,336,1258,3.7,6,57.2,RB,Wake Forest
2596,Darian Mallary,1256,2009,2012,42,266,1256,4.7,13,29.9,RB,Florida International
2597,Devin Chafin,1256,2013,2015,28,252,1256,5,21,44.9,RB,Baylor
2598,Elbert Williams,1256,1974,1975,22,353,1256,3.6,10,57.1,RB,Wichita State
2599,Jackie Brown,1256,1969,1971,32,300,1256,4.2,11,39.3,RB,Stanford
2600,Russell Mundy,1256,1962,1964,29,263,1256,4.8,3,43.3,RB,West Texas State
