,,,,,,,,,,,Receiving,,,,,,
42,Greg Jennings,3539,GNB,2,52,2006,Western Michigan,2002,2005,42,238,3539,14.9,39,84.3,WR,Western Michigan
43,Reggie Williams,3536,JAX,1,9,2004,Washington,2001,2003,36,238,3536,14.9,22,98.2,WR,Washington
44,T.Y. Hilton,3531,CLT,3,92,2012,Florida International,2008,2011,50,229,3531,15.4,24,70.6,WR,Florida International
45,Andy Isabella,3526,CRD,2,62,2019,Massachusetts,2015,2018,45,231,3526,15.3,30,78.4,RB,Massachusetts
46,Peter Warrick,3517,CIN,1,4,2000,Florida State,1995,1999,54,207,3517,17,32,65.1,WR,Florida State
47,Eugene Baker,3513,ATL,5,164,1999,Kent State,1995,1998,35,229,3513,15.3,35,100.4,WR,Kent State
48,Tajae Sharpe,3486,OTI,5,140,2016,Massachusetts,2012,2015,47,277,3486,12.6,16,74.2,WR,Massachusetts
49,Sterling Shepard,3482,NYG,2,40,2016,Oklahoma,2012,2015,50,233,3482,14.9,26,69.6,WR,Oklahoma
50,Amari Cooper,3463,RAI,1,4,2015,Alabama,2012,2014,39,228,3463,15.2,31,88.8,WR,Alabama
51,KeeSean Johnson,3463,CRD,6,174,2019,Fresno State,2014,2018,53,275,3463,12.6,24,65.3,,Fresno State
52,Jerry Hendren,3435,DEN,4,89,1970,Idaho,1967,1969,30,230,3435,14.9,27,114.5,WR,Idaho
53,Tylan Wallace,3434,RAV,4,131,2021,Oklahoma State,2017,2020,45,205,3434,16.8,26,76.3,WR,Oklahoma State
54,Pat Richter,3420,DEN,10,78,1963,Wisconsin,1960,1962,54,220,3420,15.5,28,63.3,WR,Wisconsin
55,Tavon Austin,3413,RAM,1,8,2013,West Virginia,2009,2012,52,288,3413,11.9,29,65.6,RB,West Virginia
56,Robert Davis,3391,WAS,6,209,2017,Georgia State,2013,2016,49,222,3391,15.3,17,69.2,WR,Georgia State
57,Sammy Watkins,3391,BUF,1,4,2014,Clemson,2011,2013,36,240,3391,14.1,27,94.2,WR,Clemson
58,Lee Evans,3382,BUF,1,13,2004,Wisconsin,1999,2003,42,172,3382,19.7,26,80.5,WR,Wisconsin
59,Torry Holt,3379,RAM,1,6,1999,North Carolina State,1995,1998,40,191,3379,17.7,31,84.5,WR,North Carolina State
60,Tyler Boyd,3361,CIN,2,55,2016,Pitt,2013,2015,38,254,3361,13.2,21,88.4,WR,Pitt
61,Bobby Wade,3351,CHI,5,139,2003,Arizona,1999,2002,45,230,3351,14.6,23,74.5,WR,Arizona
62,Elmo Wright,3347,KAN,1,16,1971,Houston,1968,1970,31,153,3347,21.9,34,108,WR,Houston
63,Ashley Lelie,3341,DEN,1,19,2002,Hawaii,1999,2001,36,194,3341,17.2,32,92.8,WR,Hawaii
64,Terrance Williams,3334,DAL,3,74,2013,Baylor,2009,2012,51,202,3334,16.5,27,65.4,WR,Baylor
65,Romeo Doubs,3322,GNB,4,132,2022,Nevada,2018,2021,44,225,3322,14.8,26,75.5,WR,Nevada
66,Aldrick Robinson,3314,WAS,6,178,2011,SMU,2007,2010,46,181,3314,18.3,30,72,WR,SMU
67,CeeDee Lamb,3292,DAL,1,17,2020,Oklahoma,2017,2019,41,173,3292,19,32,80.3,WR,Oklahoma
68,Donnie Avery,3289,RAM,2,33,2008,Houston,2004,2007,50,210,3289,15.7,19,65.8,WR,Houston
69,Nate Burleson,3287,MIN,3,71,2003,Nevada,2000,2002,33,248,3287,13.3,22,99.6,WR,Nevada
70,Jakeem Grant,3286,MIA,6,186,2016,Texas Tech,2012,2015,49,254,3286,12.9,27,67.1,WR,Texas Tech
71,Brandin Cooks,3272,NOR,1,20,2014,Oregon State,2011,2013,38,226,3272,14.5,24,86.1,WR,Oregon State
72,Rome Odunze,3272,CHI,1,9,2024,Washington,2020,2023,40,214,3272,15.3,24,81.8,WR,Washington
73,Richie James,3261,SFO,7,240,2018,Middle Tennessee State,2015,2017,31,244,3261,13.4,23,105.2,WR,Middle Tennessee State
74,Charlie Jones,3260,SDG,4,114,1996,Fresno State,1992,1995,48,181,3260,18,25,67.9,WR,Fresno State
75,Austin Collie,3255,CLT,4,127,2009,BYU,2004,2008,37,215,3255,15.1,30,88,WR,BYU
76,Dezmon Briscoe,3240,CIN,6,191,2010,Kansas,2007,2009,37,219,3240,14.8,31,87.6,WR,Kansas
77,Mark Clayton,3236,RAV,1,22,2005,Oklahoma,2001,2004,51,220,3236,14.7,31,63.5,WR,Oklahoma
78,Hal Bedsole,3232,KAN,8,58,1964,USC,1961,1963,60,156,3232,20.7,36,53.9,WR,USC
79,Mike Thomas,3231,JAX,4,107,2009,Arizona,2005,2008,48,259,3231,12.5,22,67.3,WR,Arizona
80,Tahj Washington,3224,MIA,7,241,2024,USC,2019,2023,54,209,3224,15.4,21,59.7,WR,"Memphis,USC"
81,Courtland Sutton,3220,DEN,2,40,2018,SMU,2014,2017,40,195,3220,16.5,31,80.5,DB,SMU
82,Johnnie Lee Higgins Jr.,3218,RAI,3,99,2007,UTEP,2003,2006,49,190,3218,16.9,32,65.7,WR,UTEP
83,Stedman Bailey,3218,RAM,3,92,2013,West Virginia,2010,2012,39,210,3218,15.3,41,82.5,WR,West Virginia
84,Marquess Wilson,3207,CHI,7,236,2013,Washington State,2010,2012,33,189,3207,17,23,97.2,WR,Washington State
85,Roydell Williams,3207,OTI,4,136,2005,Tulane,2000,2004,48,215,3207,14.9,35,66.8,WR,Tulane
86,Antonio Brown,3199,PIT,6,195,2010,Central Michigan,2007,2009,41,305,3199,10.5,22,78,WR,Central Michigan
87,David Williams,3195,CHI,3,82,1986,Illinois,1983,1985,33,245,3195,13,22,96.8,WR,Illinois
88,Jordan Shipley,3191,CIN,3,84,2010,Texas,2006,2009,53,248,3191,12.9,33,60.2,WR,Texas
89,Dennis Northcutt,3186,CLE,2,32,2000,Arizona,1996,1999,46,217,3186,14.7,24,69.3,WR,Arizona
90,Josh Doctson,3178,WAS,1,22,2016,Texas Christian,2011,2015,46,215,3178,14.8,34,69.1,WR,"Texas Christian,Wyoming"
91,Hart Lee Dykes,3171,NWE,1,16,1989,Oklahoma State,1985,1988,40,203,3171,15.6,29,79.3,WR,Oklahoma State
92,Nathaniel Dell,3155,HTX,3,69,2023,Houston,2020,2022,35,228,3155,13.8,32,90.1,WR,Houston
93,Jalen Tolbert,3140,DAL,3,88,2022,South Alabama,2018,2021,47,178,3140,17.6,22,66.8,WR,South Alabama
94,Jared Abbrederis,3140,GNB,5,176,2014,Wisconsin,2010,2013,53,202,3140,15.5,23,59.2,WR,Wisconsin
95,Darnay Scott,3139,CIN,2,30,1994,San Diego State,1991,1993,35,178,3139,17.6,25,89.7,WR,San Diego State
96,Dwayne Jarrett,3138,CAR,2,45,2007,USC,2004,2006,38,216,3138,14.5,41,82.6,WR,USC
97,Jordan Addison,3134,MIN,1,23,2023,USC,2020,2022,35,219,3134,14.3,29,89.5,WR,"Pitt,USC"
98,D'Wayne Bates,3128,CHI,3,71,1999,Northwestern,1995,1998,35,193,3128,16.2,25,89.4,WR,Northwestern
99,Jerrel Jernigan,3128,NYG,3,83,2011,Troy,2007,2010,50,262,3128,11.9,18,62.6,WR,Troy
100,Michael Crabtree,3127,SFO,1,10,2009,Texas Tech,2007,2008,26,231,3127,13.5,41,120.3,WR,Texas Tech
101,Eric Decker,3119,DEN,3,87,2010,Minnesota,2006,2009,45,227,3119,13.7,24,69.3,WR,Minnesota
102,Jerricho Cotchery,3119,NYJ,4,108,2004,North Carolina State,2000,2003,48,200,3119,15.6,21,65,WR,North Carolina State
103,Ryan Swope,3117,CRD,6,174,2013,Texas A&M,2009,2012,51,252,3117,12.4,24,61.1,DB,Texas A&M
104,Roddy White,3112,ATL,1,27,2005,UAB,2001,2004,45,163,3112,19.1,26,69.2,WR,UAB
105,Rashee Rice,3111,KAN,2,55,2023,SMU,2019,2022,44,233,3111,13.4,25,70.7,WR,SMU
106,Vincent Brown,3110,SDG,3,82,2011,San Diego State,2007,2010,44,209,3110,14.9,23,70.7,WR,San Diego State
107,Tevin Reese,3102,SDG,7,240,2014,Baylor,2010,2013,47,187,3102,16.6,24,66,WR,Baylor
108,Alex Van Dyke,3100,NYJ,2,31,1996,Nevada,1994,1995,22,227,3100,13.7,26,140.9,WR,Nevada
109,Tyler Johnson,3094,TAM,5,161,2020,Minnesota,2016,2019,47,199,3094,15.5,30,65.8,WR,Minnesota
110,JuJu Smith-Schuster,3092,PIT,2,62,2017,USC,2014,2016,40,213,3092,14.5,25,77.3,WR,USC
111,B.J. Cunningham,3086,MIA,6,183,2012,Michigan State,2008,2011,51,218,3086,14.2,25,60.5,WR,Michigan State
112,Jalen Saunders,3085,NYJ,4,104,2014,Oklahoma,2010,2013,48,203,3085,15.2,26,64.3,WR,"Fresno State,Oklahoma"
113,Titus Young,3063,DET,2,44,2011,Boise State,2007,2010,43,204,3063,15,25,71.2,WR,Boise State
114,Zay Flowers,3056,RAV,1,22,2023,Boston College,2019,2022,48,200,3056,15.3,29,63.7,WR,Boston College
115,JaJuan Dawson,3048,CLE,3,79,2000,Tulane,1996,1999,40,234,3048,13,31,76.2,WR,Tulane
116,Bryan Edwards,3045,RAI,3,81,2020,South Carolina,2016,2019,48,234,3045,13,22,63.4,WR,South Carolina
117,Kenny Britt,3043,OTI,1,30,2009,Rutgers,2006,2008,34,178,3043,17.1,17,89.5,WR,Rutgers
118,Alshon Jeffery,3042,CHI,2,45,2012,South Carolina,2009,2011,40,183,3042,16.6,23,76.1,WR,South Carolina
119,Malachi Corley,3035,NYJ,3,65,2024,Western Kentucky,2020,2023,49,259,3035,11.7,29,61.9,WR,Western Kentucky
120,Kevin Lockett,3032,KAN,2,47,1997,Kansas State,1993,1996,44,217,3032,14,26,68.9,WR,Kansas State
121,Mike Adams,3032,PIT,7,223,1997,Texas,1992,1996,48,177,3032,17.1,16,63.2,WR,Texas
122,Carlos Francis,3031,RAI,4,99,2004,Texas Tech,2000,2003,49,216,3031,14,21,61.9,WR,Texas Tech
123,Chad Owens,3031,JAX,6,185,2005,Hawaii,2001,2004,44,239,3031,12.7,29,68.9,WR,Hawaii
124,Davante Adams,3031,GNB,2,53,2014,Fresno State,2012,2013,26,233,3031,13,38,116.6,WR,Fresno State
125,Dante Ridgeway,3030,RAM,6,192,2005,Ball State,2002,2004,35,238,3030,12.7,22,86.6,WR,Ball State
126,Bobby Engram,3026,CHI,2,52,1996,Penn State,1991,1995,45,167,3026,18.1,31,67.2,WR,Penn State
127,Deandre Hopkins,3020,HTX,1,27,2013,Clemson,2010,2012,39,206,3020,14.7,27,77.4,WR,Clemson
128,Steve Smith,3019,NYG,2,51,2007,USC,2003,2006,46,190,3019,15.9,22,65.6,WR,USC
129,Corey Coleman,3009,CLE,1,15,2016,Baylor,2013,2015,34,173,3009,17.4,33,88.5,WR,Baylor
130,Dietrich Jells,3003,KAN,6,176,1996,Pitt,1991,1995,46,160,3003,18.8,25,65.3,WR,Pitt
131,Malik Nabers,3003,NYG,1,6,2024,LSU,2021,2023,38,189,3003,15.9,21,79,WR,LSU
132,Mardy Gilyard,3003,RAM,4,99,2010,Cincinnati,2005,2009,48,204,3003,14.7,25,62.6,KR,Cincinnati
133,Dwayne Harris,3001,DAL,6,176,2011,East Carolina,2007,2010,50,268,3001,11.2,20,60,WR,East Carolina
134,Josh Reed,3001,BUF,2,36,2002,LSU,1999,2001,31,167,3001,18,17,96.8,WR,LSU
135,Markus Wheaton,2994,PIT,3,79,2013,Oregon State,2009,2012,49,227,2994,13.2,16,61.1,WR,Oregon State
136,Justin McCareins,2991,OTI,4,124,2001,Northern Illinois,1997,2000,44,204,2991,14.7,29,68,WR,Northern Illinois
137,A.J. Brown,2984,OTI,2,51,2019,Ole Miss,2016,2018,36,189,2984,15.8,19,82.9,WR,Ole Miss
138,Billy McMullen,2978,PHI,3,95,2003,Virginia,1999,2002,48,210,2978,14.2,24,62,WR,Virginia
139,Brian Alford,2968,NYG,3,70,1998,Purdue,1994,1997,44,160,2968,18.6,30,67.5,WR,Purdue
140,Isaiah Ford,2967,MIA,7,237,2017,Virginia Tech,2014,2016,40,210,2967,14.1,24,74.2,WR,Virginia Tech
141,Tom Hutchinson,2966,BUF,2,12,1963,Kentucky,1960,1962,60,188,2966,15.8,18,49.4,WR,Kentucky
142,Johnnie Morton,2957,DET,1,21,1994,USC,1990,1993,46,185,2957,16,21,64.3,WR,USC
143,Ricky Proehl,2949,CRD,3,58,1990,Wake Forest,1986,1989,44,188,2949,15.7,25,67,WR,Wake Forest
144,Henry Ellard,2947,RAM,2,32,1983,Fresno State,1979,1982,44,138,2947,21.4,25,67,WR,Fresno State
145,David Bell,2946,CLE,3,99,2022,Purdue,2019,2021,29,232,2946,12.7,21,101.6,WR,Purdue
146,Kendal Smith,2943,CIN,7,194,1989,Utah State,1985,1988,44,169,2943,17.4,25,66.9,WR,Utah State
147,Jarius Wright,2934,MIN,4,118,2012,Arkansas,2008,2011,50,168,2934,17.5,24,58.7,WR,Arkansas
148,Jermaine Lewis,2932,RAV,5,153,1996,Maryland,1992,1995,39,193,2932,15.2,21,75.2,WR,Maryland
149,Robert Woods,2930,BUF,2,41,2013,USC,2010,2012,38,252,2930,11.6,32,77.1,WR,USC
150,Xavier Hutchinson,2929,HTX,6,205,2023,Iowa State,2020,2022,37,254,2929,11.5,15,79.2,WR,Iowa State
151,Fred Biletnikoff,2928,RAI,2,11,1965,Florida State,1962,1964,60,174,2928,16.8,32,48.8,WR,Florida State
152,Calvin Johnson,2927,DET,1,2,2007,Georgia Tech,2004,2006,38,178,2927,16.4,28,77,WR,Georgia Tech
153,Keary Colbert,2926,CAR,2,62,2004,USC,2000,2003,49,205,2926,14.3,19,59.7,WR,USC
154,Denzel Mims,2925,NYJ,2,59,2020,Baylor,2016,2019,48,186,2925,15.7,28,60.9,WR,Baylor
155,Brandon Williams,2924,SFO,3,84,2006,Wisconsin,2002,2005,52,202,2924,14.5,10,56.2,WR,Wisconsin
156,Harry Douglas,2924,ATL,3,84,2008,Louisville,2004,2007,46,173,2924,16.9,15,63.6,WR,Louisville
157,E.G. Green,2920,CLT,3,71,1998,Florida State,1994,1997,44,166,2920,17.6,29,66.4,WR,Florida State
158,Lee Mays,2920,PIT,6,202,2002,UTEP,1998,2001,45,200,2920,14.6,28,64.9,WR,UTEP
159,Bill Miller,2912,KAN,2,11,1962,Miami (FL),1959,1961,60,206,2912,14.1,16,48.5,WR,Miami (FL)
160,Ryan Switzer,2912,DAL,4,133,2017,North Carolina,2013,2016,53,244,2912,11.9,19,54.9,WR,North Carolina
161,Charles Lockett,2902,PIT,3,66,1987,Long Beach State,1983,1986,45,191,2902,15.2,19,64.5,WR,Long Beach State
162,Dennis Pitta,2901,RAV,4,114,2010,BYU,2004,2009,50,221,2901,13.1,21,58,TE,BYU
163,Devin Street,2901,DAL,5,146,2014,Pitt,2010,2013,49,202,2901,14.4,16,59.2,WR,Pitt
164,Craig Yeast,2899,CIN,4,98,1999,Kentucky,1995,1998,43,208,2899,13.9,28,67.4,WR,Kentucky
165,Will Blackwell,2896,PIT,2,53,1997,San Diego State,1994,1996,32,197,2896,14.7,25,90.5,WR,San Diego State
166,Jeff Webb,2890,KAN,6,190,2006,San Diego State,2001,2005,44,234,2890,12.4,20,65.7,WR,San Diego State
167,N'Keal Harry,2889,NWE,1,32,2019,Arizona State,2016,2018,37,213,2889,13.6,22,78.1,WR,Arizona State
168,Chuck Hughes,2882,PHI,4,99,1967,UTEP,1964,1966,30,162,2882,17.8,19,96.1,WR,UTEP
169,Carlos Henderson,2878,DEN,3,82,2017,Louisiana Tech,2014,2016,36,147,2878,19.6,28,79.9,WR,Louisiana Tech
170,Khalil Shakir,2878,BUF,5,148,2022,Boise State,2018,2021,43,208,2878,13.8,20,66.9,WR,Boise State
171,Ron Johnson,2877,RAV,4,123,2002,Minnesota,1998,2001,44,189,2877,15.2,29,65.4,WR,Minnesota
172,Scott Miller,2867,TAM,6,208,2019,Bowling Green,2015,2018,45,215,2867,13.3,23,63.7,WR,Bowling Green
173,Jayden Reed,2866,GNB,2,50,2023,Michigan State,2018,2022,44,203,2866,14.1,26,65.1,WR,"Michigan State,Western Michigan"
174,Walter Murray,2865,WAS,2,45,1986,Hawaii,1982,1985,45,178,2865,16.1,20,63.7,WR,Hawaii
175,Juaquin Iglesias,2861,CHI,3,99,2009,Oklahoma,2005,2008,54,202,2861,14.2,19,53,WR,Oklahoma
176,Marvin McNutt,2861,PHI,6,194,2012,Iowa,2008,2011,42,170,2861,16.8,28,68.1,QB,Iowa
177,Juron Criner,2859,RAI,5,168,2012,Arizona,2008,2011,50,209,2859,13.7,32,57.2,WR,Arizona
178,Christian Kirk,2856,CRD,2,47,2018,Texas A&M,2015,2017,39,234,2856,12.2,26,73.2,WR,Texas A&M
179,Cobi Hamilton,2854,CIN,6,197,2013,Arkansas,2009,2012,51,175,2854,16.3,18,56,WR,Arkansas
180,Earl Bennett,2852,CHI,3,70,2008,Vanderbilt,2005,2007,35,236,2852,12.1,20,81.5,WR,Vanderbilt
181,DaeSean Hamilton,2842,DEN,4,113,2018,Penn State,2014,2017,53,214,2842,13.3,18,53.6,WR,Penn State
182,Hakeem Nicks,2840,NYG,1,29,2009,North Carolina,2006,2008,36,181,2840,15.7,21,78.9,WR,North Carolina
183,Austin Pettis,2838,RAM,3,78,2011,Boise State,2007,2010,52,229,2838,12.4,39,54.6,WR,Boise State
184,Danny Farmer,2838,PIT,4,103,2000,UCLA,1996,1999,42,148,2838,19.2,18,67.6,WR,UCLA
185,Kevin Walter,2838,NYG,7,255,2003,Eastern Michigan,1999,2002,44,211,2838,13.5,20,64.5,WR,Eastern Michigan
186,Desmond Clark,2834,DEN,6,179,1999,Wake Forest,1995,1998,41,216,2834,13.1,20,69.1,WR,Wake Forest
187,John Jefferson,2824,SDG,1,14,1978,Arizona State,1974,1977,45,175,2824,16.1,19,62.8,WR,Arizona State
188,Jordy Nelson,2822,GNB,2,36,2008,Kansas State,2005,2007,36,206,2822,13.7,20,78.4,WR,Kansas State
189,Joey Kent,2814,OTI,2,46,1997,Tennessee,1993,1996,44,183,2814,15.4,25,64,WR,Tennessee
190,Shaun McDonald,2806,RAM,4,106,2003,Arizona State,2000,2002,36,152,2806,18.5,24,77.9,WR,Arizona State
191,Antonio Bryant,2805,DAL,2,63,2002,Pitt,1999,2001,31,161,2805,17.4,26,90.5,WR,Pitt
192,Kevin Curtis,2789,RAM,3,74,2003,Utah State,2001,2002,22,174,2789,16,19,126.8,WR,Utah State
193,Josh Reynolds,2788,RAM,4,117,2017,Texas A&M,2014,2016,38,164,2788,17,30,73.4,WR,Texas A&M
194,Marty Booker,2784,CHI,3,78,1999,Louisiana-Monroe,1995,1998,40,178,2784,15.6,23,69.6,WR,Louisiana-Monroe
195,Jaelon Darden,2782,TAM,4,129,2021,North Texas,2017,2020,48,230,2782,12.1,38,58,WR,North Texas
196,Calvin Ridley,2781,ATL,1,26,2018,Alabama,2015,2017,44,224,2781,12.4,19,63.2,WR,Alabama
197,Kenny McKinley,2781,DEN,5,141,2009,South Carolina,2005,2008,47,207,2781,13.4,19,59.2,WR,South Carolina
198,Devante Parker,2775,MIA,1,14,2015,Louisville,2011,2014,43,156,2775,17.8,33,64.5,WR,Louisville
199,Malik Washington,2774,MIA,6,184,2024,Virginia,2019,2023,52,230,2774,12.1,12,53.3,WR,"Northwestern,Virginia"
200,Deon Butler,2771,SEA,3,91,2009,Penn State,2005,2008,50,179,2771,15.5,22,55.4,WR,Penn State
