,,,,,,Receiving,,,,,,
1079,Quent McCollum,1700,1988,1990,33,105,1700,16.2,5,51.5,WR,Louisiana
1080,Darrell Miller,1699,1978,1982,46,106,1699,16,9,36.9,WR,West Virginia
1081,Kashif Moore,1699,2008,2011,50,126,1699,13.5,13,34,WR,Connecticut
1082,Tim Crawley,1699,2013,2016,47,151,1699,11.3,11,36.1,WR,San Jose State
1083,Tramain Swindall,1698,2008,2011,50,150,1698,11.3,10,34,WR,Texas Tech
1084,Brian Robinson,1696,1999,2002,44,135,1696,12.6,11,38.5,WR,Houston
1085,Brian Wofford,1696,1996,1999,44,129,1696,13.1,13,38.5,WR,Clemson
1086,Jabre Barber,1696,2020,2024,38,137,1696,12.4,10,44.6,WR,"Texas A&M,Troy"
1087,Larry Brodsky,1696,1979,1981,33,100,1696,17,9,51.4,WR,Miami (FL)
1088,Robert Arnheim,1696,2008,2011,50,151,1696,11.2,9,33.9,QB,Western Michigan
1089,Josh Cooper,1695,2008,2011,46,161,1695,10.5,9,36.8,WR,Oklahoma State
1090,Jalal Beauchman,1694,2006,2010,50,146,1694,11.6,11,33.9,WR,San Jose State
1091,Malcome Kennedy,1694,2011,2014,48,150,1694,11.3,15,35.3,WR,Texas A&M
1092,Nate Ilaoa,1694,2002,2006,38,151,1694,11.2,9,44.6,WR,Hawaii
1093,Rich Drayton,1693,1987,1990,44,122,1693,13.9,5,38.5,WR,Temple
1094,Daryl Hobbs,1690,1990,1991,23,124,1690,13.6,26,73.5,WR,Pacific
1095,Roc Taylor,1689,2021,2024,35,114,1689,14.8,6,48.3,WR,Memphis
1096,Rodney Smith,1689,1997,1998,22,117,1689,14.4,20,76.8,WR,Boise State
1097,Shavarez Smith,1688,2013,2014,25,104,1688,16.2,14,67.5,WR,South Alabama
1098,Tai Felton,1687,2021,2024,38,117,1687,14.4,13,44.4,WR,Maryland
1099,Matt Vandeberg,1686,2013,2017,47,134,1686,12.6,10,35.9,WR,Iowa
1100,Michael Mathison,1686,2019,2024,42,152,1686,11.1,8,40.1,WR,"Akron,Western Kentucky"
1101,Robert Prescott,1686,1997,2000,40,104,1686,16.2,9,42.2,WR,Oregon State
1102,John Washington,1685,1993,1996,44,135,1685,12.5,11,38.3,WR,Texas Christian
1103,David Richmond,1684,2007,2008,24,127,1684,13.3,10,70.2,WR,San Jose State
1104,Tavares Martin Jr.,1683,2015,2017,36,150,1683,11.2,17,46.8,WR,Washington State
1105,Terrance Copper,1683,2000,2003,46,139,1683,12.1,3,36.6,WR,East Carolina
1106,Bobby Rodriguez,1681,1989,1992,44,115,1681,14.6,7,38.2,WR,Georgia Tech
1107,Kirk Wilson,1681,1978,1981,41,84,1681,20,10,41,WR,Indiana State
1108,Michael Rector,1681,2013,2016,48,104,1681,16.2,15,35,WR,Stanford
1109,Oderick Turner,1681,2006,2009,50,122,1681,13.8,15,33.6,WR,Pitt
1110,Omar Douglas,1681,1990,1993,44,130,1681,12.9,14,38.2,WR,Minnesota
1111,Billy Davis,1680,1991,1994,45,120,1680,14,13,37.3,WR,Pitt
1112,Charles Whittemore,1680,1968,1970,30,114,1680,14.7,11,56,WR,Georgia
1113,Tommylee Lewis,1680,2011,2015,49,172,1680,9.8,11,34.3,WR,Northern Illinois
1114,Louis Johnson,1678,2005,2008,45,97,1678,17.3,12,37.3,WR,Ball State
1115,Steve Brown,1678,1987,1990,44,122,1678,13.8,3,38.1,WR,Wake Forest
1116,Ted Jones,1678,1980,1982,32,118,1678,14.2,8,52.4,WR,Michigan State
1117,Bill Ryckman,1676,1975,1976,21,97,1676,17.3,11,79.8,WR,Louisiana Tech
1118,Britt Davis,1676,2005,2008,46,146,1676,11.5,8,36.4,WR,Northern Illinois
1119,Jerico Richardson,1676,2014,2016,38,150,1676,11.2,9,44.1,WR,Nevada
1120,Kelvin Kirk,1676,1973,1975,33,86,1676,19.5,14,50.8,WR,Dayton
1121,Scotty Washington,1676,2016,2019,44,110,1676,15.2,13,38.1,WR,Wake Forest
1122,Keytaon Thompson,1675,2017,2022,49,139,1675,12.1,4,34.2,WR,"Mississippi State,Virginia"
1123,Micah Holder,1675,2014,2017,50,99,1675,16.9,13,33.5,WR,San Diego State
1124,Nykeim Johnson,1675,2017,2021,60,142,1675,11.8,11,27.9,WR,"Kent State,Syracuse"
1125,Sean Atkins,1675,2019,2024,47,145,1675,11.6,10,35.6,WR,South Florida
1126,Blair White,1674,2007,2009,36,116,1674,14.4,10,46.5,WR,Michigan State
1127,Tramaine Thompson,1673,2010,2013,43,109,1673,15.3,10,38.9,WR,Kansas State
1128,Fred Gilbert,1672,1991,1992,22,158,1672,10.6,14,76,WR,Houston
1129,Jaelen Gill,1670,2018,2023,53,136,1670,12.3,9,31.5,WR,"Boston College,Fresno State,Ohio State"
1130,Tim Gilligan,1670,2000,2003,46,101,1670,16.5,8,36.3,WR,Boise State
1131,Jared Dangerfield,1669,2014,2015,27,151,1669,11.1,19,61.8,WR,Western Kentucky
1132,Jarrin Pierce,1669,2019,2021,34,144,1669,11.6,13,49.1,WR,Middle Tennessee State
1133,Jon Olinger,1669,1999,2002,34,89,1669,18.8,14,49.1,WR,Cincinnati
1134,Tyrese Chambers,1669,2021,2023,28,103,1669,16.2,14,59.6,WR,"Florida International,Maryland"
1135,Josh Magee,1668,2014,2016,36,90,1668,18.5,11,46.3,WR,"South Alabama,UAB"
1136,Chimere Dike,1667,2020,2024,48,108,1667,15.4,10,34.7,WR,"Florida,Wisconsin"
1137,Darius Jennings,1667,2011,2014,49,133,1667,12.5,11,34,WR,Virginia
1138,Ralph Dawkins,1667,1990,1993,44,151,1667,11,12,37.9,RB,Louisville
1139,Ron Willoughby,1667,2012,2015,32,115,1667,14.5,15,52.1,WR,Buffalo
1140,Travis Watkins,1667,1986,1989,45,103,1667,16.2,10,37,WR,Iowa
1141,Chance Allen,1665,2013,2016,30,117,1665,14.2,13,55.5,WR,"Houston,Oregon"
1142,Marcus Rucker,1665,2009,2012,44,126,1665,13.2,14,37.8,WR,Memphis
1143,Bryce Bobo,1663,2014,2017,50,153,1663,10.9,10,33.3,WR,Colorado
1144,Joe Howard,1663,1981,1984,42,85,1663,19.6,7,39.6,WR,Notre Dame
1145,Todd Feldman,1663,1981,1984,41,86,1663,19.3,8,40.6,WR,Kent State
1146,Andy Cruse,1662,2009,2012,48,160,1662,10.4,14,34.6,WR,Miami (OH)
1147,Devonte Christopher,1662,2009,2012,46,105,1662,15.8,13,36.1,WR,Utah
1148,Kim Featsent,1662,1974,1977,45,118,1662,14.1,8,36.9,WR,Kent State
1149,Theo Howard,1662,2016,2021,57,142,1662,11.7,10,29.2,WR,"Oklahoma,UCLA,Utah"
1150,Charlie McKee,1661,1969,1971,30,85,1661,19.5,19,55.4,WR,Arizona
1151,David Frazier,1661,2011,2014,35,124,1661,13.4,8,47.5,WR,Miami (OH)
1152,Jon Schweighardt,1661,1999,2002,41,146,1661,11.4,8,40.5,WR,Northwestern
1153,Matt Simon,1660,2006,2008,37,96,1660,17.3,8,44.9,WR,Northern Illinois
1154,Jordan Reid,1658,2013,2016,44,133,1658,12.5,12,37.7,WR,Ohio
1155,Steve Fraser,1657,1970,1972,31,91,1657,18.2,15,53.5,WR,Colgate
1156,David Glidden,1655,2012,2015,39,115,1655,14.4,6,42.4,WR,Oklahoma State
1157,Doug Beaumont,1655,2007,2010,47,141,1655,11.7,1,35.2,WR,Louisville
1158,Kenny Clark,1655,1996,2000,46,130,1655,12.7,16,36,WR,UCF
1159,Brent Casteel,1654,2005,2008,40,128,1654,12.9,17,41.4,WR,Utah
1160,De'Cody Fagg,1654,2004,2007,39,132,1654,12.5,7,42.4,WR,Florida State
1161,Richie Floyd,1654,1996,1998,33,110,1654,15,4,50.1,WR,Memphis
1162,Ricky George,1654,1983,1986,44,124,1654,13.3,10,37.6,WR,Ball State
1163,Quinton Spotwood,1653,1996,1999,39,105,1653,15.7,15,42.4,WR,Syracuse
1164,Damien Gary,1652,1999,2003,47,131,1652,12.6,11,35.1,WR,Georgia
1165,Doug Flansburg,1652,1965,1967,30,139,1652,11.9,6,55.1,WR,Washington State
1166,Javen Banks,1651,2018,2022,49,101,1651,16.3,20,33.7,WR,Texas State
1167,J.J. Meadors,1651,1992,1995,41,134,1651,12.3,10,40.3,WR,Arkansas
1168,Ross Dickerson,1651,2003,2006,48,128,1651,12.9,12,34.4,WR,Hawaii
1169,Nate Morton,1650,2003,2006,47,117,1650,14.1,7,35.1,WR,Wake Forest
1170,Austin Carr,1649,2013,2016,38,113,1649,14.6,14,43.4,WR,Northwestern
1171,Darron White,1649,2001,2004,47,137,1649,12,11,35.1,WR,Memphis
1172,Wendell Octave,1649,2003,2006,42,122,1649,13.5,11,39.3,WR,Idaho
1173,Brian Slater,1648,1986,1988,33,85,1648,19.4,16,49.9,WR,Washington
1174,Michael Woods,1648,2018,2021,43,118,1648,14,12,38.3,WR,"Arkansas,Oklahoma"
1175,Sonny Shackelford,1648,2003,2006,46,119,1648,13.8,10,35.8,WR,Washington
1176,Reginald Todd,1647,2017,2021,43,118,1647,14,13,38.3,WR,"Mississippi State,Troy"
1177,Derek Kinder,1646,2004,2008,44,131,1646,12.6,13,37.4,WR,Pitt
1178,Jim Zamberlan,1646,1965,1967,30,128,1646,12.9,11,54.9,WR,Louisville
1179,Marquez Callaway,1646,2016,2019,42,92,1646,17.9,13,39.2,WR,Tennessee
1180,Tavarus Hogans,1645,1996,1999,43,110,1645,15,7,38.3,WR,Vanderbilt
1181,Derrek Richards,1644,2004,2007,49,135,1644,12.2,13,33.6,WR,Utah
1182,Jabari Carr,1644,2011,2014,41,150,1644,11,11,40.1,WR,San Jose State
1183,Devin Ross,1643,2013,2017,43,143,1643,11.5,9,38.2,WR,Colorado
1184,Austin Watkins,1642,2018,2020,25,98,1642,16.8,9,65.7,WR,UAB
1185,Danny Davis,1642,2017,2021,51,131,1642,12.5,14,32.2,WR,Wisconsin
1186,Darryl Surgent,1642,2010,2013,50,100,1642,16.4,14,32.8,WR,Louisiana
1187,Justin Garrett,1641,2018,2021,37,128,1641,12.8,10,44.4,WR,UTEP
1188,Kevin Evans,1641,1988,1989,23,102,1641,16.1,11,71.3,WR,San Jose State
1189,Darrell Stewart Jr.,1640,2016,2019,42,150,1640,10.9,7,39,WR,Michigan State
1190,Al Bream,1639,1966,1968,30,114,1639,14.4,7,54.6,WR,Iowa
1191,Derrick Steagall,1639,1993,1997,35,99,1639,16.6,9,46.8,WR,Georgia Tech
1192,Samajie Grant,1639,2013,2016,49,145,1639,11.3,12,33.4,WR,Arizona
1193,Isaac Jones,1638,1995,1998,44,140,1638,11.7,10,37.2,WR,Purdue
1194,Jomar Wright,1638,2004,2007,40,122,1638,13.4,9,41,WR,Duke
1195,Keith Kirkwood,1638,2013,2017,42,103,1638,15.9,16,39,WR,"Hawaii,Temple"
1196,Marcus Lucas,1638,2010,2013,49,130,1638,12.6,11,33.4,WR,Missouri
1197,Dallas Davis,1637,1997,2001,47,127,1637,12.9,10,34.8,WR,Colorado State
1198,Maurice Ffrench,1637,2016,2019,45,156,1637,10.5,10,36.4,WR,Pitt
1199,Allen Staggers,1636,2016,2017,26,107,1636,15.3,12,62.9,WR,Southern Mississippi
1200,Brandon Rideau,1636,2001,2004,43,131,1636,12.5,14,38,WR,Kansas
