,,,,,,Receiving,,,,,,
4450,Jim Kennedy,838,1971,1973,33,55,838,15.2,6,25.4,TE,Colorado State
4451,Kevin Hamm,838,1969,1971,31,59,838,14.2,6,27,WR,Minnesota
4452,Sterling Griffin,838,2009,2012,24,59,838,14.2,6,34.9,WR,South Florida
4453,Tony Goolsby,838,1980,1980,10,47,838,17.8,5,83.8,WR,Colorado State
4454,Travis Anglin,838,1999,2002,36,59,838,14.2,6,23.3,QB,Memphis
4455,Andre DeSaussure,837,1995,1998,44,43,837,19.5,4,19,WR,Washington
4456,Donny Navarro III,837,2019,2022,45,83,837,10.1,4,18.6,,"Illinois,Northwestern"
4457,Ernest Smith,837,2006,2009,46,73,837,11.5,4,18.2,WR,Baylor
4458,Jim Wickboldt,837,1967,1969,30,53,837,15.8,4,27.9,QB,Idaho
4459,Nate Craig-Myers,837,2016,2021,54,54,837,15.5,5,15.5,WR,"Auburn,Colorado State,UCF"
4460,Roger Dennis,837,1962,1965,27,53,837,15.8,7,31,RB,Columbia
4461,Emmett Johnson,836,1998,2001,42,58,836,14.4,5,19.9,WR,Virginia Tech
4462,Jayden McGowan,836,2022,2024,28,82,836,10.2,3,29.9,WR,"Boston College,Vanderbilt"
4463,Jonathan Hodoh,836,2016,2020,44,74,836,11.3,5,19,WR,Louisiana-Monroe
4464,Luke Floriea,836,2020,2024,40,72,836,11.6,7,20.9,WR,Kent State
4465,Steve Bogan,836,1978,1981,32,54,836,15.5,14,26.1,WR,Northwestern
4466,Willie Boyd,836,1979,1981,32,57,836,14.7,3,26.1,WR,Illinois State
4467,Brian Murph,835,2005,2006,23,76,835,11,5,36.3,WR,Kansas
4468,C.J. Johnson,835,2016,2018,29,51,835,16.4,10,28.8,,Wyoming
4469,Eric Dahl,835,1970,1971,22,42,835,19.9,9,38,WR,San Jose State
4470,Jeff Godfrey,835,2010,2013,52,83,835,10.1,7,16.1,QB,UCF
4471,John Dunn,835,1972,1974,33,62,835,13.5,3,25.3,TE,Wyoming
4472,John Schroll,835,1971,1972,22,68,835,12.3,7,38,TE,Kansas
4473,Keshunn Abram,835,2019,2021,26,57,835,14.6,5,32.1,WR,Kent State
4474,Kyle McPherson,835,1990,1993,39,58,835,14.4,8,21.4,WR,Texas Christian
4475,Allen Reisner,834,2007,2010,47,69,834,12.1,4,17.7,TE,Iowa
4476,Bobby Jack Goforth,834,1986,1989,44,53,834,15.7,7,19,WR,Baylor
4477,Damon Gibson,834,1995,1997,30,43,834,19.4,7,27.8,WR,Iowa
4478,Jeff Fairholm,834,1985,1987,33,52,834,16,3,25.3,WR,Arizona
4479,Armando Allen,833,2007,2010,42,119,833,7,3,19.8,RB,Notre Dame
4480,Dion Johnson,833,1990,1991,22,47,833,17.7,6,37.9,WR,East Carolina
4481,Eric Hamilton,833,1981,1986,44,47,833,17.7,6,18.9,WR,Penn State
4482,Gary Stiggers,833,1977,1980,44,58,833,14.4,3,18.9,WR,Arkansas
4483,Leonard Isabell,833,1972,1974,33,59,833,14.1,7,25.2,WR,Tulsa
4484,Mitch Metz,833,1978,1980,28,64,833,13,3,29.8,WR,Brown
4485,Rico Arnold,833,2018,2023,39,56,833,14.9,4,21.4,WR,"Charlotte,Georgia State,Massachusetts"
4486,Terence Davis,833,2010,2012,34,67,833,12.4,8,24.5,WR,Wake Forest
4487,Tommy Henderson,833,2005,2008,46,96,833,8.7,4,18.1,RB,Rice
4488,Bill Skinner,832,1971,1973,27,75,832,11.1,5,30.8,WR,Princeton
4489,Brad Boyd,832,1972,1974,33,56,832,14.9,10,25.2,TE,LSU
4490,Dylan Wright,832,2019,2024,40,46,832,18.1,5,20.8,,"Minnesota,Texas A&M,Texas Christian"
4491,Jordan Mitchell,832,2015,2019,37,67,832,12.4,7,22.5,WR,Southern Mississippi
4492,Joseph Matthews,832,2012,2014,34,68,832,12.2,4,24.5,WR,New Mexico State
4493,Keishawn Watson,832,2015,2019,51,77,832,10.8,10,16.3,WR,"Appalachian State,Western Michigan"
4494,Marquis Wilson,832,2005,2007,33,52,832,16,6,25.2,WR,Utah
4495,Ryan Moya,832,2005,2009,43,78,832,10.7,6,19.3,TE,UCLA
4496,Schneider Julien,832,2007,2008,24,72,832,11.6,6,34.7,WR,Western Michigan
4497,Tyler Warren,832,2020,2024,43,65,832,12.8,13,19.3,TE,Penn State
4498,Adrian Hodges,831,2008,2011,44,86,831,9.7,4,18.9,WR,Bowling Green
4499,Glenn Coleman,831,2010,2014,44,51,831,16.3,6,18.9,WR,Florida International
4500,Scott Bestor,831,1985,1988,45,63,831,13.2,1,18.5,WR,Wisconsin
4501,Terence Barber,831,1988,1990,32,61,831,13.6,4,26,WR,Florida
4502,Bryan McClendon,830,2002,2005,47,56,830,14.8,6,17.7,WR,Georgia
4503,Deonte Simpson,830,2019,2021,20,48,830,17.3,6,41.5,WR,North Texas
4504,Fransohn Bickley,830,2013,2017,30,81,830,10.2,3,27.7,WR,Akron
4505,Glenn Pruitt,830,1983,1985,33,45,830,18.4,8,25.2,WR,Baylor
4506,Herb Martin,830,2006,2007,25,72,830,11.5,6,33.2,WR,Western Michigan
4507,Jake Murphy,830,2011,2013,30,63,830,13.2,10,27.7,TE,Utah
4508,Korey Kirkpatrick,830,2000,2004,49,62,830,13.4,4,16.9,WR,Miami (OH)
4509,Mike Kavulic,830,1987,1989,20,52,830,16,3,41.5,WR,North Carolina State
4510,Reggie Campbell,830,2004,2007,47,39,830,21.3,8,17.7,RB,Navy
4511,Sammy Oates,830,1958,1961,40,75,830,11.1,1,20.8,RB,Hardin-Simmons
4512,A.C. Tellison,829,1991,1994,43,48,829,17.3,5,19.3,WR,Miami (FL)
4513,Cooper Wallace,829,2002,2005,51,63,829,13.2,4,16.3,TE,Auburn
4514,Eric Parker,829,1998,2001,41,64,829,13,3,20.2,WR,Tennessee
4515,Floyd Hodge,829,1979,1980,21,44,829,18.8,5,39.5,QB,Utah
4516,Fred Mathews,829,1967,1969,30,85,829,9.8,7,27.6,RB,Bowling Green
4517,Thad McFadden,829,1980,1984,44,54,829,15.4,6,18.8,WR,Wisconsin
4518,Trent Bostick,829,2015,2017,24,57,829,14.5,6,34.5,WR,Charlotte
4519,Tyrone Watley,829,1994,1995,20,59,829,14.1,4,41.5,WR,Pacific
4520,Charlie Young,828,1987,1990,33,62,828,13.4,3,25.1,RB,Stanford
4521,Denny Ferris,828,1968,1970,30,57,828,14.5,5,27.6,RB,Pitt
4522,Gerrit Prince,828,2018,2021,39,50,828,16.6,15,21.2,TE,UAB
4523,Jeremy Banks,828,1995,1996,22,55,828,15.1,6,37.6,TE,New Mexico
4524,John Bennedetto,828,1966,1968,28,66,828,12.5,3,29.6,WR,Tampa
4525,Paul Johns,828,1979,1980,22,49,828,16.9,2,37.6,WR,Tulsa
4526,Willie Grissom,828,1995,1998,44,71,828,11.7,1,18.8,WR,Oklahoma State
4527,Andrew George,827,2006,2009,48,70,827,11.8,11,17.2,TE,BYU
4528,Connie Frederick,827,1967,1969,30,54,827,15.3,9,27.6,TE,Auburn
4529,Jalen Williams,827,2014,2016,23,47,827,17.6,10,36,WR,Massachusetts
4530,Stephen Guidry,827,2018,2019,25,49,827,16.9,8,33.1,WR,Mississippi State
4531,Tyree Barnes,827,2005,2008,50,42,827,19.7,7,16.5,WR,Navy
4532,Carlton Jones,826,2002,2005,46,93,826,8.9,4,18,RB,Army
4533,Chuck Jacobs,826,2011,2012,26,61,826,13.5,7,31.8,WR,Utah State
4534,Darius Card,826,1992,1995,44,95,826,8.7,3,18.8,RB,Bowling Green
4535,Mickey Rosborough,826,1964,1966,30,78,826,10.6,2,27.5,WR,Pitt
4536,Austin Walter,825,2015,2018,49,80,825,10.3,5,16.8,RB,Rice
4537,Marcus Anderson,825,2008,2009,23,72,825,11.5,10,35.9,WR,New Mexico State
4538,Marcus Fitzgerald,825,2004,2007,40,70,825,11.8,3,20.6,WR,Marshall
4539,Michael Palmer,825,2006,2009,51,73,825,11.3,8,16.2,TE,Clemson
4540,Michael Ramseur,825,1982,1985,44,109,825,7.6,2,18.8,RB,Wake Forest
4541,Todd Millikan,825,1986,1988,34,40,825,20.6,14,24.3,TE,Nebraska
4542,Brandon Sullivan,824,2007,2010,42,81,824,10.2,5,19.6,RB,San Diego State
4543,Dewey Dorough,824,1986,1987,23,46,824,17.9,3,35.8,WR,Colorado State
4544,Jerome Miller,824,1975,1979,43,47,824,17.5,4,19.2,WR,Arkansas State
4545,Jimmy Adkins,824,1966,1968,30,47,824,17.5,11,27.5,WR,East Carolina
4546,Jimmy Kiser,824,1975,1978,44,52,824,15.8,1,18.7,QB,Furman
4547,Kalvin McRae,824,2004,2007,48,84,824,9.8,4,17.2,RB,Ohio
4548,Ronald Butler,824,2013,2014,25,60,824,13.7,5,33,WR,Utah State
4549,Tyson Mobley,824,2020,2024,39,71,824,11.6,8,21.1,WR,"Coastal Carolina,Liberty"
4550,Drew Davis,823,2007,2010,43,73,823,11.3,6,19.1,WR,Oregon
4551,Kevin Drake,823,1996,1997,21,38,823,21.7,7,39.2,QB,UAB
4552,Koby Drake,823,2020,2024,39,71,823,11.6,3,21.1,WR,Memphis
4553,Bob Brown,822,1969,1971,31,69,822,11.9,7,26.5,WR,Rice
4554,Dick Wallen,822,1956,1958,30,62,822,13.3,8,27.4,WR,UCLA
4555,Donaven McCulley,822,2021,2024,34,65,822,12.6,7,24.2,QB,Indiana
4556,Gary Bush,822,2010,2013,43,91,822,9,11,19.1,WR,Purdue
4557,Jimmy Wicks,822,1974,1977,42,54,822,15.2,6,19.6,WR,Arkansas State
4558,Joey Knapp,822,1998,2001,42,70,822,11.7,7,19.6,TE,UTEP
4559,Robert Johnson,822,2011,2014,45,69,822,11.9,3,18.3,WR,Mississippi State
4560,Ronnie Harris,822,1990,1992,30,57,822,14.4,6,27.4,WR,Oregon
4561,Tony Lewis,822,1981,1985,46,81,822,10.1,3,17.9,RB,Nevada-Las Vegas
4562,Zach Abraham,822,1993,1994,19,44,822,18.7,7,43.3,WR,West Virginia
4563,Eric Cross,821,1970,1972,33,61,821,13.5,9,24.9,WR,Stanford
4564,Kevin Stepherson,821,2016,2017,20,44,821,18.7,10,41.1,WR,Notre Dame
4565,Rice Moss,821,2004,2007,41,66,821,12.4,1,20,WR,Syracuse
4566,Sandy McGee,821,1983,1985,22,51,821,16.1,3,37.3,WR,Kansas
4567,Tayvian Cunningham,821,2019,2021,26,62,821,13.2,5,31.6,WR,Arizona
4568,Alex Edlin,820,1971,1972,22,49,820,16.7,7,37.3,TE,Tampa
4569,Dorrell Jalloh,820,2005,2008,50,63,820,13,7,16.4,WR,West Virginia
4570,Mark Hopkins,820,1986,1989,35,64,820,12.8,1,23.4,TE,Central Michigan
4571,Michael Smith,820,1987,1989,33,55,820,14.9,6,24.8,WR,California
4572,Sean Brown,820,1999,2002,32,89,820,9.2,1,25.6,WR,Louisiana-Monroe
4573,Shawn Scales,820,1994,1997,25,46,820,17.8,6,32.8,WR,Virginia Tech
4574,Bob Kenney,819,1964,1966,27,69,819,11.9,5,30.3,WR,Yale
4575,Broughton Lang,819,1981,1983,30,55,819,14.9,4,27.3,WR,Florida
4576,Carl Whitt,819,1995,1998,41,52,819,15.8,5,20,WR,Akron
4577,Christian Wells,819,2019,2023,45,47,819,17.4,11,18.2,WR,"Appalachian State,Massachusetts"
4578,Corey Nelson,819,1997,1998,22,47,819,17.4,3,37.2,WR,Boise State
4579,Ivan Boyd,819,1990,1993,43,41,819,20,8,19,WR,Boston College
4580,Jordan Smith,819,2019,2023,52,68,819,12,8,15.8,TE,Temple
4581,Kevin Zureki,819,2000,2003,44,69,819,11.9,8,18.6,TE,Eastern Michigan
4582,Keyshawn Helton,819,2018,2022,38,61,819,13.4,8,21.6,WR,Florida State
4583,Kirk Botkin,819,1990,1993,43,87,819,9.4,5,19,TE,Arkansas
4584,Luther Morris,819,1991,1994,44,66,819,12.4,4,18.6,TE,Northwestern
4585,Waymon Hamilton,819,1980,1983,46,70,819,11.7,3,17.8,RB,BYU
4586,Eric Brown,818,1984,1986,33,41,818,20,7,24.8,WR,Tulsa
4587,Jeff Thomason,818,1989,1991,31,63,818,13,10,26.4,TE,Oregon
4588,Manwell Talbert,818,2000,2001,23,52,818,15.7,6,35.6,WR,New Mexico State
4589,Ron Gervase,818,1964,1966,20,57,818,14.4,6,40.9,RB,Cornell
4590,Wade Lockett,818,1982,1985,46,57,818,14.4,5,17.8,WR,Cal State Fullerton
4591,Bob Brickey,817,1957,1960,40,73,817,11.2,4,20.4,WR,Air Force
4592,Devon Scott,817,1994,1996,33,66,817,12.4,2,24.8,WR,Akron
4593,Fred Moore,817,1968,1969,20,46,817,17.8,4,40.9,WR,Washington State
4594,Javier Holguin,817,1977,1981,44,59,817,13.8,6,18.6,WR,New Mexico State
4595,Ron Slack,817,1986,1989,46,84,817,9.7,0,17.8,RB,San Diego State
4596,Terry Loville,817,1996,1997,22,58,817,14.1,5,37.1,WR,Bowling Green
4597,William White,817,2001,2003,33,70,817,11.7,2,24.8,WR,Army
4598,Darius Walker,816,2004,2006,36,109,816,7.5,3,22.7,RB,Notre Dame
4599,Greg Bolling,816,2006,2009,43,80,816,10.2,5,19,WR,Wyoming
4600,Jason Croom,816,2013,2016,34,60,816,13.6,6,24,TE,Tennessee
