,,,,,,Rushing,,,,,,
3427,Martin Houston,1042,1989,1992,45,235,1042,4.4,5,23.2,RB,Alabama
3428,Raymond Chilton,1041,1956,1958,30,268,1041,3.9,8,34.7,RB,Rice
3429,Tonny Glynn,1041,2006,2009,44,234,1041,4.4,5,23.7,DB,New Mexico State
3430,Corey Grant,1040,2012,2014,32,135,1040,7.7,9,32.5,RB,Auburn
3431,Earnest Williams,1040,1990,1992,33,211,1040,4.9,8,31.5,RB,Oklahoma
3432,Eddie Colson,1040,1981,1984,44,201,1040,5.2,4,23.6,RB,North Carolina
3433,John McFalls,1040,1958,1961,41,183,1040,5.7,6,25.4,RB,Arizona State
3434,Bill Grana,1039,1961,1963,27,231,1039,4.5,12,38.5,RB,Harvard
3435,Chuck Weiss,1039,1958,1960,30,242,1039,4.3,12,34.6,RB,Colorado
3436,Claude Geiger,1039,1977,1977,11,247,1039,4.2,6,94.5,RB,Marshall
3437,Derrick Green,1039,2013,2016,36,250,1039,4.2,9,28.9,RB,"Michigan,Texas Christian"
3438,Larry Kramer,1038,1972,1974,32,272,1038,3.8,5,32.4,RB,Ole Miss
3439,Lew Thomas,1038,1998,2001,31,194,1038,5.4,6,33.5,RB,Vanderbilt
3440,Sam Woolwine,1038,1956,1957,20,212,1038,4.9,2,51.9,RB,Virginia Military Institute
3441,Alton McCaskill,1037,2021,2024,19,210,1037,4.9,16,54.6,RB,"Arizona State,Colorado,Houston"
3442,Dexter Pride,1037,1974,1975,22,252,1037,4.1,6,47.1,RB,Minnesota
3443,Garfield Taylor,1037,1980,1983,38,251,1037,4.1,10,27.3,RB,Kansas
3444,Jeff Fassett,1037,1989,1990,23,200,1037,5.2,6,45.1,RB,Long Beach State
3445,Kelvin Eafon,1037,1996,1998,33,284,1037,3.7,21,31.4,RB,Arizona
3446,Malachi Thomas,1037,2021,2024,32,229,1037,4.5,6,32.4,RB,Virginia Tech
3447,Neal Hughes,1037,1965,1967,29,222,1037,4.7,7,35.8,QB,East Carolina
3448,Scott Tyler,1037,1962,1963,20,160,1037,6.5,10,51.9,RB,Miami (OH)
3449,Isaac Garnett,1036,1985,1988,44,226,1036,4.6,7,23.5,RB,Texas Tech
3450,Jahiem White,1036,2023,2024,16,146,1036,7.1,7,64.8,RB,West Virginia
3451,J.W. Walsh,1036,2012,2015,34,200,1036,5.2,25,30.5,QB,Oklahoma State
3452,Lester Lehman,1036,1965,1967,30,243,1036,4.3,8,34.5,RB,Rice
3453,Mike McGee,1036,1984,1988,44,246,1036,4.2,10,23.5,RB,Bowling Green
3454,Barry McKnight,1035,1963,1965,30,261,1035,4,6,34.5,RB,Pitt
3455,B.J. Hill,1035,1998,2001,30,258,1035,4,4,34.5,RB,Duke
3456,Cory Philpot,1035,1991,1992,17,197,1035,5.3,3,60.9,RB,Ole Miss
3457,Embry Peeples,1035,2008,2011,47,138,1035,7.5,4,22,RB,Georgia Tech
3458,Manny Wilkins,1035,2014,2018,41,385,1035,2.7,20,25.2,QB,Arizona State
3459,Mike Watterson,1035,1974,1976,33,262,1035,4,2,31.4,RB,Dayton
3460,Sam Platt,1035,1978,1980,33,236,1035,4.4,6,31.4,RB,Florida State
3461,Dan Shaffer,1034,2001,2004,32,205,1034,5,7,32.3,RB,Air Force
3462,David Winsley,1033,1987,1989,31,239,1033,4.3,8,33.3,RB,Arizona State
3463,Lew Montgomery,1032,1989,1992,41,255,1032,4,17,25.2,RB,Iowa
3464,Marty Shuford,1032,1971,1972,22,226,1032,4.6,7,46.9,RB,Arizona
3465,Waddell Kelly,1032,1979,1981,32,230,1032,4.5,3,32.3,RB,Arkansas State
3466,Chris James,1031,2014,2018,41,217,1031,4.8,5,25.1,RB,"Pitt,Wisconsin"
3467,Don Moorhead,1031,1968,1970,30,265,1031,3.9,9,34.4,QB,Michigan
3468,Jimmy Womack,1031,1977,1980,38,246,1031,4.2,4,27.1,RB,Georgia
3469,Keith Hill,1031,1977,1979,33,232,1031,4.4,11,31.2,RB,Hawaii
3470,Larry Thomas,1031,2004,2006,26,229,1031,4.5,6,39.7,RB,Southern Mississippi
3471,Elijah Davis,1030,2018,2021,28,219,1030,4.7,14,36.8,,Old Dominion
3472,James Charles,1030,2018,2021,40,220,1030,4.7,11,25.8,RB,Florida Atlantic
3473,Lala Davis,1030,2018,2021,28,219,1030,4.7,14,36.8,RB,Old Dominion
3474,Robert Toomer,1030,1992,1995,40,301,1030,3.4,14,25.8,RB,LSU
3475,Ron Bass,1030,1973,1977,45,446,1030,2.3,9,22.9,QB,South Carolina
3476,Dave Alexander,1029,1965,1965,9,227,1029,4.5,15,114.3,RB,East Carolina
3477,Quentis Roper,1029,1985,1988,43,327,1029,3.1,9,23.9,QB,Rice
3478,Andrew Van Buren,1028,2018,2021,45,280,1028,3.7,21,22.8,RB,Boise State
3479,Eric Starr,1028,1984,1987,44,215,1028,4.8,7,23.4,DB,North Carolina
3480,Lee English,1028,1978,1981,44,190,1028,5.4,5,23.4,RB,North Texas
3481,Albert Bentley,1027,1979,1983,44,220,1027,4.7,6,23.3,RB,Miami (FL)
3482,Brad Hubbert,1027,1965,1966,20,248,1027,4.1,1,51.4,RB,Arizona
3483,Jerry Fields,1027,1969,1971,29,297,1027,3.5,14,35.4,RB,Bowling Green
3484,Mario Anderson,1027,2023,2024,16,201,1027,5.1,10,64.2,RB,"Memphis,South Carolina"
3485,Rudy Thomas,1027,1973,1976,44,249,1027,4.1,10,23.3,RB,Florida State
3486,Todd Berry,1027,1980,1983,44,231,1027,4.4,12,23.3,RB,South Carolina
3487,Tom Doyle,1027,1972,1974,27,282,1027,3.6,8,38,QB,Yale
3488,Bill Bracken,1026,1970,1971,20,264,1026,3.9,9,51.3,RB,Davidson
3489,Cameron Davis,1026,2019,2024,33,234,1026,4.4,15,31.1,RB,Washington
3490,Cliff Hoskins,1026,1972,1975,33,170,1026,6,7,31.1,RB,Texas Tech
3491,Dyral McMillan,1026,1995,1997,22,215,1026,4.8,7,46.6,RB,Miami (FL)
3492,Estrus Crayton,1026,1991,1992,22,233,1026,4.4,6,46.6,RB,USC
3493,Ivy Williams,1026,1969,1971,20,281,1026,3.7,7,51.3,RB,Xavier
3494,Randy Billingsley,1026,1972,1974,33,180,1026,5.7,9,31.1,RB,Alabama
3495,Rich Bracken,1026,1966,1968,27,335,1026,3.1,9,38,RB,Princeton
3496,Vince Davidson,1026,2007,2010,41,256,1026,4,8,25,RB,Ohio
3497,Bill McClesky,1025,1978,1979,21,213,1025,4.8,5,48.8,RB,Texas-Arlington
3498,Carlos Brown,1025,2006,2009,31,201,1025,5.1,8,33.1,RB,Michigan
3499,Tim Colicchio,1025,1991,1994,26,213,1025,4.8,3,39.4,RB,Pitt
3500,Cole Fagan,1024,2017,2018,22,190,1024,5.4,7,46.5,,Air Force
3501,Gayle Bomar,1024,1967,1968,20,358,1024,2.9,7,51.2,QB,North Carolina
3502,Hal Davis,1024,1962,1964,30,194,1024,5.3,8,34.1,RB,Clemson
3503,Romar Morris,1024,2012,2015,48,213,1024,4.8,12,21.3,RB,North Carolina
3504,Ty Amey,1024,1996,1998,27,203,1024,5,12,37.9,RB,Army
3505,B.J. Denker,1023,2012,2013,19,202,1023,5.1,14,53.8,QB,Arizona
3506,Bob Habasevich,1023,1966,1968,30,279,1023,3.7,8,34.1,RB,Virginia Military Institute
3507,Levi Williams,1023,2019,2023,35,223,1023,4.6,16,29.2,QB,"Utah State,Wyoming"
3508,Remound Wright,1023,2012,2015,47,260,1023,3.9,26,21.8,RB,Stanford
3509,Tre Smith,1023,2002,2006,54,196,1023,5.2,13,18.9,RB,Auburn
3510,Jasen Oden,1022,2012,2015,46,200,1022,5.1,8,22.2,CB,Colorado State
3511,Mark Brus,1022,1989,1990,21,211,1022,4.8,5,48.7,RB,Tulsa
3512,Sam B. Richardson,1022,2012,2015,34,314,1022,3.3,7,30.1,QB,Iowa State
3513,Thomas Bailey,1022,1974,1976,33,224,1022,4.6,8,31,RB,Tulsa
3514,Darius Taylor,1021,2023,2024,9,173,1021,5.9,8,113.4,RB,Minnesota
3515,Mel Anthony,1021,1962,1964,27,253,1021,4,14,37.8,RB,Michigan
3516,James King,1020,1976,1978,33,248,1020,4.1,5,30.9,RB,Memphis
3517,Roosevelt Mell,1019,1964,1965,20,268,1019,3.8,3,51,RB,Dayton
3518,Tom Pace,1019,2000,2001,20,227,1019,4.5,10,51,RB,Arizona State
3519,Xavier Arline,1019,2020,2023,30,299,1019,3.4,7,34,QB,Navy
3520,Antonio Davis,1018,1985,1987,33,246,1018,4.1,7,30.8,RB,Northern Illinois
3521,Jordan Jefferson,1018,2008,2011,42,359,1018,2.8,12,24.2,QB,LSU
3522,Reggie Duncan,1018,2000,2002,24,267,1018,3.8,6,42.4,RB,Kansas
3523,Terrell Williams,1018,2001,2005,42,229,1018,4.4,8,24.2,RB,California
3524,Tom Lemire,1018,1966,1968,27,279,1018,3.6,2,37.7,RB,Brown
3525,Ahmari Davis,1017,2018,2019,17,191,1017,5.3,11,59.8,RB,New Mexico
3526,Gerry Bohanon,1017,2018,2024,37,188,1017,5.4,15,27.5,QB,"Baylor,BYU,South Florida"
3527,Dennis Cremeens,1015,1972,1974,33,226,1015,4.5,8,30.8,RB,Indiana
3528,Ham Jones,1015,1976,1978,24,246,1015,4.1,10,42.3,RB,Texas
3529,Kenny Post,1015,1965,1967,30,294,1015,3.5,2,33.8,RB,Texas Christian
3530,Vernon Williams,1015,1982,1985,43,238,1015,4.3,4,23.6,RB,Rutgers
3531,Ed Smith,1014,1978,1980,33,261,1014,3.9,9,30.7,RB,Oklahoma State
3532,Elijah Young,1014,2020,2024,46,225,1014,4.5,6,22,RB,"Missouri,Western Kentucky"
3533,Jimmie Gray,1014,1998,2000,28,196,1014,5.2,6,36.2,WR,Akron
3534,Sherman Myers,1014,1979,1982,39,262,1014,3.9,11,26,RB,Temple
3535,Todd Moody,1014,1983,1986,41,257,1014,3.9,2,24.7,RB,Kansas State
3536,Waymon Clark,1014,1973,1973,11,209,1014,4.9,6,92.2,RB,Oklahoma
3537,Carl Jackson,1013,1965,1966,20,271,1013,3.7,13,50.7,RB,New Mexico
3538,Darevon Chance,1013,2013,2014,25,220,1013,4.6,4,40.5,RB,Western Michigan
3539,Gerald White,1013,1986,1989,44,257,1013,3.9,4,23,RB,Memphis
3540,Mal Crite,1013,1985,1988,42,247,1013,4.1,6,24.1,RB,North Carolina State
3541,Mike Krivoshia,1013,1965,1967,30,283,1013,3.6,3,33.8,RB,Indiana
3542,Tim Tyrrell,1013,1982,1983,20,307,1013,3.3,9,50.7,QB,Northern Illinois
3543,Rusty Williams,1012,1996,1999,43,260,1012,3.9,11,23.5,RB,Auburn
3544,Jack Dolbin,1011,1967,1969,30,204,1011,5,4,33.7,RB,Wake Forest
3545,Joe Glenn,1011,1984,1987,44,258,1011,3.9,8,23,RB,Western Michigan
3546,Will Matthews,1011,2016,2019,38,237,1011,4.3,5,26.6,RB,Kent State
3547,Bo Carroll,1010,1997,2000,38,155,1010,6.5,5,26.6,RB,Florida
3548,Frank Solich,1010,1963,1965,30,196,1010,5.2,7,33.7,RB,Nebraska
3549,Jimmy Kiser,1010,1975,1978,44,264,1010,3.8,9,23,QB,Furman
3550,Bart Hendricks,1009,1997,2000,41,348,1009,2.9,20,24.6,QB,Boise State
3551,Billy Ray Adams,1009,1959,1961,30,174,1009,5.8,11,33.6,RB,Ole Miss
3552,Bob McAniff,1009,1956,1957,18,206,1009,4.9,6,56.1,RB,Cornell
3553,Buz Leavitt,1009,1967,1969,30,241,1009,4.2,10,33.6,RB,Wake Forest
3554,Gary Dixon,1009,1971,1972,23,269,1009,3.8,14,43.9,RB,Nebraska
3555,Hunkie Cooper,1009,1990,1991,22,227,1009,4.4,9,45.9,QB,Nevada-Las Vegas
3556,Jack Root,1009,1965,1967,30,272,1009,3.7,12,33.6,RB,Stanford
3557,Jeff Jennings,1009,2004,2008,40,299,1009,3.4,15,25.2,RB,Vanderbilt
3558,John Newhouse,1009,1976,1980,40,181,1009,5.6,9,25.2,RB,Houston
3559,Lamar Owens,1009,2002,2005,35,250,1009,4,12,28.8,QB,Navy
3560,Raymond Barry,1009,1958,1961,27,275,1009,3.7,6,37.4,RB,Brown
3561,Sal Aunese,1009,1987,1988,20,235,1009,4.3,14,50.5,QB,Colorado
3562,Tevin King,1009,2012,2014,23,160,1009,6.3,6,43.9,RB,Louisiana Tech
3563,Derek Sparks,1008,1991,1995,36,305,1008,3.3,5,28,RB,Washington State
3564,Eddie Faulkner,1008,1997,2000,39,255,1008,4,7,25.8,RB,Wisconsin
3565,Henry Woodson,1008,1970,1971,22,252,1008,4,13,45.8,RB,Fresno State
3566,Lance Lewis,1008,1988,1992,44,163,1008,6.2,6,22.9,RB,Nebraska
3567,Reggie Allen,1008,1978,1981,44,389,1008,2.6,18,22.9,QB,Indiana State
3568,Wallace Clark,1008,1968,1970,30,218,1008,4.6,11,33.6,RB,Auburn
3569,Arnold Morgado,1007,1974,1975,22,242,1007,4.2,4,45.8,RB,Hawaii
3570,Calvin Camp,1007,2018,2022,45,188,1007,5.4,9,22.4,RB,Charlotte
3571,Jalen Milroe,1007,2021,2024,28,243,1007,4.1,19,36,QB,Alabama
3572,Marty Whelan,1007,1967,1969,30,246,1007,4.1,0,33.6,RB,Texas Christian
3573,Pat Moriarty,1007,1973,1977,44,240,1007,4.2,6,22.9,RB,Georgia Tech
3574,Paul Baker,1007,2006,2008,34,250,1007,4,2,29.6,RB,New Mexico
3575,Dennis McDonald,1006,1969,1971,32,265,1006,3.8,2,31.4,RB,Iowa State
3576,Johnnie Lang,1006,2017,2022,57,263,1006,3.8,7,17.6,RB,"Arkansas State,Iowa State"
3577,Mark Fetter,1006,1972,1975,44,242,1006,4.2,6,22.9,RB,Iowa
3578,Raymond Jones,1006,1974,1976,33,246,1006,4.1,6,30.5,RB,East Carolina
3579,Curtis Dickey,1005,1974,1976,33,242,1005,4.2,5,30.5,RB,Southern Mississippi
3580,Frank Boal,1005,1966,1968,29,300,1005,3.4,7,34.7,RB,Villanova
3581,Joel Carlson,1005,1970,1972,26,246,1005,4.1,11,38.7,QB,Air Force
3582,Ricky Turner,1005,1980,1983,33,308,1005,3.3,13,30.5,QB,Washington State
3583,Billy Hite,1004,1971,1973,33,254,1004,4,4,30.4,RB,North Carolina
3584,Braxton Burmeister,1004,2017,2022,38,272,1004,3.7,8,26.4,QB,"Oregon,San Diego State,Virginia Tech"
3585,Gerald Green,1004,1979,1982,44,229,1004,4.4,7,22.8,RB,Wisconsin
3586,Kalief Muhammad,1004,1993,1996,44,166,1004,6,7,22.8,RB,Baylor
3587,Keith Payne,1004,2007,2010,28,223,1004,4.5,16,35.9,RB,Virginia
3588,Leon Mason,1004,1966,1969,30,190,1004,5.3,8,33.5,RB,North Carolina State
3589,Paul Piper,1004,1962,1964,30,249,1004,4,7,33.5,RB,Rice
3590,Sheldon Evans,1004,2018,2021,37,211,1004,4.8,10,27.1,RB,Marshall
3591,Wilmer Cooks,1004,1965,1967,30,288,1004,3.5,17,33.5,RB,Colorado
3592,Arnold Floyd,1003,1977,1980,43,208,1003,4.8,11,23.3,RB,Appalachian State
3593,Rodney Allison,1003,1975,1977,33,280,1003,3.6,16,30.4,QB,Texas Tech
3594,Bob Darby,1002,1968,1970,32,252,1002,4,9,31.3,RB,California
3595,Cooper Rego,1002,1999,2001,29,235,1002,4.3,12,34.6,RB,West Virginia
3596,Terry Morton,1002,1966,1968,30,290,1002,3.5,8,33.4,RB,William & Mary
3597,Tim Jordan,1002,2017,2019,36,247,1002,4.1,4,27.8,RB,Tennessee
3598,Michael Shaw,1001,2008,2011,40,190,1001,5.3,14,25,WR,Michigan
3599,Pat Jackson,1001,1989,1990,21,270,1001,3.7,11,47.7,RB,Kansas State
3600,Rennie Childs,1001,2013,2016,43,243,1001,4.1,13,23.3,RB,Oklahoma State
