,,,,,,Receiving,,,,,,
823,Jordan Villamin,1847,2014,2017,48,129,1847,14.3,13,38.5,WR,Oregon State
824,Scott Mayle,1847,2003,2006,47,107,1847,17.3,11,39.3,WR,Ohio
825,Steve Clay,1846,1992,1995,44,133,1846,13.9,14,42,WR,Eastern Michigan
826,Willie Johnson,1846,2016,2021,62,114,1846,16.2,13,29.8,WR,Marshall
827,Billy Ray Stutzmann,1845,2010,2013,43,148,1845,12.5,9,42.9,WR,Hawaii
828,Jared Perry,1844,2006,2009,52,137,1844,13.5,13,35.5,WR,Missouri
829,Luther Burden,1844,2022,2024,30,150,1844,12.3,19,61.5,WR,Missouri
830,Marquis Maze,1844,2008,2011,53,136,1844,13.6,8,34.8,WR,Alabama
831,Jerel Myers,1843,1999,2002,47,149,1843,12.4,6,39.2,WR,LSU
832,Jereme Brooks,1843,2007,2010,51,152,1843,12.1,14,36.1,WR,Utah
833,Lenzie Jackson,1843,1995,1998,44,136,1843,13.6,14,41.9,WR,Arizona State
834,Cory Peterson,1842,1996,1999,43,135,1842,13.6,9,42.8,WR,Ole Miss
835,Joe Hansley,1842,2012,2015,49,136,1842,13.5,12,37.6,WR,Colorado State
836,Roddy Tompkins,1839,1996,1999,44,117,1839,15.7,12,41.8,WR,Oregon State
837,Dave Quehl,1837,1973,1975,33,130,1837,14.1,12,55.7,WR,Holy Cross
838,Jack Curry,1837,1965,1967,30,117,1837,15.7,5,61.2,WR,Penn State
839,Steve Coury,1837,1976,1979,45,135,1837,13.6,10,40.8,WR,Oregon State
840,Jarrod West,1836,2011,2014,46,134,1836,13.7,4,39.9,WR,Syracuse
841,Jimmy Carpenter,1836,1995,1998,44,126,1836,14.6,7,41.7,WR,UTEP
842,McKay Jacobson,1836,2006,2011,48,113,1836,16.2,9,38.3,WR,BYU
843,Rod Foppe,1835,1975,1977,32,90,1835,20.4,13,57.3,WR,Louisiana Tech
844,George Hannen,1834,1967,1969,28,149,1834,12.3,13,65.5,WR,Davidson
845,Hason Graham,1834,1992,1994,33,95,1834,19.3,16,55.6,WR,Georgia
846,Randy Gatewood,1832,1993,1994,22,128,1832,14.3,13,83.3,WR,Nevada-Las Vegas
847,Tye Keith,1832,1999,2002,44,135,1832,13.6,10,41.6,WR,Cincinnati
848,Tyrin Smith,1832,2021,2024,33,127,1832,14.4,12,55.5,WR,"Cincinnati,UTEP"
849,Eddie Ruffin,1831,1978,1981,42,110,1831,16.6,11,43.6,WR,Indiana State
850,Jordan Moore,1831,2021,2024,40,146,1831,12.5,16,45.8,QB,Duke
851,Rokeem Williams,1830,2013,2016,41,101,1830,18.1,9,44.6,WR,Miami (OH)
852,Marcus Davis,1827,2009,2012,53,105,1827,17.4,13,34.5,WR,Virginia Tech
853,Phil Ross,1827,1985,1989,47,153,1827,11.9,6,38.9,TE,Oregon State
854,Mike Tolliver,1826,1980,1983,44,124,1826,14.7,14,41.5,WR,Stanford
855,Sean Dykes,1826,2016,2021,62,128,1826,14.3,19,29.5,WR,Memphis
856,Terry Smith,1825,1988,1991,45,108,1825,16.9,15,40.6,WR,Penn State
857,JaCorey Sullivan,1824,2017,2021,47,140,1824,13,15,38.8,WR,Central Michigan
858,Jonathan Orr,1824,2002,2005,52,107,1824,17,19,35.1,WR,Wisconsin
859,Dave Shula,1822,1978,1980,28,133,1822,13.7,9,65.1,WR,Dartmouth
860,Robert Johnson,1822,2005,2006,24,156,1822,11.7,15,75.9,WR,Texas Tech
861,Larry Stokes,1821,1973,1976,44,94,1821,19.4,11,41.4,WR,Chattanooga
862,Mitch Running,1821,1992,1995,42,133,1821,13.7,10,43.4,WR,Kansas State
863,Aaron Alexander,1820,2002,2004,34,127,1820,14.3,12,53.5,WR,Army
864,Dwight Carter,1820,1998,1999,24,117,1820,15.6,12,75.8,WR,Hawaii
865,Terrence Toliver,1820,2007,2010,53,126,1820,14.4,12,34.3,WR,LSU
866,Branden Mack,1819,2017,2020,46,131,1819,13.9,15,39.5,WR,Temple
867,Jhamon Ausbon,1818,2017,2019,35,147,1818,12.4,8,51.9,WR,Texas A&M
868,Randy Simmrin,1818,1974,1977,44,91,1818,20,10,41.3,WR,USC
869,Levi Dejohnette,1816,2004,2007,45,152,1816,11.9,7,40.4,WR,Arkansas State
870,OJ Clark,1814,2015,2019,50,201,1814,9,6,36.3,WR,New Mexico State
871,Ricky Jones,1814,2012,2016,38,111,1814,16.3,8,47.7,WR,Indiana
872,Jimmy Horn Jr.,1812,2021,2024,39,143,1812,12.7,11,46.5,WR,"Colorado,South Florida"
873,Reggie Harrell,1812,2002,2004,33,103,1812,17.6,6,54.9,WR,Texas Christian
874,Chris Cunningham,1811,1999,2003,45,155,1811,11.7,13,40.2,WR,SMU
875,Howard Robinson,1811,1976,1979,44,114,1811,15.9,18,41.2,WR,Lamar
876,Andre Cooper,1810,1993,1996,40,132,1810,13.7,24,45.3,WR,Florida State
877,Dijon Paschal,1810,2014,2017,50,113,1810,16,11,36.2,WR,Arkansas State
878,Drisan James,1810,2003,2006,43,115,1810,15.7,7,42.1,WR,Boise State
879,Cornelius McCoy,1809,2018,2021,40,148,1809,12.2,10,45.2,WR,Georgia State
880,Brandon Coleman,1808,2011,2013,38,94,1808,19.2,20,47.6,WR,Rutgers
881,Harold Jasper,1808,1991,1994,45,103,1808,17.6,8,40.2,WR,Iowa
882,Sammy Milner,1807,1968,1970,31,146,1807,12.4,11,58.3,WR,Mississippi State
883,Eric Morgan,1806,1989,1990,24,136,1806,13.3,9,75.3,WR,New Mexico
884,Tom Forzani,1806,1970,1972,32,132,1806,13.7,13,56.4,WR,Utah State
885,Denero Marriott,1805,2000,2002,26,143,1805,12.6,17,69.4,WR,Marshall
886,R.J. Sumrall,1805,2005,2008,48,156,1805,11.6,7,37.6,WR,Iowa State
887,Malik Turner,1804,2014,2017,46,143,1804,12.6,10,39.2,WR,Illinois
888,Zek Parker,1804,1998,2001,45,128,1804,14.1,13,40.1,WR,Louisville
889,Brian Cobbs,1803,2018,2022,54,135,1803,13.4,7,33.4,WR,"Maryland,Utah State"
890,Bob Phillips,1802,1979,1982,44,120,1802,15,16,41,WR,Western Michigan
891,Devin Aguilar,1802,2008,2011,46,131,1802,13.8,13,39.2,WR,Washington
892,Greg Dortch,1800,2017,2018,20,142,1800,12.7,17,90,WR,Wake Forest
893,Jerome Lane,1800,2014,2016,37,101,1800,17.8,14,48.6,LB,Akron
894,Kevonte Martin-Manley,1799,2011,2014,50,174,1799,10.3,12,36,WR,Iowa
895,Anthony DiCosmo,1798,1996,1998,31,107,1798,16.8,12,58,WR,Boston College
896,Mike O'Shea,1798,1966,1968,30,106,1798,17,16,59.9,WR,Utah State
897,Ricky Martin,1798,1976,1980,58,84,1798,21.4,16,31,WR,New Mexico
898,Bill Flowers,1795,2001,2004,45,149,1795,12,10,39.9,WR,Ole Miss
899,James Terry,1793,2002,2003,27,92,1793,19.5,18,66.4,WR,Kansas State
900,Brian Kelly,1792,1975,1977,33,116,1792,15.4,16,54.3,WR,Washington State
901,Dominic Lovett,1791,2021,2024,43,150,1791,11.9,8,41.7,WR,"Georgia,Missouri"
902,DaMarkus Lodge,1790,2015,2018,41,122,1790,14.7,14,43.7,WR,Ole Miss
903,Jadan Blue,1790,2018,2022,46,181,1790,9.9,11,38.9,WR,"Temple,Virginia Tech"
904,Riley Miller,1790,2016,2019,39,134,1790,13.4,14,45.9,,Ball State
905,Bob Johnson,1789,1981,1983,33,89,1789,20.1,10,54.2,WR,Kansas
906,Jackie Williams,1789,2010,2014,45,147,1789,12.2,5,39.8,WR,"UAB,UCF"
907,Warren Jackson,1789,2017,2019,33,124,1789,14.4,14,54.2,WR,Colorado State
908,Jonny Harline,1788,2005,2006,25,121,1788,14.8,17,71.5,TE,BYU
909,Archie Gray,1787,1972,1974,33,89,1787,20.1,10,54.2,WR,Wyoming
910,Jeff Badet,1785,2013,2017,48,108,1785,16.5,10,37.2,WR,"Kentucky,Oklahoma"
911,Jhajuan Seales,1785,2013,2016,49,112,1785,15.9,12,36.4,WR,Oklahoma State
912,Mike McCoy,1785,2005,2008,51,125,1785,14.3,16,35,WR,Nevada
913,Sam Greene,1785,1978,1980,34,90,1785,19.8,21,52.5,WR,Nevada-Las Vegas
914,Dane McArthur,1784,1987,1990,44,127,1784,14,13,40.5,WR,Hawaii
915,Travis Latendresse,1782,2002,2005,44,135,1782,13.2,12,40.5,WR,Utah
916,Greg Locy,1781,1983,1986,45,124,1781,14.4,5,39.6,TE,Long Beach State
917,Harrison Houston,1781,1990,1993,46,101,1781,17.6,19,38.7,WR,Florida
918,Alvin Warren,1780,1987,1990,44,130,1780,13.7,9,40.5,WR,New Mexico State
919,Marcus Sales,1780,2008,2012,48,132,1780,13.5,16,37.1,WR,Syracuse
920,Troy Kersey,1780,1994,1997,44,89,1780,20,10,40.5,WR,Temple
921,Ken Matthews,1779,1970,1972,34,112,1779,15.9,3,52.3,WR,Long Beach State
922,Mike Espy,1779,2002,2005,48,136,1779,13.1,9,37.1,WR,Ole Miss
923,Jay Hall,1778,1995,1998,39,121,1778,14.7,17,45.6,WR,Miami (OH)
924,Adrian Reese,1777,1996,1999,43,131,1777,13.6,14,41.3,WR,Ball State
925,Taylor Embree,1776,2008,2011,50,137,1776,13,4,35.5,WR,UCLA
926,Andre Forde,1775,1999,2002,37,125,1775,14.2,15,48,WR,Buffalo
927,Lavell Boyd,1775,1997,1999,33,135,1775,13.1,10,53.8,WR,Louisville
928,Hunter Sharp,1774,2014,2015,25,137,1774,12.9,16,71,WR,Utah State
929,Danny Knight,1773,1980,1983,44,81,1773,21.9,10,40.3,WR,Mississippi State
930,Shun Brown,1773,2015,2018,50,140,1773,12.7,15,35.5,WR,Arizona
931,Siaosi Mariner,1772,2016,2019,49,115,1772,15.4,14,36.2,WR,"Utah,Utah State"
932,Amad Anderson Jr.,1771,2019,2023,50,135,1771,13.1,12,35.4,WR,"Purdue,Temple"
933,Michael Kedzior,1771,1992,1995,39,121,1771,14.6,12,45.4,WR,Tulsa
934,Bug Howard,1770,2014,2016,40,124,1770,14.3,14,44.3,WR,North Carolina
935,Jesse Kroll,1770,2012,2016,42,117,1770,15.1,9,42.1,WR,Central Michigan
936,Jack Doyle,1769,2009,2012,42,162,1769,10.9,8,42.1,TE,Western Kentucky
937,Mark Harrison,1769,2009,2012,45,107,1769,16.5,18,39.3,WR,Rutgers
938,Trayvon Rudolph,1769,2020,2024,36,122,1769,14.5,10,49.1,WR,Northern Illinois
939,Abram Booty,1768,1997,2000,32,117,1768,15.1,8,55.3,WR,LSU
940,Mark Philmore,1768,2002,2005,40,163,1768,10.8,8,44.2,WR,Northwestern
941,Mike Mikolayunas,1768,1968,1970,29,175,1768,10.1,14,61,RB,Davidson
942,Chandler Worthy,1767,2011,2014,45,137,1767,12.9,11,39.3,WR,Troy
943,Davon Grayson,1767,2013,2017,41,135,1767,13.1,13,43.1,WR,East Carolina
944,Erik Davis,1767,2002,2005,43,124,1767,14.3,14,41.1,WR,Vanderbilt
945,Jim Livesay,1766,1968,1970,30,109,1766,16.2,17,58.9,WR,Richmond
946,Jarvis Williams,1764,2006,2010,51,133,1764,13.3,20,34.6,WR,North Carolina State
947,Drew Morgan,1763,2014,2016,39,138,1763,12.8,14,45.2,WR,Arkansas
948,Flynn Nagel,1763,2015,2018,46,160,1763,11,6,38.3,WR,Northwestern
949,KeSean Carter,1763,2018,2022,51,147,1763,12,13,34.6,WR,"Houston,Texas Tech"
950,Kory Sperry,1763,2004,2008,46,141,1763,12.5,20,38.3,TE,Colorado State
951,James Dixon,1762,1987,1988,22,161,1762,10.9,14,80.1,WR,Houston
952,Scott Yelvington,1762,1973,1976,44,122,1762,14.4,10,40,TE,Northwestern
953,Terrence Nunn,1762,2004,2007,49,136,1762,13,11,36,WR,Nebraska
954,Eddie Washington,1761,1980,1983,44,127,1761,13.9,9,40,WR,Ohio
955,Jesse Holley,1760,2003,2006,47,126,1760,14,7,37.4,WR,North Carolina
956,Linzy Collins,1760,1989,1990,22,102,1760,17.3,9,80,WR,Missouri
957,Ryan Otten,1760,2009,2012,42,126,1760,14,12,41.9,TE,San Jose State
958,Adam Breneman,1758,2013,2017,33,149,1758,11.8,15,53.3,TE,"Massachusetts,Penn State"
959,Don Seymour,1758,1972,1974,33,109,1758,16.1,17,53.3,TE,Toledo
960,Phillip Logan,1758,1974,1977,45,96,1758,18.3,15,39.1,WR,South Carolina
961,Keith Edwards,1757,1980,1984,44,200,1757,8.8,3,39.9,QB,Vanderbilt
962,Tuati Wooden,1756,2001,2003,36,133,1756,13.2,7,48.8,WR,San Jose State
963,Jaylon Robinson,1755,2018,2023,39,113,1755,15.5,9,45,WR,"Oklahoma,Ole Miss,Texas Christian,UCF"
964,Matt Trannon,1755,2003,2006,43,148,1755,11.9,9,40.8,WR,Michigan State
965,Nikko Remigio,1755,2018,2022,50,171,1755,10.3,13,35.1,WR,"California,Fresno State"
966,Brandon Banks,1754,2008,2009,24,123,1754,14.3,10,73.1,WR,Kansas State
967,Clarence Cannon,1754,1991,1994,43,101,1754,17.4,10,40.8,WR,Boston College
968,Daniel Spencer,1754,2011,2014,41,129,1754,13.6,13,42.8,WR,Houston
969,Mitchell Galloway,1754,1993,1996,41,131,1754,13.4,9,42.8,RB,East Carolina
970,Dicky Lyons,1752,2004,2008,40,141,1752,12.4,18,43.8,WR,Kentucky
971,Corey Brown,1750,2010,2013,52,145,1750,12.1,15,33.7,WR,Ohio State
972,Demetris Robertson,1750,2016,2021,57,133,1750,13.2,14,30.7,,"Auburn,California,Georgia"
973,Kyle Williams,1750,2016,2019,50,161,1750,10.9,11,35,WR,Arizona State
974,Mac Hippenhammer,1750,2018,2022,46,114,1750,15.4,15,38,WR,"Miami (OH),Penn State"
975,Drew Wolitarsky,1749,2013,2016,47,130,1749,13.5,9,37.2,WR,Minnesota
976,Isaiah McKoy,1748,2018,2020,27,124,1748,14.1,16,64.7,WR,Kent State
977,Jamal Morrow,1748,2014,2017,50,202,1748,8.7,14,35,RB,Washington State
978,KaVontae Turpin,1748,2015,2018,42,145,1748,12.1,13,41.6,WR,Texas Christian
979,Marcus Badgett,1748,1990,1992,31,100,1748,17.5,11,56.4,WR,Maryland
980,Kelly Spielmaker,1747,1983,1986,44,140,1747,12.5,12,39.7,TE,Western Michigan
981,Larry Foster,1747,1996,1999,43,125,1747,14,12,40.6,WR,LSU
982,Loren Richey,1746,1985,1986,23,140,1746,12.5,13,75.9,WR,Utah
983,Mark Harris,1746,1993,1995,33,107,1746,16.3,12,52.9,WR,Stanford
984,Sergio Bailey,1746,2016,2017,25,114,1746,15.3,16,69.8,WR,Eastern Michigan
985,Toren Dixon,1746,2006,2009,48,161,1746,10.8,16,36.4,WR,Rice
986,Jason Harmon,1745,2005,2009,48,138,1745,12.6,13,36.4,WR,Florida Atlantic
987,Antonio Brown,1744,1998,2001,41,147,1744,11.9,4,42.5,WR,West Virginia
988,Austin Trammell,1744,2017,2020,40,142,1744,12.3,13,43.6,WR,Rice
989,Dave Moritz,1744,1980,1983,44,101,1744,17.3,8,39.6,WR,Iowa
990,Justin Harper,1744,2002,2005,45,167,1744,10.4,11,38.8,WR,Central Michigan
991,Jaden Walley,1743,2020,2024,48,146,1743,11.9,12,36.3,WR,Mississippi State
992,Korey Robertson,1743,2015,2017,40,127,1743,13.7,18,43.6,WR,Southern Mississippi
993,Jacob Copeland,1742,2018,2022,51,112,1742,15.6,11,34.2,WR,"Florida,Maryland"
994,Marcus Wilridge,1742,1997,2001,44,130,1742,13.4,7,39.6,WR,Louisiana
995,Zane Pope,1742,2018,2022,43,129,1742,13.5,11,40.5,WR,Fresno State
996,Kyren Lacy,1739,2020,2024,56,124,1739,14,22,31.1,WR,"Louisiana,LSU"
997,Austin Maloney,1738,2016,2019,50,104,1738,16.7,9,34.8,WR,Florida International
998,Demeer Blankumsee,1738,2020,2024,42,123,1738,14.1,11,41.4,WR,"Memphis,Toledo"
999,Trenton Irwin,1738,2015,2018,53,152,1738,11.4,5,32.8,WR,Stanford
1000,Daewood Davis,1737,2018,2022,47,116,1737,15,16,37,CB,"Oregon,Western Kentucky"
