,,,,,,Receiving,,,,,,
4824,Herman Fontenot,788,1981,1984,40,57,788,13.8,4,19.7,WR,LSU
4825,Jim Curry,788,1961,1963,30,51,788,15.5,4,26.3,WR,Cincinnati
4826,Maurice Covington,788,2005,2008,38,65,788,12.1,3,20.7,WR,Virginia
4827,Rick Garretson,788,1976,1978,33,55,788,14.3,3,23.9,WR,San Diego State
4828,Terence Keehan,788,1995,1996,20,49,788,16.1,5,39.4,WR,Utah
4829,Aaron Bain,787,2005,2008,39,69,787,11.4,9,20.2,WR,Hawaii
4830,Andre Brown,787,1985,1988,33,52,787,15.1,11,23.8,WR,Miami (FL)
4831,Jamaal Lewis,787,2003,2006,39,50,787,15.7,11,20.2,WR,Arizona State
4832,Jerrald Long,787,1997,1998,24,63,787,12.5,7,32.8,WR,Marshall
4833,Kevin Riccio,787,1980,1982,32,66,787,11.9,9,24.6,TE,Virginia
4834,David Powell,786,1975,1977,33,45,786,17.5,6,23.8,WR,Tulsa
4835,Elijah Kothe,786,2018,2021,42,62,786,12.7,2,18.7,WR,San Diego State
4836,Justin Hunt,786,2013,2016,37,52,786,15.1,10,21.2,WR,Marshall
4837,Kendrick Rogers,786,2017,2019,38,68,786,11.6,7,20.7,WR,Texas A&M
4838,Mike Clark,786,1966,1968,30,69,786,11.4,7,26.2,WR,Navy
4839,Pat Carroll,786,1968,1970,31,72,786,10.9,6,25.4,WR,Furman
4840,Anthony Pudewell,785,2003,2006,45,73,785,10.8,6,17.4,TE,Nevada
4841,Ben Sims,785,2018,2022,43,78,785,10.1,12,18.3,TE,Baylor
4842,Billy Van Heusen,785,1965,1967,29,41,785,19.1,7,27.1,QB,Maryland
4843,Fred Brown,785,2013,2015,28,50,785,15.7,5,28,WR,Mississippi State
4844,Jake Sharp,785,2006,2009,48,86,785,9.1,6,16.4,RB,Kansas
4845,James Sykes,785,1973,1976,44,88,785,8.9,2,17.8,RB,Rice
4846,JaVonta Payton,785,2019,2021,35,46,785,17.1,7,22.4,WR,"Mississippi State,Tennessee"
4847,Keyon Lesane,785,2019,2023,57,83,785,9.5,2,13.8,WR,North Carolina State
4848,Mark Turley,785,1978,1980,28,47,785,16.7,2,28,WR,Cornell
4849,Michael Depriest,785,2003,2006,45,50,785,15.7,5,17.4,WR,Texas Christian
4850,Stephen Messam,785,2000,2003,43,66,785,11.9,7,18.3,WR,Central Michigan
4851,Steve Messam,785,2000,2003,43,66,785,11.9,7,18.3,WR,Central Michigan
4852,Cedric Peterson,784,2016,2019,43,53,784,14.8,6,18.2,WR,Arizona
4853,Jim Swanson,784,1988,1990,27,66,784,11.9,3,29,TE,Ohio
4854,Joel German,784,2011,2014,32,61,784,12.9,4,24.5,WR,Western Kentucky
4855,Mark Swetz,784,1997,1999,29,59,784,13.3,1,27,TE,Central Michigan
4856,Scooter Spruiell,784,1977,1978,21,45,784,17.4,4,37.3,WR,Louisiana Tech
4857,Travis Shelton,784,2004,2008,36,64,784,12.3,4,21.8,WR,Temple
4858,Darrell Strong,783,2004,2007,45,64,783,12.2,7,17.4,TE,Pitt
4859,Franco Smith,783,1994,1997,41,59,783,13.3,2,19.1,WR,Louisiana
4860,Justin Olack,783,2011,2014,44,56,783,14,7,17.8,WR,Toledo
4861,Marlyn Johnson,783,2019,2024,41,69,783,11.3,5,19.1,WR,"Buffalo,Florida Atlantic"
4862,Reggie Hinton,783,1978,1981,44,57,783,13.7,6,17.8,WR,Western Michigan
4863,Ryan Nunez,783,1996,1999,34,76,783,10.3,3,23,WR,"Colorado,Texas"
4864,Brandon Whitaker,782,2003,2007,40,120,782,6.5,4,19.6,RB,Baylor
4865,Danny Haley,782,1967,1968,19,63,782,12.4,2,41.2,WR,Southern Mississippi
4866,Darrell Jones,782,1998,2001,39,62,782,12.6,8,20.1,WR,Texas Tech
4867,Don Huggins,782,1968,1970,31,55,782,14.2,4,25.2,RB,Baylor
4868,Jack Ettinger,782,1971,1973,33,53,782,14.8,3,23.7,WR,Arkansas
4869,Jayson Boyd,782,2004,2005,18,54,782,14.5,5,43.4,WR,UTEP
4870,John Bell,782,1994,1995,22,68,782,11.5,2,35.5,WR,Louisville
4871,Jordan Duncan,782,2016,2019,42,62,782,12.6,8,18.6,WR,California
4872,Rob Majoy,782,1995,1998,40,75,782,10.4,3,19.6,WR,Illinois
4873,Scott Holman,782,1984,1985,22,48,782,16.3,4,35.5,WR,Oregon
4874,Terence Jeffers,782,2006,2007,25,61,782,12.8,7,31.3,WR,Connecticut
4875,Terrell Jackson,782,2007,2011,41,84,782,9.3,3,19.1,WR,Buffalo
4876,Tim Crawford,782,1963,1965,30,50,782,15.6,7,26.1,WR,Furman
4877,Andrew Erickson,781,2020,2023,40,63,781,12.4,4,19.5,WR,New Mexico
4878,Boris Pendergrass,781,1981,1984,43,53,781,14.7,2,18.2,WR,Rutgers
4879,Jonas Crafts,781,2001,2004,34,72,781,10.8,3,23,TE,UTEP
4880,Josh Williams,781,2003,2006,39,49,781,15.9,6,20,WR,Miami (OH)
4881,Sean Shaw Jr.,781,2019,2023,55,73,781,10.7,9,14.2,WR,"Iowa State,Texas State"
4882,Tommy Collins,781,2000,2002,30,67,781,11.7,10,26,TE,Connecticut
4883,Alcy Jackson,780,1973,1976,44,49,780,15.9,3,17.7,WR,Baylor
4884,Brandon Payne,780,1999,2002,39,87,780,9,3,20,RB,Akron
4885,Chad Hall,780,2005,2007,36,77,780,10.1,3,21.7,WR,Air Force
4886,Deandre Gilbert,780,2000,2003,39,55,780,14.2,9,20,WR,Fresno State
4887,Don Dreher,780,1981,1983,29,41,780,19,10,26.9,WR,Wichita State
4888,Jordan Jones,780,2017,2021,39,55,780,14.2,5,20,WR,"Arkansas,Cincinnati"
4889,Landon Wolf,780,2017,2020,50,82,780,9.5,3,15.6,WR,Oklahoma State
4890,Steven Rosi,780,1992,1995,41,69,780,11.3,9,19,TE,Toledo
4891,Clarence Seay,779,1985,1989,43,48,779,16.2,4,18.1,WR,UTEP
4892,Dean DiMidio,779,1982,1985,36,43,779,18.1,4,21.6,TE,Penn State
4893,Gregg Kellett,779,1998,2001,47,61,779,12.8,3,16.6,TE,Marshall
4894,Jacobbi Williams,779,1993,1994,22,46,779,16.9,4,35.4,WR,San Jose State
4895,J.C. Dawkins,779,1992,1994,32,62,779,12.6,7,24.3,WR,Wisconsin
4896,Jim Wood,779,1956,1958,30,45,779,17.3,4,26,WR,Oklahoma State
4897,John Samuel Shenker,779,2018,2022,61,68,779,11.5,3,12.8,TE,Auburn
4898,Kendrick Roberts,779,2012,2015,45,56,779,13.9,3,17.3,WR,Western Michigan
4899,Kevin Parks,779,2011,2014,48,103,779,7.6,4,16.2,RB,Virginia
4900,Shane Hooks,779,2018,2023,35,44,779,17.7,8,22.3,,"Auburn,Ohio"
4901,Xavier Lane,779,2017,2020,34,69,779,11.3,1,22.9,WR,Western Kentucky
4902,Bruce Smith,778,1962,1964,30,57,778,13.6,4,25.9,WR,BYU
4903,Corey McCoy,778,1997,1998,24,63,778,12.3,6,32.4,WR,Colorado State
4904,Jason Barnes,778,2007,2011,51,64,778,12.2,2,15.3,WR,South Carolina
4905,Kevin Burgess,778,1985,1986,23,55,778,14.1,3,33.8,RB,New Mexico
4906,Ladarius Brown,778,2012,2013,23,63,778,12.3,7,33.8,WR,Texas Christian
4907,Larry Zelina,778,1968,1970,24,43,778,18.1,2,32.4,WR,Ohio State
4908,Lewis Garrison,778,1991,1994,36,63,778,12.3,3,21.6,WR,Minnesota
4909,Mark Miller,778,1973,1974,22,55,778,14.1,6,35.4,WR,Missouri
4910,Randy Grant,778,1983,1984,22,50,778,15.6,8,35.4,WR,Illinois
4911,Willis Wright,778,2010,2012,29,37,778,21,6,26.8,WR,Florida International
4912,Andrew Mott,777,1983,1986,44,45,777,17.3,2,17.7,WR,Southern Mississippi
4913,Bob Krystyniak,777,1976,1978,27,45,777,17.3,4,28.8,WR,Yale
4914,Diondre Overton,777,2016,2019,51,52,777,14.9,7,15.2,WR,Clemson
4915,George Holani,777,2019,2023,48,88,777,8.8,8,16.2,RB,Boise State
4916,Isaac Zico,777,2017,2018,24,52,777,14.9,7,32.4,WR,Purdue
4917,Kerry Hood,777,1995,1999,43,60,777,13,9,18.1,WR,South Carolina
4918,Markell Pack,777,2014,2017,44,63,777,12.3,4,17.7,WR,Ole Miss
4919,Mike Hopkins,777,1973,1974,23,61,777,12.7,6,33.8,WR,San Jose State
4920,Roger Murphy,777,1966,1966,10,51,777,15.2,4,77.7,WR,Northwestern
4921,Bob Donohue,776,1962,1964,27,60,776,12.9,4,28.7,WR,Columbia
4922,Derrick Engel,776,2012,2013,22,43,776,18,6,35.3,WR,Minnesota
4923,Jim Colclough,776,1956,1958,28,37,776,21,9,27.7,RB,Boston College
4924,John Yarbrough,776,1973,1975,34,56,776,13.9,6,22.8,WR,Tennessee
4925,Josh Fleeks,776,2018,2023,56,77,776,10.1,3,13.9,WR,"Baylor,Nebraska"
4926,Mark Sheridan,776,1971,1973,21,48,776,16.2,6,37,TE,Holy Cross
4927,Mike Saunders,776,1988,1991,44,73,776,10.6,7,17.6,RB,Iowa
4928,Reggie Taylor,776,1983,1986,44,105,776,7.4,2,17.6,RB,Cincinnati
4929,Rick Wilkes,776,1969,1970,21,54,776,14.4,4,37,WR,UCLA
4930,Rontavious Groves,776,2017,2022,52,74,776,10.5,3,14.9,WR,"North Carolina,Texas State"
4931,Troy Dickey,776,1992,1993,21,55,776,14.1,7,37,WR,Arizona
4932,Braeden West,775,2015,2018,48,85,775,9.1,1,16.1,RB,SMU
4933,Bruce Abraham,775,1975,1977,33,54,775,14.4,3,23.5,TE,Cal State Fullerton
4934,Cooper Helfet,775,2010,2011,23,77,775,10.1,6,33.7,TE,Duke
4935,Geordon Porter,775,2018,2023,42,58,775,13.4,4,18.5,WR,"Arizona State,Connecticut,New Mexico"
4936,Jamie Holder,775,1983,1985,33,66,775,11.7,5,23.5,WR,Ole Miss
4937,Joe Jon Finley,775,2004,2007,51,62,775,12.5,10,15.2,TE,Oklahoma
4938,Joey Little,775,1983,1984,23,55,775,14.1,5,33.7,TE,Fresno State
4939,John Harvey,775,1985,1988,44,99,775,7.8,9,17.6,RB,UTEP
4940,Marcus Leak,775,2011,2014,27,55,775,14.1,6,28.7,WR,Maryland
4941,Mitch Burroughs,775,2009,2012,42,78,775,9.9,2,18.5,WR,Boise State
4942,Anthony Miller,774,2008,2011,47,64,774,12.1,5,16.5,TE,California
4943,Cedric Hill,774,2005,2008,51,60,774,12.9,4,15.2,TE,South Florida
4944,Chico Cleveland,774,2001,2005,44,63,774,12.3,7,17.6,TE,UAB
4945,Chris Brasfield,774,1994,1995,20,52,774,14.9,6,38.7,WR,Texas Christian
4946,I'Tavius Mathers,774,2012,2016,50,84,774,9.2,3,15.5,RB,"Middle Tennessee State,Ole Miss"
4947,Jaden Bray,774,2021,2024,28,50,774,15.5,4,27.6,WR,"Oklahoma State,West Virginia"
4948,Spencer Jackson,774,1980,1982,31,67,774,11.6,6,25,WR,Florida
4949,Deandre Reaves,773,2012,2015,51,64,773,12.1,4,15.2,WR,Marshall
4950,Gerald Harris,773,1989,1990,22,54,773,14.3,4,35.1,WR,Ohio
4951,Justin Rankin,773,2016,2018,34,84,773,9.2,4,22.7,RB,Kent State
4952,Maika Mataele,773,2012,2014,37,67,773,11.5,4,20.9,WR,Nevada-Las Vegas
4953,Mike Senters,773,1991,1994,42,58,773,13.3,4,18.4,WR,Northwestern
4954,Octavis Long,773,1995,1997,33,45,773,17.2,7,23.4,WR,Michigan State
4955,Terry Moreland,773,1969,1970,21,72,773,10.7,2,36.8,WR,Idaho
4956,Tre' Parmalee,773,2012,2015,34,61,773,12.7,3,22.7,WR,Kansas
4957,Anthony Torres,772,2018,2024,50,53,772,14.6,7,15.4,TE,"Toledo,Western Michigan"
4958,Bryan Thomas,772,1980,1982,33,88,772,8.8,1,23.4,RB,Pitt
4959,Charlie Weaver,772,1961,1963,30,61,772,12.7,7,25.7,RB,William & Mary
4960,Howard Morrow,772,2005,2009,44,66,772,11.7,4,17.5,WR,Texas A&M
4961,Kim Locklin,772,1981,1984,40,82,772,9.4,5,19.3,RB,New Mexico State
4962,Lavern Bass,772,1991,1992,22,43,772,18,5,35.1,WR,Akron
4963,Mark Hill,772,1986,1989,46,65,772,11.9,4,16.8,WR,Cal State Fullerton
4964,Marvin Foster,772,1970,1972,33,43,772,18,6,23.4,WR,Kansas
4965,Maurice Alexander,772,2016,2019,40,65,772,11.9,6,19.3,WR,Florida International
4966,Paris Gaines,772,1998,2001,47,82,772,9.4,7,16.4,RB,Fresno State
4967,Warren Wand,772,2015,2018,49,85,772,9.1,5,15.8,RB,Arkansas State
4968,Ammon Barker,771,2014,2017,48,64,771,12,2,16.1,WR,Hawaii
4969,Bob Carney,771,1970,1972,32,61,771,12.6,5,24.1,WR,Rutgers
4970,David Hannah,771,1997,2000,27,59,771,13.1,3,28.6,WR,Central Michigan
4971,David Miles,771,1985,1987,37,48,771,16.1,8,20.8,WR,BYU
4972,Dwight Gates,771,1972,1973,22,43,771,17.9,8,35,WR,Appalachian State
4973,Edesel Garrison,771,1971,1972,22,37,771,20.8,6,35,WR,USC
4974,Herman Harrison,771,1960,1963,39,52,771,14.8,8,19.8,WR,Arizona State
4975,Allen Morgan,770,1972,1974,33,56,770,13.8,3,23.3,TE,Virginia Military Institute
4976,Allen Stark,770,1999,2001,27,50,770,15.4,7,28.5,WR,Louisiana Tech
4977,Carl Williams,770,1982,1984,33,44,770,17.5,6,23.3,WR,Louisville
4978,Elgin Hicks,770,2001,2003,27,53,770,14.5,7,28.5,WR,South Florida
4979,Hayden Pittman,770,2017,2021,63,79,770,9.7,6,12.2,TE,UAB
4980,Jim Kavanagh,770,1966,1967,20,44,770,17.5,4,38.5,WR,Boston College
4981,Mike Pinkard,770,1999,2002,43,44,770,17.5,6,17.9,DL,Arizona State
4982,Tommy Marvin,770,1962,1964,30,60,770,12.8,5,25.7,WR,Virginia Tech
4983,Anthony Dean,769,1991,1994,40,58,769,13.3,2,19.2,WR,Iowa
4984,Chris Coyle,769,2010,2012,38,63,769,12.2,5,20.2,TE,Arizona State
4985,Cole Harrity,769,2020,2023,37,84,769,9.2,5,20.8,WR,"Buffalo,New Mexico State"
4986,John Olson,769,1965,1967,27,63,769,12.2,5,28.5,WR,Brown
4987,Johnny Ford,769,2018,2022,41,64,769,12,7,18.8,RB,"Florida Atlantic,South Florida"
4988,Matt Furstenberg,769,2009,2012,48,60,769,12.8,5,16,TE,Maryland
4989,Pat Hodgson,769,1963,1965,30,54,769,14.2,5,25.6,TE,Georgia
4990,Rick Sayers,769,1971,1972,21,55,769,14,3,36.6,WR,Purdue
4991,Scott Whitehouse,769,1984,1988,40,83,769,9.3,3,19.2,RB,Colorado State
4992,Charles Watkins,768,1975,1977,27,48,768,16,5,28.4,WR,Brown
4993,Raymond Roberts,768,1990,1993,44,63,768,12.2,6,17.5,TE,Northern Illinois
4994,Todd Powers,768,1985,1988,44,86,768,8.9,1,17.5,RB,California
4995,Tony Curtis,768,1983,1985,32,58,768,13.2,1,24,WR,New Mexico State
4996,Alex Holmes,767,2000,2004,48,80,767,9.6,4,16,TE,USC
4997,Bobby Garner,767,1999,2002,36,58,767,13.2,5,21.3,TE,Southern Mississippi
4998,Doug Hale,767,1966,1968,30,59,767,13,2,25.6,WR,Colgate
4999,Farrell Funston,767,1956,1957,20,42,767,18.3,7,38.4,WR,Pacific
5000,Kenneth Buckley,767,2004,2008,39,67,767,11.4,5,19.7,WR,New Mexico State
