,,,,,,Receiving,,,,,,
2450,D.J. Reid,1204,1992,1993,22,83,1204,14.5,13,54.7,WR,Central Michigan
2451,Jim Tyson,1204,1968,1970,31,80,1204,15.1,9,38.8,TE,Florida State
2452,Jimmie Hunt,1204,2011,2014,47,74,1204,16.3,12,25.6,WR,Missouri
2453,Kenny Robinson,1204,1977,1980,44,71,1204,17,6,27.4,WR,Louisville
2454,Talon Shumway,1204,2016,2019,43,93,1204,12.9,7,28,WR,BYU
2455,Van Chew,1204,2008,2011,47,88,1204,13.7,9,25.6,WR,Syracuse
2456,Demetrius Fields,1203,2009,2012,52,114,1203,10.6,7,23.1,WR,Northwestern
2457,Elijah King,1203,2016,2017,23,80,1203,15,5,52.3,WR,Texas State
2458,Mal Lawyer,1203,1996,1999,43,93,1203,12.9,9,28,WR,Clemson
2459,Victor Simmons,1203,1979,1981,33,80,1203,15,5,36.5,WR,Oregon State
2460,Glenn Bishop,1202,1989,1991,35,72,1202,16.7,7,34.3,WR,UTEP
2461,Jack Emmer,1202,1964,1966,27,77,1202,15.6,5,44.5,WR,Rutgers
2462,Paul Sorce,1202,1983,1986,44,101,1202,11.9,2,27.3,WR,Western Michigan
2463,Ben Utecht,1201,2000,2003,43,82,1201,14.6,15,27.9,TE,Minnesota
2464,Chris Wright,1201,2007,2009,37,94,1201,12.8,5,32.5,WR,Bowling Green
2465,Justin Holmes,1201,2015,2018,45,100,1201,12,5,26.7,WR,San Jose State
2466,Quartney Davis,1201,2017,2019,32,99,1201,12.1,11,37.5,,Texas A&M
2467,Josh Stewart,1200,2016,2017,24,75,1200,16,8,50,WR,UTSA
2468,Melvin Anderson,1200,1983,1986,44,70,1200,17.1,7,27.3,WR,Minnesota
2469,Paul Dombrowski,1200,2002,2005,45,108,1200,11.1,6,26.7,WR,New Mexico State
2470,Chris Jones,1199,1993,1995,32,62,1199,19.3,5,37.5,WR,Mississippi State
2471,Craig McEwen,1199,1985,1986,23,111,1199,10.8,9,52.1,TE,Utah
2472,Demir Boldin,1199,2005,2008,35,107,1199,11.2,3,34.3,WR,Wake Forest
2473,Kenneth Whitehead,1199,1983,1986,36,60,1199,20,4,33.3,WR,New Mexico
2474,Louis Thomas,1199,1967,1968,21,74,1199,16.2,8,57.1,WR,Utah
2475,Ron Woods,1199,1981,1984,42,92,1199,13,7,28.5,WR,Pacific
2476,Steve Hoog,1199,1975,1978,44,71,1199,16.9,7,27.3,WR,Air Force
2477,D.J. Matthews,1198,2017,2022,49,120,1198,10,7,24.4,WR,"Florida State,Indiana"
2478,Gabriel Johnson,1198,1984,1987,35,83,1198,14.4,4,34.2,WR,Texas
2479,Antoine Harden,1197,2001,2002,22,68,1197,17.6,9,54.4,WR,Memphis
2480,Brette Simmons,1197,1974,1978,55,82,1197,14.6,9,21.8,TE,Furman
2481,Deondre Farrier,1197,2016,2019,39,97,1197,12.3,6,30.7,WR,East Carolina
2482,Jonathan Krause,1197,2010,2013,49,98,1197,12.2,3,24.4,WR,Vanderbilt
2483,Marty Scott,1197,1982,1985,44,99,1197,12.1,3,27.2,TE,Purdue
2484,Steve Barrios,1197,1969,1971,28,60,1197,20,8,42.8,WR,Tulane
2485,Terrence McCrae,1197,2007,2010,49,85,1197,14.1,19,24.4,WR,Ohio
2486,T.J. Simmons,1197,2016,2020,42,86,1197,13.9,9,28.5,WR,"Alabama,West Virginia"
2487,Aaron Mundy,1196,1990,1993,40,85,1196,14.1,8,29.9,TE,Virginia
2488,Brandon Myles,1196,2004,2006,35,76,1196,15.7,13,34.2,WR,West Virginia
2489,Elijah Marshall,1196,1974,1977,44,65,1196,18.4,5,27.2,WR,North Carolina State
2490,Jason Collins-Baker,1196,1997,2000,43,107,1196,11.2,6,27.8,WR,Cincinnati
2491,Ken Hughes,1196,1983,1984,20,73,1196,16.4,4,59.8,WR,Kent State
2492,Neal Johnson,1196,2019,2023,59,101,1196,11.8,11,20.3,TE,Louisiana
2493,Greg Mathews,1195,2006,2009,48,110,1195,10.9,6,24.9,WR,Michigan
2494,Joe Nobles,1195,1980,1984,44,67,1195,17.8,4,27.2,WR,Hawaii
2495,Sam Dickerson,1195,1968,1970,31,60,1195,19.9,12,38.5,WR,USC
2496,Trey Knox,1195,2019,2023,55,118,1195,10.1,11,21.7,WR,"Arkansas,South Carolina"
2497,Dean Richards,1194,1975,1978,43,77,1194,15.5,4,27.8,WR,Maryland
2498,Bob Neary,1193,1966,1968,30,83,1193,14.4,8,39.8,WR,Holy Cross
2499,Corey Parham,1193,1989,1992,36,100,1193,11.9,3,33.1,WR,Louisiana Tech
2500,Ja'Corey Brooks,1193,2021,2024,40,74,1193,16.1,12,29.8,WR,"Alabama,Louisville"
2501,Oscar Patrick,1193,1967,1969,24,78,1193,15.3,9,49.7,WR,West Virginia
2502,Tim Dameron,1193,1970,1972,32,58,1193,20.6,11,37.3,WR,East Carolina
2503,Travis Hunter,1193,2023,2024,13,94,1193,12.7,10,91.8,CB,Colorado
2504,Willie Clark,1193,2008,2011,51,85,1193,14,12,23.4,WR,Northern Illinois
2505,Darrell Blackman,1192,2004,2007,45,92,1192,13,4,26.5,RB,North Carolina State
2506,George Pearce,1192,1963,1965,30,86,1192,13.9,10,39.7,WR,William & Mary
2507,Isaiah Esdale,1192,2018,2022,42,98,1192,12.2,4,28.4,WR,"Rice,West Virginia"
2508,Lawrence Bady,1192,2003,2004,24,59,1192,20.2,5,49.7,WR,Boise State
2509,Perez Ashford,1192,2009,2012,48,110,1192,10.8,4,24.8,WR,Northern Illinois
2510,Shannon Woods,1192,2005,2008,47,154,1192,7.7,7,25.4,RB,Texas Tech
2511,Toa Taua,1192,2018,2022,59,163,1192,7.3,4,20.2,RB,Nevada
2512,Derrick Bush,1191,2002,2005,44,105,1191,11.3,9,27.1,WR,Kent State
2513,Hal Arnason,1191,1968,1970,30,72,1191,16.5,6,39.7,WR,Arizona
2514,Jayden Higgins,1191,2023,2024,16,70,1191,17,9,74.4,WR,Iowa State
2515,Josh Pederson,1191,2017,2020,44,99,1191,12,11,27.1,TE,Louisiana-Monroe
2516,Phillip Henry,1191,2005,2007,36,89,1191,13.4,3,33.1,WR,East Carolina
2517,Trent Cowan,1191,2013,2016,37,98,1191,12.2,10,32.2,TE,Idaho
2518,Harold Fannin Jr.,1190,2022,2024,26,88,1190,13.5,9,45.8,TE,Bowling Green
2519,K.J. Maye,1190,2012,2015,52,107,1190,11.1,6,22.9,WR,Minnesota
2520,Bobby Blackmon,1189,1990,1991,22,71,1189,16.7,9,54,WR,San Jose State
2521,Derrick Fenner,1189,2002,2005,37,82,1189,14.5,7,32.1,WR,Maryland
2522,Jared Jones,1189,2001,2004,46,102,1189,11.7,5,25.8,WR,Syracuse
2523,Kris Hutson,1189,2020,2024,43,96,1189,12.4,3,27.7,WR,"Oregon,Washington State"
2524,Preston Parker,1189,2006,2008,33,104,1189,11.4,5,36,WR,Florida State
2525,Travis Van Leeuwen,1189,2010,2013,49,95,1189,12.5,6,24.3,WR,Utah State
2526,Dick Ashley,1188,1965,1968,30,83,1188,14.3,13,39.6,WR,Buffalo
2527,Jimmy Jordan,1188,1966,1968,30,85,1188,14,8,39.6,RB,Furman
2528,Kim Thompson,1188,2004,2007,36,80,1188,14.9,5,33,WR,Northwestern
2529,Malcolm Williams,1188,2008,2010,39,80,1188,14.9,7,30.5,WR,Texas
2530,Mark Geisler,1188,1976,1979,44,105,1188,11.3,6,27,TE,Ohio
2531,Michael Jones,1188,1981,1984,44,83,1188,14.3,11,27,WR,Wisconsin
2532,Scott McGowan,1188,1989,1992,44,69,1188,17.2,3,27,WR,Indiana
2533,Emmanuel Spann,1187,2004,2008,48,104,1187,11.4,6,24.7,WR,Marshall
2534,Frank Easterly,1187,1966,1968,30,92,1187,12.9,10,39.6,WR,Virginia Military Institute
2535,Jaz Reynolds,1187,2009,2013,27,68,1187,17.5,6,44,WR,Oklahoma
2536,Jim Schoepfer,1187,1974,1978,55,74,1187,16,10,21.6,TE,Chattanooga
2537,Malik Rutherford,1187,2021,2024,33,103,1187,11.5,6,36,WR,Georgia Tech
2538,Preston Brown,1187,2005,2006,22,91,1187,13,8,54,WR,Tulane
2539,Stefan Cobbs,1187,2019,2023,43,93,1187,12.8,9,27.6,WR,Boise State
2540,Todd Lee,1187,2008,2011,48,97,1187,12.2,7,24.7,WR,New Mexico State
2541,Tony Gonzalez,1187,2003,2006,39,89,1187,13.3,12,30.4,WR,Boston College
2542,Arthur Marshall,1186,1988,1991,33,67,1186,17.7,4,35.9,WR,Georgia
2543,Christian Trahan,1186,2018,2022,56,105,1186,11.3,9,21.2,TE,Houston
2544,Darren Woods Jr.,1186,2015,2019,40,88,1186,13.5,9,29.7,WR,Nevada-Las Vegas
2545,Eli Stove,1186,2016,2020,52,136,1186,8.7,6,22.8,WR,Auburn
2546,Jaron Brown,1186,2009,2012,48,87,1186,13.6,8,24.7,WR,Clemson
2547,Jerry Harris,1186,1983,1986,44,72,1186,16.5,7,27,WR,Memphis
2548,Todd Jenkins,1186,1980,1983,37,76,1186,15.6,6,32.1,WR,Northwestern
2549,Tony Gabriel,1186,1968,1970,30,86,1186,13.8,11,39.5,WR,Syracuse
2550,Jordan Kerley,1185,2019,2023,41,73,1185,16.2,12,28.9,WR,"Arizona State,SMU"
2551,Nate Curry,1185,2000,2004,45,92,1185,12.9,8,26.3,WR,Georgia Tech
2552,Zane Fakes,1185,2009,2013,52,130,1185,9.1,9,22.8,TE,Ball State
2553,Dalevon Campbell,1184,2019,2024,51,77,1184,15.4,3,23.2,WR,"Illinois,Nevada,South Carolina"
2554,D.J. Banks,1184,2009,2013,47,123,1184,9.6,5,25.2,WR,"Louisiana Tech,Tulane"
2555,Howard Taylor,1184,1967,1968,20,89,1184,13.3,8,59.2,WR,New Mexico State
2556,Tony Knox,1184,1995,1996,22,114,1184,10.4,9,53.8,WR,Western Michigan
2557,Andre Baccellia,1183,2016,2019,48,107,1183,11.1,5,24.6,WR,Washington
2558,James Thompson,1183,1972,1974,33,105,1183,11.3,7,35.8,WR,Memphis
2559,Ken Henry,1183,1985,1987,34,65,1183,18.2,8,34.8,WR,USC
2560,Pofele Ashlock,1183,2023,2024,17,115,1183,10.3,12,69.6,WR,Hawaii
2561,Ron Fair,1183,1987,1989,21,71,1183,16.7,6,56.3,WR,Arizona State
2562,Brandon Arconado,1182,2017,2019,28,82,1182,14.4,8,42.2,WR,Washington State
2563,Mike Lee,1181,1992,1993,22,106,1181,11.1,8,53.7,WR,Utah State
2564,Chris Smith,1180,2009,2012,48,109,1180,10.8,5,24.6,WR,Mississippi State
2565,Reggie Robinson,1180,1998,2002,43,84,1180,14,6,27.4,WR,LSU
2566,Alan Cross,1179,1989,1992,42,92,1179,12.8,8,28.1,TE,Iowa
2567,Bob Kench,1179,1987,1991,32,93,1179,12.7,3,36.8,WR,Central Michigan
2568,Isaiah Bond,1178,2022,2024,31,80,1178,14.7,8,38,WR,"Alabama,Texas"
2569,Paul Jones,1178,1981,1984,44,85,1178,13.9,9,26.8,RB,Utah State
2570,Tim Brewster,1178,1982,1983,22,105,1178,11.2,2,53.5,TE,Illinois
2571,Albert Wilson,1177,2013,2013,12,71,1177,16.6,8,98.1,WR,Georgia State
2572,David Martin-Robinson,1177,2018,2023,47,94,1177,12.5,6,25,TE,Temple
2573,Zach Wright,1177,2014,2016,35,101,1177,11.7,9,33.6,WR,Rice
2574,Damon Dixon,1176,1992,1994,33,102,1176,11.5,5,35.6,WR,Navy
2575,Geoff DeLapp,1176,1969,1971,32,100,1176,11.8,3,36.8,WR,California
2576,Geraud Sanders,1176,2017,2019,35,53,1176,22.2,10,33.6,WR,Air Force
2577,Paul Smith,1176,1986,1989,42,55,1176,21.4,11,28,WR,Houston
2578,Traeshon Holden,1176,2020,2024,47,93,1176,12.6,15,25,WR,"Alabama,Oregon"
2579,Travis Reynolds,1176,2010,2013,41,88,1176,13.4,5,28.7,WR,Utah State
2580,A.J. Bennett,1175,2003,2005,34,110,1175,10.7,6,34.6,WR,Eastern Michigan
2581,Bill Rikard,1175,1964,1966,28,89,1175,13.2,4,42,WR,Davidson
2582,Robert Hubble,1175,1978,1981,44,98,1175,12,8,26.7,TE,Rice
2583,Fred Lee,1174,2010,2013,41,103,1174,11.4,8,28.6,WR,Buffalo
2584,John Cooper,1174,1997,2000,46,89,1174,13.2,8,25.5,WR,Marshall
2585,Karl Schwelm,1174,1968,1970,31,73,1174,16.1,5,37.9,RB,Navy
2586,Ryan Mathews,1174,1991,1994,42,76,1174,15.4,5,28,WR,Texas A&M
2587,Willie Alderson,1174,1997,2000,43,114,1174,10.3,7,27.3,RB,Idaho
2588,Damien Dorsey,1173,2000,2002,29,79,1173,14.8,8,40.4,WR,Louisville
2589,Morris Anderson,1173,1995,1998,40,83,1173,14.1,9,29.3,WR,Baylor
2590,Phil Roach,1173,1980,1983,44,78,1173,15,8,26.7,WR,Vanderbilt
2591,Rich Horner,1173,1977,1979,27,64,1173,18.3,9,43.4,WR,Harvard
2592,Sean Williams,1173,1989,1992,46,91,1173,12.9,4,25.5,WR,Utah
2593,Steve Young,1173,1974,1977,44,108,1173,10.9,6,26.7,TE,Wake Forest
2594,Fred Fernandes,1172,1979,1983,44,77,1172,15.2,12,26.6,WR,Utah State
2595,Giles Jackson,1172,2019,2024,54,101,1172,11.6,4,21.7,WR,"Michigan,Washington"
2596,Paul Turner,1171,2014,2015,23,87,1171,13.5,7,50.9,WR,Louisiana Tech
2597,Ta-if Kumasi,1171,1995,1997,32,83,1171,14.1,5,36.6,WR,Eastern Michigan
2598,Darnell Smith,1170,2012,2013,23,98,1170,11.9,6,50.9,WR,North Texas
2599,CJ Lewis,1169,2017,2022,51,81,1169,14.4,8,22.9,,"Boston College,Bowling Green"
2600,Jonathan Pittman,1169,1999,2000,23,67,1169,17.4,9,50.8,WR,BYU
