,,,,,,,,,,,Receiving,,,,,,
2036,Aaron Jones,646,GNB,5,182,2017,UTEP,2013,2016,35,71,646,9.1,7,18.5,RB,UTEP
2037,Bill Cronin,646,RAI,15,115,1965,Boston College,1963,1964,18,35,646,18.5,2,35.9,WR,Boston College
2038,Kent Lawrence,646,PHI,9,211,1969,Georgia,1966,1968,30,47,646,13.7,3,21.5,RB,Georgia
2039,Roland Moss,646,CLT,7,181,1969,Toledo,1966,1968,30,56,646,11.5,4,21.5,RB,Toledo
2040,Jay Tant,645,CRD,5,164,2000,Northwestern,1996,1999,44,59,645,10.9,2,14.7,TE,Northwestern
2041,J.K. Dobbins,645,RAV,2,55,2020,Ohio State,2017,2019,42,71,645,9.1,5,15.4,RB,Ohio State
2042,Knowshon Moreno,645,DEN,1,12,2009,Georgia,2007,2008,26,53,645,12.2,2,24.8,RB,Georgia
2043,Leeland McElroy,645,CRD,2,32,1996,Texas A&M,1993,1995,32,53,645,12.2,7,20.2,RB,Texas A&M
2044,Mondriel Fulcher,645,RAI,7,227,2000,Miami (FL),1996,1999,43,46,645,14,4,15,TE,Miami (FL)
2045,Terry Jackson,645,SFO,5,157,1999,Florida,1995,1998,36,59,645,10.9,4,17.9,RB,Florida
2046,Joel Parker,644,NOR,5,113,1974,Florida,1971,1973,33,43,644,15,5,19.5,WR,Florida
2047,Keith Kinderman,644,SDG,3,18,1963,Florida State,1959,1962,58,54,644,11.9,4,11.1,RB,"Florida State,Iowa"
2048,Ron Jessie,644,DAL,8,206,1971,Kansas,1969,1970,21,33,644,19.5,3,30.7,RB,Kansas
2049,Skip Hicks,644,WAS,3,69,1998,UCLA,1993,1997,55,43,644,15,6,11.7,RB,UCLA
2050,Gene Foster,642,SDG,10,78,1965,Arizona State,1962,1964,58,26,642,24.7,4,11.1,RB,Arizona State
2051,Joseph Addai,641,CLT,1,30,2006,LSU,2001,2005,51,66,641,9.7,6,12.6,RB,LSU
2052,Ken Moore,639,MIN,5,138,1977,Northern Illinois,1974,1976,33,41,639,15.6,4,19.4,TE,Northern Illinois
2053,Marion Barber,639,NYJ,2,30,1981,Minnesota,1977,1980,44,59,639,10.8,2,14.5,RB,Minnesota
2054,Howard Griffith,637,CLT,9,236,1991,Illinois,1987,1990,44,90,637,7.1,2,14.5,RB,Illinois
2055,Joe Scarpati,637,NWE,13,100,1964,North Carolina State,1961,1963,30,56,637,11.4,6,21.2,RB,North Carolina State
2056,Kahale Warring,637,HTX,3,86,2019,San Diego State,2016,2018,29,51,637,12.5,8,22,TE,San Diego State
2057,Luke Schoonmaker,637,DAL,2,58,2023,Michigan,2018,2022,44,54,637,11.8,7,14.5,,Michigan
2058,Tony Jeffery,637,CRD,2,38,1988,Texas Christian,1984,1987,40,51,637,12.5,3,15.9,RB,Texas Christian
2059,George Fleming,636,RAI,2,13,1961,Washington,1958,1960,60,48,636,13.3,8,10.6,RB,Washington
2060,Eugene Goodlow,635,NOR,3,66,1982,Kansas State,1978,1979,22,27,635,23.5,5,28.9,WR,Kansas State
2061,Dedrick Epps,634,SDG,7,235,2010,Miami (FL),2007,2009,34,49,634,12.9,6,18.6,TE,Miami (FL)
2062,John Gilmore,634,NOR,6,196,2002,Penn State,1998,2001,34,58,634,10.9,3,18.6,TE,Penn State
2063,Dick Witcher,633,SFO,8,119,1966,UCLA,1964,1965,20,31,633,20.4,8,31.7,WR,UCLA
2064,Luke Musgrave,633,GNB,2,42,2023,Oregon State,2019,2022,34,47,633,13.5,2,18.6,TE,Oregon State
2065,Al Gursky,632,NWE,27,214,1962,Penn State,1960,1962,58,56,632,11.3,12,10.9,RB,Penn State
2066,Drew Carter,632,CAR,5,163,2004,Ohio State,2000,2003,31,41,632,15.4,1,20.4,WR,Ohio State
2067,Sheldon Jackson,632,BUF,7,230,1999,Nebraska,1995,1998,39,40,632,15.8,10,16.2,TE,Nebraska
2068,Andre Brown,631,NYG,4,129,2009,North Carolina State,2005,2008,44,70,631,9,2,14.3,RB,North Carolina State
2069,Kylin Hill,631,GNB,7,256,2021,Mississippi State,2017,2020,40,67,631,9.4,6,15.8,RB,Mississippi State
2070,Pat Kelly,631,DEN,7,174,1988,Syracuse,1986,1987,22,44,631,14.3,4,28.7,TE,Syracuse
2071,Ron Fellows,630,DAL,7,173,1981,Missouri,1979,1980,22,37,630,17,4,28.6,WR,Missouri
2072,Craig Heyward,629,NOR,1,24,1988,Pitt,1984,1987,33,60,629,10.5,2,19.1,RB,Pitt
2073,Foster Moreau,629,RAI,4,137,2019,LSU,2015,2018,49,52,629,12.1,6,12.8,TE,LSU
2074,John Spilis,629,GNB,3,64,1969,Northern Illinois,1968,1968,10,46,629,13.7,10,62.9,WR,Northern Illinois
2075,Michael Robinson,629,SFO,4,100,2006,Penn State,2002,2005,45,52,629,12.1,3,14,QB,Penn State
2076,Adoree Jackson,628,OTI,1,18,2017,USC,2014,2016,40,39,628,16.1,6,15.7,CB,USC
2077,Boyd Dowler,628,GNB,3,25,1959,Colorado,1956,1958,30,41,628,15.3,6,20.9,QB,Colorado
2078,Ira Matthews,628,RAI,6,142,1979,Wisconsin,1975,1978,44,49,628,12.8,3,14.3,WR,Wisconsin
2079,Mike Mularkey,628,SFO,9,229,1983,Florida,1980,1982,29,55,628,11.4,3,21.7,TE,Florida
2080,Tommy Brooker,628,KAN,17,131,1962,Alabama,1959,1961,60,44,628,14.3,4,10.5,WR,Alabama
2081,Tre' McKitty,628,SDG,3,97,2021,Georgia,2017,2020,42,56,628,11.2,3,15,TE,"Florida State,Georgia"
2082,Jim Riggs,627,CIN,4,103,1987,Clemson,1983,1986,42,47,627,13.3,1,14.9,TE,Clemson
2083,Billy Griggs,625,NYJ,8,203,1984,Virginia,1981,1983,30,52,625,12,6,20.8,TE,Virginia
2084,Eno Benjamin,625,CRD,7,222,2020,Arizona State,2017,2019,35,82,625,7.6,4,17.9,RB,Arizona State
2085,Jim McFarland,625,CRD,7,164,1970,Nebraska,1968,1969,20,53,625,11.8,4,31.3,TE,Nebraska
2086,Devontae Booker,624,DEN,4,136,2016,Utah,2014,2015,23,80,624,7.8,2,27.1,RB,Utah
2087,Mark Walton,624,CIN,4,112,2018,Miami (FL),2015,2017,31,56,624,11.1,2,20.1,RB,Miami (FL)
2088,Sam Horner,624,DEN,,,1960,Virginia Military Institute,1956,1959,80,42,624,14.9,6,7.8,RB,Virginia Military Institute
2089,June Henley,622,KAN,5,163,1997,Kansas,1993,1996,42,61,622,10.2,1,14.8,RB,Kansas
2090,Cedric Benson,621,CHI,1,4,2005,Texas,2001,2004,49,69,621,9,3,12.7,RB,Texas
2091,Ray Rowe,621,WAS,6,168,1992,San Diego State,1989,1991,35,50,621,12.4,2,17.7,TE,San Diego State
2092,Sony Michel,621,NWE,1,31,2018,Georgia,2014,2017,47,64,621,9.7,6,13.2,RB,Georgia
2093,Terrell Davis,621,DEN,6,196,1995,Georgia,1991,1994,37,50,621,12.4,5,16.8,RB,"Georgia,Long Beach State"
2094,Doug Chapman,619,MIN,3,88,2000,Marshall,1997,1999,34,62,619,10,4,18.2,RB,Marshall
2095,Robert Holcombe,619,RAM,2,37,1998,Illinois,1994,1997,42,72,619,8.6,3,14.7,RB,Illinois
2096,Wendell Smallwood,618,PHI,5,153,2016,West Virginia,2013,2015,38,68,618,9.1,0,16.3,RB,West Virginia
2097,Bob Scarpitto,616,SDG,9,71,1961,Notre Dame,1958,1960,30,29,616,21.2,5,20.5,RB,Notre Dame
2098,Deuce McAllister,616,NOR,1,23,2001,Ole Miss,1997,2000,43,63,616,9.8,2,14.3,RB,Ole Miss
2099,Jimmy Saxton,616,KAN,10,75,1962,Texas,1959,1961,60,32,616,19.3,2,10.3,QB,Texas
2100,Jeremy Ruckert,615,NYJ,3,101,2022,Ohio State,2018,2021,44,54,615,11.4,12,14,TE,Ohio State
2101,Todd Gurley,615,RAM,1,10,2015,Georgia,2012,2014,30,65,615,9.5,6,20.5,RB,Georgia
2102,Carwell Gardner,614,BUF,2,42,1990,Louisville,1986,1989,22,46,614,13.3,5,27.9,DL,"Kentucky,Louisville"
2103,D.J. Dozier,613,MIN,1,14,1987,Penn State,1983,1986,45,66,613,9.3,4,13.6,RB,Penn State
2104,Don Hasselbeck,612,NWE,2,52,1977,Colorado,1973,1976,44,50,612,12.2,3,13.9,TE,Colorado
2105,Jed Weaver,612,PHI,7,208,1999,Oregon,1996,1998,33,39,612,15.7,5,18.5,TE,Oregon
2106,Nate Byham,612,SFO,6,182,2010,Pitt,2006,2009,47,47,612,13,3,13,TE,Pitt
2107,Donald Lee,611,MIA,5,156,2003,Mississippi State,1999,2002,44,61,611,10,3,13.9,TE,Mississippi State
2108,Mark Green,611,CHI,5,130,1989,Notre Dame,1985,1988,43,61,611,10,0,14.2,WR,Notre Dame
2109,Tom Franckhauser,611,RAM,3,33,1959,Purdue,1956,1958,27,30,611,20.4,4,22.6,WR,Purdue
2110,AJ Barner,610,SEA,4,121,2024,Michigan,2020,2023,45,64,610,9.5,5,13.6,TE,"Indiana,Michigan"
2111,Dave Robinson,610,SDG,3,17,1963,Penn State,1960,1962,58,46,610,13.3,0,10.5,WR,Penn State
2112,Kelvin Hayden,610,CLT,2,60,2005,Illinois,2003,2004,21,54,610,11.3,3,29,WR,Illinois
2113,Paul Green,610,DEN,8,208,1989,USC,1984,1988,55,54,610,11.3,1,11.1,P,USC
2114,Ricky Watters,610,SFO,2,45,1991,Notre Dame,1987,1990,45,41,610,14.9,2,13.6,RB,Notre Dame
2115,William Howard,610,TAM,5,113,1988,Tennessee,1984,1987,45,70,610,8.7,1,13.6,RB,Tennessee
2116,Darren Sproles,609,SDG,4,130,2005,Kansas State,2001,2004,45,66,609,9.2,2,13.5,RB,Kansas State
2117,George Adams,609,NYG,1,19,1985,Kentucky,1981,1984,39,79,609,7.7,2,15.6,RB,Kentucky
2118,Kevin Payne,607,CHI,5,167,2007,Louisiana-Monroe,2003,2006,43,54,607,11.2,4,14.1,RB,Louisiana-Monroe
2119,Larry Smith,607,RAM,1,8,1969,Florida,1966,1968,28,50,607,12.1,5,21.7,RB,Florida
2120,Rachaad White,607,TAM,3,91,2022,Arizona State,2020,2021,15,51,607,11.9,2,40.5,RB,Arizona State
2121,Ray Williams,607,DET,12,307,1980,Washington State,1976,1979,44,40,607,15.2,2,13.8,RB,Washington State
2122,Sammy Morris,607,BUF,5,156,2000,Texas Tech,1996,1999,20,36,607,16.9,2,30.4,RB,Texas Tech
2123,Dawson Knox,605,BUF,3,96,2019,Ole Miss,2016,2018,27,39,605,15.5,0,22.4,TE,Ole Miss
2124,Jordan Kent,605,SEA,6,210,2007,Oregon,2005,2006,21,47,605,12.9,5,28.8,WR,Oregon
2125,Eric Kattus,604,CIN,4,91,1986,Michigan,1982,1985,44,42,604,14.4,10,13.7,TE,Michigan
2126,Jonathan Hayes,602,KAN,2,41,1985,Iowa,1982,1984,34,50,602,12,5,17.7,LB,Iowa
2127,Tiki Barber,602,NYG,2,36,1997,Virginia,1993,1996,41,64,602,9.4,2,14.7,RB,Virginia
2128,Will Shipley,602,PHI,4,127,2024,Clemson,2021,2023,36,85,602,7.1,2,16.7,RB,Clemson
2129,Aaron Brown,600,KAN,1,6,1966,Minnesota,1964,1965,19,51,600,11.8,3,31.6,WR,Minnesota
2130,Billy Brooks,600,CIN,1,11,1976,Oklahoma,1973,1975,33,24,600,25,6,18.2,WR,Oklahoma
2131,Bobby Howard,600,PHI,12,325,1986,Indiana,1982,1985,44,84,600,7.1,1,13.6,RB,Indiana
2132,Clark Hoss,600,NWE,7,165,1972,Oregon State,1969,1971,32,46,600,13,4,18.8,TE,Oregon State
2133,Kevin Faulk,600,NWE,2,46,1999,LSU,1995,1998,41,53,600,11.3,4,14.6,RB,LSU
2134,Marshawn Lynch,600,BUF,1,12,2007,California,2004,2006,35,68,600,8.8,6,17.1,RB,California
2135,Chris Luzar,598,JAX,4,118,2002,Virginia,1998,2001,43,53,598,11.3,0,13.9,TE,Virginia
2136,Derrick Gaffney,598,NYJ,8,197,1978,Florida,1976,1977,22,30,598,19.9,2,27.2,WR,Florida
2137,Harry Jones,598,PHI,1,19,1967,Arkansas,1965,1966,20,29,598,20.6,5,29.9,RB,Arkansas
2138,Marc Edwards,598,SFO,2,55,1997,Notre Dame,1993,1996,41,46,598,13,5,14.6,RB,Notre Dame
2139,Montee Ball,598,DEN,2,58,2013,Wisconsin,2009,2012,49,59,598,10.1,6,12.2,RB,Wisconsin
2140,Elijah Mitchell,597,SFO,6,194,2021,Louisiana,2017,2020,43,49,597,12.2,5,13.9,RB,Louisiana
2141,Hoby Brenner,597,NOR,3,71,1981,USC,1978,1980,34,48,597,12.4,2,17.6,TE,USC
2142,Rickey Isom,597,MIA,12,329,1986,North Carolina State,1982,1985,39,70,597,8.5,4,15.3,RB,North Carolina State
2143,Robert Weathers,597,NWE,2,40,1982,Arizona State,1978,1981,43,62,597,9.6,4,13.9,RB,Arizona State
2144,Ron Copeland,597,CHI,7,169,1969,UCLA,1967,1968,20,28,597,21.3,4,29.9,WR,UCLA
2145,Clyde Edwards-Helaire,595,KAN,1,32,2020,LSU,2017,2019,41,69,595,8.6,1,14.5,RB,LSU
2146,Edgerrin James,595,CLT,1,4,1999,Miami (FL),1996,1998,27,42,595,14.2,3,22,RB,Miami (FL)
2147,Keith Henderson,595,SFO,3,84,1989,Georgia,1985,1988,31,44,595,13.5,3,19.2,RB,Georgia
2148,Terry Samuels,594,CRD,6,172,1994,Kentucky,1990,1993,43,83,594,7.2,5,13.8,RB,Kentucky
2149,James Jones,593,DET,1,13,1983,Florida,1979,1982,43,68,593,8.7,5,13.8,RB,Florida
2150,Alexander Horvath,592,SDG,7,260,2022,Purdue,2018,2021,38,68,592,8.7,1,15.6,RB,Purdue
2151,Willie Taylor,592,TAM,9,223,1978,Pitt,1975,1977,33,30,592,19.7,8,17.9,WR,Pitt
2152,Don Webb,591,NWE,24,187,1961,Iowa State,1958,1960,30,41,591,14.4,4,19.7,RB,Iowa State
2153,Kenjon Barner,591,CAR,6,182,2013,Oregon,2009,2012,49,54,591,10.9,7,12.1,RB,Oregon
2154,Marc Logan,591,CIN,5,130,1987,Kentucky,1983,1986,39,63,591,9.4,4,15.2,RB,Kentucky
2155,Michael Wiley,590,DAL,5,144,2000,Ohio State,1996,1999,44,51,590,11.6,5,13.4,RB,Ohio State
2156,Hal Wantland,589,WAS,16,235,1966,Tennessee,1963,1965,30,42,589,14,5,19.6,QB,Tennessee
2157,Zach Charbonnet,589,SEA,2,52,2023,UCLA,2019,2022,40,75,589,7.9,0,14.7,RB,"Michigan,UCLA"
2158,Garrett Wolfe,588,CHI,3,93,2007,Northern Illinois,2004,2006,33,58,588,10.1,5,17.8,RB,Northern Illinois
2159,Russ Francis,588,NWE,1,16,1975,Oregon,1972,1973,22,39,588,15.1,4,26.7,TE,Oregon
2160,Bob Trumpy,587,CIN,12,301,1968,Utah,1964,1966,19,37,587,15.9,4,30.9,WR,"Illinois,Utah"
2161,Errol Linden,586,OTI,29,232,1961,Houston,1958,1960,58,50,586,11.7,2,10.1,WR,Houston
2162,LaMichael James,586,SFO,2,61,2012,Oregon,2009,2011,37,51,586,11.5,4,15.8,RB,Oregon
2163,Mickey Zofko,586,DET,9,229,1971,Auburn,1968,1970,30,48,586,12.2,5,19.5,RB,Auburn
2164,Todd Harrison,586,CHI,5,134,1992,North Carolina State,1988,1991,43,49,586,12,2,13.6,TE,North Carolina State
2165,Isaiah Spiller,585,SDG,4,123,2022,Texas A&M,2019,2021,35,74,585,7.9,1,16.7,RB,Texas A&M
2166,John Tracey,585,RAM,4,44,1959,Texas A&M,1956,1958,30,47,585,12.4,4,19.5,WR,Texas A&M
2167,Mike James,585,TAM,6,189,2013,Miami (FL),2009,2012,50,67,585,8.7,5,11.7,RB,Miami (FL)
2168,Nick Vannett,585,SEA,3,94,2016,Ohio State,2012,2015,44,55,585,10.6,6,13.3,TE,Ohio State
2169,Pete Chryplewicz,585,DET,5,135,1997,Notre Dame,1992,1996,55,48,585,12.2,5,10.6,TE,Notre Dame
2170,Aaron Pierce,584,NYG,3,69,1992,Washington,1988,1991,44,47,584,12.4,5,13.3,TE,Washington
2171,Mike Banks,584,CRD,7,223,2002,Iowa State,1999,2001,26,59,584,9.9,0,22.5,TE,Iowa State
2172,Ode Burrell,584,OTI,4,30,1964,Mississippi State,1962,1963,38,70,584,8.3,6,15.4,RB,Mississippi State
2173,David Montgomery,582,CHI,3,73,2019,Iowa State,2016,2018,37,71,582,8.2,0,15.7,RB,Iowa State
2174,Floyd Little,582,DEN,1,6,1967,Syracuse,1964,1966,30,50,582,11.6,4,19.4,RB,Syracuse
2175,Justice Cunningham,581,CLT,7,254,2013,South Carolina,2009,2012,53,50,581,11.6,1,11,TE,South Carolina
2176,Kolby Smith,581,KAN,5,148,2007,Louisville,2003,2006,46,56,581,10.4,2,12.6,RB,Louisville
2177,Cedric James,580,MIN,4,131,2001,Texas Christian,1997,2000,42,40,580,14.5,4,13.8,WR,Texas Christian
2178,Fred Coleman,580,BUF,5,142,1976,Louisiana-Monroe,1975,1975,11,43,580,13.5,0,52.7,TE,Louisiana-Monroe
2179,Freddie Jones,580,SDG,2,45,1997,North Carolina,1993,1996,45,61,580,9.5,6,12.9,TE,North Carolina
2180,Roy Hall,580,CLT,5,169,2007,Ohio State,2003,2006,45,52,580,11.2,3,12.9,WR,Ohio State
2181,Sean Brewer,580,CIN,3,66,2001,San Jose State,1998,2000,31,56,580,10.4,5,18.7,TE,San Jose State
2182,Evan Spencer,579,WAS,6,187,2015,Ohio State,2011,2014,46,52,579,11.1,7,12.6,WR,Ohio State
2183,Greg Hawthorne,579,PIT,1,28,1979,Baylor,1975,1978,44,45,579,12.9,1,13.2,RB,Baylor
2184,John Bates,579,WAS,4,124,2021,Boise State,2017,2020,46,47,579,12.3,2,12.6,TE,Boise State
2185,Jerry Bell,578,TAM,3,74,1982,Arizona State,1979,1981,30,39,578,14.8,3,19.3,TE,Arizona State
2186,Johnny Brewer,578,RAI,,,1960,Ole Miss,1957,1960,60,38,578,15.2,10,9.6,WR,Ole Miss
2187,Tony Gaiter,578,NWE,6,192,1997,Miami (FL),1994,1996,26,32,578,18.1,7,22.2,RB,Miami (FL)
2188,Tony Lomack,578,RAM,9,245,1990,Florida,1986,1989,37,38,578,15.2,2,15.6,RB,Florida
2189,Chris Gamble,577,CAR,1,28,2004,Ohio State,2001,2003,38,38,577,15.2,0,15.2,WR,Ohio State
2190,Ed Beverly,577,SFO,5,122,1973,Arizona State,1970,1972,32,40,577,14.4,5,18,WR,Arizona State
2191,John Allred,577,CHI,2,38,1997,USC,1993,1996,46,53,577,10.9,3,12.5,TE,USC
2192,Mike Barber,577,OTI,2,48,1976,Louisiana Tech,1975,1975,10,25,577,23.1,6,57.7,TE,Louisiana Tech
2193,Lew Nichols,575,GNB,7,235,2023,Central Michigan,2019,2022,32,71,575,8.1,3,18,RB,Central Michigan
2194,Edwin Watson,574,GNB,7,218,1998,Purdue,1994,1997,44,58,574,9.9,2,13,RB,Purdue
2195,Johnny Thomas,574,RAM,7,240,1995,Arizona State,1993,1993,9,34,574,16.9,3,63.8,WR,Arizona State
2196,Siran Stacy,574,PHI,2,48,1992,Alabama,1989,1991,23,52,574,11,1,25,RB,Alabama
2197,Billy Gambrell,573,NWE,12,92,1963,South Carolina,1960,1962,30,56,573,10.2,1,19.1,RB,South Carolina
2198,Jon Staggers,573,PIT,5,105,1970,Missouri,1967,1969,30,39,573,14.7,4,19.1,RB,Missouri
2199,Troy Niklas,573,CRD,2,52,2014,Notre Dame,2011,2013,38,37,573,15.5,6,15.1,LB,Notre Dame
2200,Lawrence Vickers,572,CLE,6,180,2006,Colorado,2002,2005,48,70,572,8.2,3,11.9,RB,Colorado
