,,,,,,Receiving,,,,,,
3329,Brycen Tremayne,1017,2019,2022,35,74,1017,13.7,11,29.1,WR,Stanford
3330,Mark Cromer,1017,1979,1982,44,66,1017,15.4,5,23.1,WR,Oklahoma State
3331,Micah Zuhl,1017,1998,2001,44,67,1017,15.2,8,23.1,WR,Western Michigan
3332,Billy Ervin,1016,1979,1983,41,66,1016,15.4,6,24.8,RB,Long Beach State
3333,Chico McClatcher,1016,2015,2019,47,71,1016,14.3,7,21.6,WR,Washington
3334,Cole Hikutini,1016,2015,2016,24,69,1016,14.7,11,42.3,TE,Louisville
3335,Henry Johnson,1016,1980,1982,30,60,1016,16.9,4,33.9,WR,Virginia
3336,Jerome Weatherspoon,1016,1981,1983,33,61,1016,16.7,5,30.8,WR,Arizona State
3337,Travis Garvin,1016,1999,2003,33,60,1016,16.9,4,30.8,WR,"Missouri,West Virginia"
3338,C.J. Conrad,1015,2015,2018,49,80,1015,12.7,12,20.7,TE,Kentucky
3339,Clinton Lynch,1015,2015,2018,48,37,1015,27.4,11,21.1,RB,Georgia Tech
3340,Dan Prager,1015,1972,1975,45,71,1015,14.3,12,22.6,TE,San Jose State
3341,Fred Whittingham,1015,1984,1989,48,97,1015,10.5,5,21.1,RB,BYU
3342,Kris Thornton,1015,2022,2022,11,59,1015,17.2,7,92.3,WR,James Madison
3343,Tyjon Lindsey,1015,2017,2022,55,90,1015,11.3,9,18.5,WR,"Nebraska,Oregon State"
3344,George Jones,1014,1984,1987,33,63,1014,16.1,3,30.7,RB,Northwestern
3345,Ira Williams,1014,1998,2001,39,87,1014,11.7,5,26,WR,Wake Forest
3346,Kenneth Johnson,1014,2000,2003,44,85,1014,11.9,1,23,WR,Southern Mississippi
3347,Michael Williams,1014,1996,1999,41,89,1014,11.4,6,24.7,WR,Arkansas
3348,Pig Howard,1014,2013,2015,26,99,1014,10.2,4,39,WR,Tennessee
3349,Ryan Lankford,1014,2010,2013,42,70,1014,14.5,7,24.1,WR,Illinois
3350,Tiaquelin Mims,1014,2022,2024,25,80,1014,12.7,5,40.6,WR,Southern Mississippi
3351,Bruce Puhr,1013,1973,1974,22,59,1013,17.2,3,46,WR,Southern Illinois
3352,Derek Wright,1013,2019,2021,29,66,1013,15.3,13,34.9,WR,Utah State
3353,DeWayne Jett,1013,1976,1979,43,62,1013,16.3,13,23.6,WR,Hawaii
3354,Jeff Exum,1013,1990,1991,21,62,1013,16.3,9,48.2,WR,Long Beach State
3355,Jim Poole,1013,1969,1971,31,94,1013,10.8,3,32.7,TE,Ole Miss
3356,Leonard Thomas,1013,1988,1989,22,72,1013,14.1,7,46,WR,Akron
3357,Marcus Washington,1013,2019,2023,48,64,1013,15.8,4,21.1,WR,"Nebraska,Texas"
3358,Rodney Mills,1013,2012,2015,34,68,1013,14.9,8,29.8,WR,Massachusetts
3359,Dave Williams,1012,1983,1984,23,43,1012,23.5,9,44,WR,Fresno State
3360,Greg Hooks,1012,1992,1993,21,80,1012,12.7,6,48.2,WR,Utah
3361,Hansford Johnson,1012,1999,2001,32,97,1012,10.4,6,31.6,WR,Middle Tennessee State
3362,Kelvontay Dixon,1012,2020,2024,43,65,1012,15.6,8,23.5,WR,"SMU,Texas"
3363,Norm Andersen,1012,1973,1975,33,58,1012,17.4,6,30.7,WR,UCLA
3364,Reese Wiggins,1012,2011,2013,33,80,1012,12.7,8,30.7,WR,East Carolina
3365,Rodney Achter,1012,1979,1982,44,45,1012,22.5,5,23,RB,Toledo
3366,Ron Teat,1012,1996,1999,42,72,1012,14.1,8,24.1,TE,Arkansas State
3367,Terrance Davis-Bryant,1012,1999,2002,44,94,1012,10.8,2,23,WR,Oklahoma State
3368,Bobby Taylor,1011,1979,1980,23,62,1011,16.3,5,44,WR,San Diego State
3369,Floyd Smith,1011,2001,2004,39,95,1011,10.6,5,25.9,WR,Louisiana-Monroe
3370,Hansel Wilson,1011,2012,2015,41,79,1011,12.8,8,24.7,WR,San Jose State
3371,Pharaoh Brown,1011,2012,2016,37,70,1011,14.4,13,27.3,TE,Oregon
3372,Steve Joecken,1011,1975,1977,33,66,1011,15.3,7,30.6,WR,Miami (OH)
3373,Anthony Mix,1010,2002,2005,49,76,1010,13.3,7,20.6,TE,Auburn
3374,Cole Herdman,1010,2015,2018,48,91,1010,11.1,8,21,TE,Purdue
3375,Craig Ostrander,1010,1987,1988,21,50,1010,20.2,2,48.1,WR,Eastern Michigan
3376,Desmond Williams,1010,1997,2000,44,82,1010,12.3,6,23,WR,Louisiana
3377,Erick Franklin,1010,2001,2004,46,73,1010,13.8,7,22,WR,Louisiana Tech
3378,Tony Graham,1010,1979,1982,33,62,1010,16.3,6,30.6,WR,Utah
3379,Jeff Liggon,1009,1993,1996,45,87,1009,11.6,3,22.4,WR,Tulane
3380,Kevin Walker,1009,1995,1997,23,54,1009,18.7,6,43.9,WR,Temple
3381,Maurice Harris,1009,2012,2015,38,81,1009,12.5,10,26.6,WR,California
3382,Russell Carter,1009,1981,1984,36,63,1009,16,4,28,WR,Temple
3383,Ted Gilmore,1009,1988,1989,21,70,1009,14.4,5,48,WR,Wyoming
3384,Deonte Welch,1008,2011,2014,44,80,1008,12.6,1,22.9,WR,South Florida
3385,Donnie Holt,1008,1974,1976,31,71,1008,14.2,6,32.5,WR,Appalachian State
3386,Marco Johnson,1008,1983,1987,58,80,1008,12.6,2,17.4,WR,Hawaii
3387,Steven Harris,1008,2000,2004,37,64,1008,15.8,5,27.2,WR,Arkansas
3388,Tim Day,1008,2002,2005,49,86,1008,11.7,13,20.6,TE,Oregon
3389,Don Vesling,1007,1984,1986,33,54,1007,18.6,5,30.5,K,Eastern Michigan
3390,Dont'e Thornton,1007,2021,2024,38,46,1007,21.9,7,26.5,WR,"Oregon,Tennessee"
3391,Jalen Greene,1007,2015,2018,50,70,1007,14.4,6,20.1,QB,"USC,Utah State"
3392,Antoine Burns,1006,2000,2002,27,75,1006,13.4,7,37.3,WR,Minnesota
3393,Brett Carolan,1006,1990,1993,44,85,1006,11.8,3,22.9,TE,Washington State
3394,Jesse Mathers,1006,1973,1975,33,73,1006,13.8,3,30.5,WR,Vanderbilt
3395,Terry Love,1006,2004,2007,45,76,1006,13.2,4,22.4,WR,Michigan State
3396,Brock Smith,1005,1986,1987,22,59,1005,17,6,45.7,WR,Fresno State
3397,Deion Burks,1005,2021,2024,34,89,1005,11.3,10,29.6,WR,"Oklahoma,Purdue"
3398,Fred Jones,1005,1988,1991,44,63,1005,16,5,22.8,WR,Louisville
3399,Jake Briningstool,1005,2021,2024,38,90,1005,11.2,12,26.4,TE,Clemson
3400,Ray Ray Bivines,1005,2001,2003,32,80,1005,12.6,6,31.4,WR,Mississippi State
