,,,,,,Receiving,,,,,,
3461,Lonnie Allgood,991,1973,1975,33,52,991,19.1,3,30,WR,Syracuse
3462,Rick Chase,991,1984,1986,33,82,991,12.1,2,30,WR,Washington State
3463,Vinny Perretta,991,2005,2008,43,74,991,13.4,4,23,WR,Boise State
3464,Blake Denison,990,1990,1993,44,67,990,14.8,4,22.5,WR,Arkansas State
3465,Bobby Ratliff,990,2011,2013,33,85,990,11.6,3,30,WR,Washington State
3466,Isaiah Graham,990,2016,2021,51,69,990,14.3,9,19.4,,"Louisiana Tech,Texas Christian"
3467,JJ Di Luigi,990,2008,2011,50,96,990,10.3,5,19.8,RB,BYU
3468,Myron Mitchell,990,2019,2020,23,63,990,15.7,7,43,WR,UAB
3469,Deval Glover,989,1986,1988,33,62,989,16,6,30,WR,Syracuse
3470,Jon Filloon,989,1988,1991,36,71,989,13.9,3,27.5,WR,Iowa
3471,Eddie Daugherty,988,2015,2019,47,81,988,12.2,4,21,WR,Eastern Michigan
3472,Roger Jordan,988,2000,2003,39,91,988,10.9,0,25.3,WR,Northwestern
3473,Tony Nicholson,988,2016,2019,39,101,988,9.8,6,25.3,WR,"Baylor,New Mexico State"
3474,Antonio Williams,987,2022,2024,22,90,987,11,9,44.9,WR,Clemson
3475,Elbert Turner,987,1988,1991,33,68,987,14.5,9,29.9,WR,Illinois
3476,Mike Redding,987,1979,1981,33,80,987,12.3,5,29.9,WR,Holy Cross
3477,Tyson Devree,987,2003,2007,46,96,987,10.3,15,21.5,TE,"Colorado,Western Michigan"
3478,Chris Pantale,986,2009,2012,46,98,986,10.1,7,21.4,TE,Boston College
3479,Jamar Newsome,986,2008,2010,36,65,986,15.2,7,27.4,WR,UCF
3480,Jason Cooper,986,1984,1987,40,87,986,11.3,5,24.7,TE,Duke
3481,Andrew Clarke,985,2001,2003,36,80,985,12.3,18,27.4,TE,Toledo
3482,Chuck Anderson,985,1965,1966,20,72,985,13.7,3,49.3,TE,UTEP
3483,Darryl Jones,985,2018,2022,55,79,985,12.5,5,17.9,WR,"Maryland,North Carolina State"
3484,Dondre Daley,985,2013,2016,40,82,985,12,6,24.6,WR,Iowa State
3485,Duane Owens,985,1981,1984,44,96,985,10.3,8,22.4,RB,Wake Forest
3486,Eugene Riley,985,1986,1989,44,92,985,10.7,3,22.4,TE,Ball State
3487,Glen Hirschfeld,985,1983,1985,33,79,985,12.5,3,29.8,TE,Miami (OH)
3488,Javon McKinley,985,2016,2020,31,53,985,18.6,7,31.8,,Notre Dame
3489,Jim Snow,985,1972,1975,44,57,985,17.3,4,22.4,WR,Dayton
3490,Mario Fannin,985,2007,2010,51,97,985,10.2,9,19.3,RB,Auburn
3491,Marken Michel,985,2012,2015,27,89,985,11.1,5,36.5,WR,Massachusetts
3492,Boo Bendinger,984,1996,1999,41,73,984,13.5,9,24,WR,Utah
3493,Rocky Turner,984,1971,1971,11,58,984,17,5,89.5,WR,Chattanooga
3494,Trey Stross,984,2006,2009,45,73,984,13.5,7,21.9,WR,Iowa
3495,Kendrick Jones,983,2002,2005,40,69,983,14.2,6,24.6,WR,Illinois
3496,Rahsetnu Jenkins,983,1993,1996,37,75,983,13.1,2,26.6,WR,Missouri
3497,Scott Lunde,983,2000,2003,41,73,983,13.5,4,24,WR,Washington State
3498,Ty Buxton,983,1997,2000,42,79,983,12.4,6,23.4,WR,Miami (OH)
3499,Tyrell Shavers,983,2018,2022,58,66,983,14.9,6,16.9,WR,"Alabama,Mississippi State,San Diego State"
3500,David Blakes,982,1990,1991,22,62,982,15.8,7,44.6,WR,San Jose State
3501,Edgar Poe,982,2013,2016,35,43,982,22.8,11,28.1,WR,Army
3502,Hartwell Menefee,982,1961,1965,30,67,982,14.7,7,32.7,WR,New Mexico State
3503,Jim Dearth,982,1967,1969,30,69,982,14.2,4,32.7,TE,Duke
3504,Steve Marcantonio,982,1972,1974,33,61,982,16.1,2,29.8,WR,Miami (FL)
3505,Alonzo Moore,981,2013,2016,37,60,981,16.4,8,26.5,WR,Nebraska
3506,Brent Roberts,981,1964,1966,20,64,981,15.3,12,49.1,TE,Tulsa
3507,C.J. Fayton,981,2002,2005,49,74,981,13.3,7,20,WR,Tennessee
3508,Craig Chambers,981,2004,2005,16,50,981,19.6,8,61.3,WR,Washington
3509,Jhun Cook,981,2002,2005,35,71,981,13.8,3,28,WR,UAB
3510,Jim Joiner,981,1977,1980,44,66,981,14.9,5,22.3,WR,Miami (FL)
3511,Jim Turner,981,1994,1997,45,50,981,19.6,6,21.8,KR,Syracuse
3512,Ray Peterson,981,1992,1995,46,81,981,12.1,3,21.3,WR,San Diego State
3513,Ross Apo,981,2011,2014,42,80,981,12.3,13,23.4,WR,BYU
3514,Trey Cleveland,981,2019,2023,51,68,981,14.4,5,19.2,WR,"North Texas,Texas Tech"
3515,Collin Franklin,980,2008,2010,37,87,980,11.3,5,26.5,TE,Iowa State
3516,Jay Young,980,1997,1998,22,68,980,14.4,5,44.5,WR,North Texas
3517,Marcel Reece,980,2006,2007,24,48,980,20.4,9,40.8,WR,Washington
3518,Justin McCullum,979,2003,2005,30,69,979,14.2,6,32.6,WR,Stanford
3519,Kobe Smith,979,2018,2021,38,83,979,11.8,6,25.8,WR,San Diego State
3520,Saeed Blacknall,979,2014,2017,46,50,979,19.6,7,21.3,WR,Penn State
3521,Chuck Driesbach,978,1972,1974,33,73,978,13.4,5,29.6,WR,Villanova
3522,Jamar Hunt,978,2005,2008,47,91,978,10.7,7,20.8,TE,UTEP
3523,Jared Sparks,978,2017,2021,43,89,978,11,2,22.7,WR,"Louisiana-Monroe,Purdue"
3524,Jason McGill,978,1990,1992,32,51,978,19.2,9,30.6,WR,Georgia Tech
3525,Michael Dean,978,1996,1999,36,75,978,13,4,27.2,WR,Illinois
3526,Mike Murphy,978,1973,1974,22,62,978,15.8,3,44.5,WR,Drake
3527,Tray Session,978,2008,2011,42,71,978,13.8,6,23.3,WR,Nevada
3528,Al Fenstemacher,977,1968,1970,29,71,977,13.8,5,33.7,WR,Rutgers
3529,Cameron Smith,977,2013,2017,34,69,977,14.2,7,28.7,WR,"Arizona State,Notre Dame"
3530,Greg Oliver,977,1991,1992,23,72,977,13.6,3,42.5,WR,New Mexico
3531,Jimmie Woody,977,1990,1992,33,77,977,12.7,4,29.6,WR,Kent State
3532,Wilson Thomas,977,2000,2002,34,68,977,14.4,6,28.7,WR,Nebraska
3533,Andre Williams,976,2017,2021,38,70,976,13.9,7,25.7,WR,Akron
3534,Braden Lenzy,976,2019,2022,42,74,976,13.2,9,23.2,WR,Notre Dame
3535,Graham Zug,976,2007,2010,41,75,976,13,10,23.8,WR,Penn State
3536,Jalin Marshall,976,2014,2015,27,74,976,13.2,11,36.1,WR,Ohio State
3537,Jamaul Montgomery,976,2000,2003,40,81,976,12,7,24.4,WR,Iowa State
3538,Johdrick Morris,976,2007,2010,44,73,976,13.4,6,22.2,WR,Southern Mississippi
3539,John Thomas,976,1986,1988,33,61,976,16,5,29.6,WR,Georgia
3540,Marcus Battle,976,2002,2004,30,60,976,16.3,3,32.5,RB,Rice
3541,Marcus Williams,976,1976,1978,34,53,976,18.4,6,28.7,WR,Cal State Fullerton
3542,Michael Washington,976,2005,2008,39,81,976,12,7,25,WR,Hawaii
3543,Najee Lovett,976,2012,2013,24,85,976,11.5,7,40.7,WR,Idaho
3544,Ross Pilkington,976,2002,2004,37,63,976,15.5,4,26.4,WR,Nebraska
3545,Trey Burton,976,2010,2013,50,107,976,9.1,4,19.5,QB,Florida
3546,Austin Allen,975,2018,2021,43,65,975,15,3,22.7,TE,Nebraska
3547,Brian Waters,975,1995,1998,44,86,975,11.3,9,22.2,TE,North Texas
3548,Chaz Rodriguez,975,2007,2009,37,84,975,11.6,5,26.4,WR,Houston
3549,David Doyle,975,1994,1996,23,59,975,16.5,6,42.4,WR,San Jose State
3550,Erwin Wilburn,975,1991,1994,44,68,975,14.3,3,22.2,WR,SMU
3551,Ian Hamilton,975,2012,2014,32,57,975,17.1,3,30.5,WR,UTEP
3552,Ja'Mel Branch,975,2001,2005,47,81,975,12,5,20.7,DB,North Texas
3553,Joe Manning,975,1999,2002,35,72,975,13.5,5,27.9,WR,New Mexico
3554,Ron Dickerson Jr.,975,1989,1992,44,74,975,13.2,8,22.2,RB,Arkansas
3555,Scott Richards,975,1994,1996,32,94,975,10.4,9,30.5,TE,East Carolina
3556,Shannon Culver,975,1992,1993,21,64,975,15.2,5,46.4,WR,Oklahoma State
3557,Terry Pettis,975,2013,2015,32,53,975,18.4,5,30.5,WR,Middle Tennessee State
3558,Aaron Boone,974,2001,2002,20,59,974,16.5,16,48.7,WR,Kentucky
3559,Bradley Chavez,974,2002,2004,34,51,974,19.1,3,28.6,WR,UAB
3560,Glen Cotton,974,1974,1975,23,53,974,18.4,8,42.3,WR,Fresno State
3561,Jacquez Sloan,974,2017,2019,31,77,974,12.6,3,31.4,WR,Western Kentucky
3562,John Leach,974,1990,1993,42,105,974,9.3,1,23.2,RB,Wake Forest
3563,Paul Bergmann,974,1982,1983,22,75,974,13,4,44.3,TE,UCLA
3564,Riar Geer,974,2006,2009,47,87,974,11.2,11,20.7,TE,Colorado
3565,Roger Ross,974,2000,2001,22,68,974,14.3,6,44.3,WR,Kansas
3566,Ty Jones,974,2017,2022,58,69,974,14.1,7,16.8,,"Fresno State,Washington"
3567,Alvin Lee,973,1986,1989,41,69,973,14.1,4,23.7,RB,LSU
3568,Cameron Echols-Luper,973,2013,2017,46,81,973,12,5,21.2,WR,"Arkansas State,Texas Christian,Western Kentucky"
3569,Donald Bowens,973,2006,2009,34,69,973,14.1,6,28.6,WR,North Carolina State
3570,Eric Knott,973,2002,2004,34,85,973,11.4,11,28.6,TE,Michigan State
3571,Herbert Johnson,973,1983,1986,26,66,973,14.7,7,37.4,WR,Missouri
3572,Jay Kearney,973,1992,1993,22,45,973,21.6,5,44.2,WR,West Virginia
3573,Jeris McIntyre,973,2000,2003,46,69,973,14.1,4,21.2,WR,Auburn
3574,Jerry Knowlton,973,1978,1981,44,60,973,16.2,5,22.1,WR,Memphis
3575,Tom Pritchard,973,1991,1992,22,65,973,15,6,44.2,WR,Navy
3576,Tyler Holden,973,2004,2006,32,82,973,11.9,5,30.4,WR,Wyoming
3577,Chad Upshaw,972,2003,2006,44,94,972,10.3,7,22.1,TE,Buffalo
3578,Christian Blake,972,2014,2017,47,83,972,11.7,6,20.7,WR,Northern Illinois
3579,J.T. Hollins,972,1974,1976,33,63,972,15.4,5,29.5,WR,North Texas
3580,Kedarian Jones,972,2016,2019,48,63,972,15.4,7,20.3,WR,Memphis
3581,Randy Jackson,972,1988,1990,28,46,972,21.1,6,34.7,WR,Rutgers
3582,Richard Peace,972,1993,1996,46,72,972,13.5,6,21.1,WR,Wyoming
3583,Colbie Young,971,2022,2024,25,84,971,11.6,12,38.8,WR,"Georgia,Miami (FL)"
3584,Connor Wedington,971,2017,2020,31,106,971,9.2,1,31.3,RB,Stanford
3585,Frantz Hardy,971,2005,2007,36,54,971,18,7,27,WR,Nebraska
3586,Jackie Brown,971,1970,1972,33,69,971,14.1,2,29.4,WR,South Carolina
3587,John Minardi,971,1999,2001,26,79,971,12.3,6,37.3,WR,Colorado
3588,Jordan Mims,971,2017,2022,59,91,971,10.7,8,16.5,RB,Fresno State
3589,Sam Shields,971,2006,2009,48,75,971,12.9,7,20.2,DB,Miami (FL)
3590,Dan Bungori,970,1971,1973,33,61,970,15.9,10,29.4,WR,Maryland
3591,Jordan Myers,970,2017,2021,50,93,970,10.4,3,19.4,WR,Rice
3592,Darius Outlaw,969,2000,2003,45,87,969,11.1,7,21.5,QB,Missouri
3593,Evan Judge,969,2002,2005,38,72,969,13.5,6,25.5,WR,Colorado
3594,Kevin Jones,969,2005,2008,47,68,969,14.3,3,20.6,WR,Arkansas State
3595,Rodney Stewart,969,2008,2011,43,93,969,10.4,0,22.5,RB,Colorado
3596,Brandon Bennett,968,1991,1994,44,107,968,9,2,22,RB,South Carolina
3597,Melvin Ferdinand,968,1988,1990,32,75,968,12.9,9,30.3,WR,Tulane
3598,Quinton Pedroza,968,2014,2015,18,82,968,11.8,4,53.8,WR,Hawaii
3599,Ramaud Chiaokhiao-Bowman,968,2017,2020,47,82,968,11.8,6,20.6,WR,Northwestern
3600,Walter Hill,968,2003,2006,46,87,968,11.1,4,21,WR,Army
