,,,,,,Receiving,,,,,,
3789,Steve Baker,933,1973,1974,22,19,933,49.1,3,42.4,RB,Wichita State
3790,Tony Smith,933,1982,1984,22,53,933,17.6,11,42.4,WR,San Jose State
3791,Wyatt Houston,933,2013,2016,45,86,933,10.8,9,20.7,TE,Utah State
3792,Ed Beckman,932,1973,1976,44,70,932,13.3,5,21.2,TE,Florida State
3793,George Murray,932,2001,2004,44,87,932,10.7,2,21.2,QB,Cincinnati
3794,Reggie LaFrance,932,1981,1984,46,76,932,12.3,6,20.3,TE,Nevada-Las Vegas
3795,Tim Tolbert,932,2003,2006,34,73,932,12.8,4,27.4,WR,New Mexico State
3796,Jerrian James,931,1998,1998,11,80,931,11.6,5,84.6,WR,Houston
3797,John Lopez,931,1978,1981,44,54,931,17.2,1,21.2,WR,Illinois
3798,J.P. Holtz,931,2012,2015,49,81,931,11.5,11,19,TE,Pitt
3799,Trevon Clark,931,2019,2021,28,58,931,16.1,6,33.3,WR,California
3800,Tyrone Pronty,931,2006,2010,43,94,931,9.9,6,21.7,WR,Bowling Green
