,,,,,,,,,,,Receiving,,,,,,
2619,Brian Hill,403,ATL,5,156,2017,Wyoming,2014,2016,38,41,403,9.8,0,10.6,RB,Wyoming
2620,Frank Summers,402,PIT,5,169,2009,Nevada-Las Vegas,2007,2008,24,36,402,11.2,6,16.8,RB,Nevada-Las Vegas
2621,Anthony Allen,401,RAV,7,225,2011,Georgia Tech,2006,2010,52,33,401,12.2,5,7.7,RB,"Georgia Tech,Louisville"
2622,Dan Gronkowski,401,DET,7,255,2009,Maryland,2005,2008,41,40,401,10,4,9.8,TE,Maryland
2623,Jeff Parks,401,OTI,5,114,1986,Auburn,1982,1985,45,34,401,11.8,2,8.9,TE,Auburn
2624,Marcus Maxwell,401,SFO,7,223,2005,Oregon,2003,2004,18,36,401,11.1,2,22.3,WR,Oregon
2625,Michael Burton,401,DET,5,168,2015,Rutgers,2011,2014,41,47,401,8.5,3,9.8,RB,Rutgers
2626,Timmy Smith,401,WAS,5,117,1987,Texas Tech,1982,1986,55,41,401,9.8,1,7.3,RB,Texas Tech
2627,Tommie Stowers,401,SDG,11,283,1990,Missouri,1986,1989,44,37,401,10.8,0,9.1,RB,Missouri
2628,Kevin Everett,400,BUF,3,86,2005,Miami (FL),2003,2004,24,32,400,12.5,3,16.7,TE,Miami (FL)
2629,Nick Kasa,399,RAI,6,172,2013,Colorado,2009,2012,39,26,399,15.3,3,10.2,DL,Colorado
2630,Willie Roberts,399,OTI,13,318,1972,Houston,1969,1971,32,15,399,26.6,4,12.5,RB,Houston
2631,Cecil Martin,398,PHI,6,172,1999,Wisconsin,1995,1998,45,61,398,6.5,3,8.8,RB,Wisconsin
2632,Jamie Harper,398,OTI,4,130,2011,Clemson,2008,2010,39,50,398,8,3,10.2,RB,Clemson
2633,Darryal Wilson,397,NWE,2,47,1983,Tennessee,1981,1982,22,28,397,14.2,1,18,WR,Tennessee
2634,Devin Singletary,397,BUF,3,74,2019,Florida Atlantic,2016,2018,38,51,397,7.8,1,10.4,RB,Florida Atlantic
2635,Leon Burton,397,SFO,8,87,1958,Arizona State,1956,1958,30,22,397,18,6,13.2,RB,Arizona State
2636,Joe Mickles,396,WAS,12,317,1989,Ole Miss,1984,1988,47,54,396,7.3,2,8.4,RB,Ole Miss
2637,Ron Acks,396,NYJ,16,141,1966,Illinois,1963,1964,36,48,396,8.3,0,11,RB,Illinois
2638,Tommy Tremble,396,CAR,3,83,2021,Notre Dame,2019,2020,25,35,396,11.3,4,15.8,TE,Notre Dame
2639,Toby Gerhart,395,MIN,2,51,2010,Stanford,2006,2009,38,39,395,10.1,0,10.4,RB,Stanford
2640,Deon Anderson,394,DAL,6,195,2007,Connecticut,2002,2006,47,48,394,8.2,3,8.4,LB,Connecticut
2641,Amos Lawrence,393,SDG,4,103,1981,North Carolina,1977,1980,44,35,393,11.2,6,8.9,RB,North Carolina
2642,Domanick Davis,393,HTX,4,101,2003,LSU,1999,2002,47,41,393,9.6,1,8.4,RB,LSU
2643,Rick Walker,393,CIN,4,85,1977,UCLA,1974,1976,33,19,393,20.7,2,11.9,WR,UCLA
2644,Bruce Armstrong,392,NWE,1,23,1987,Louisville,1983,1984,22,33,392,11.9,4,17.8,TE,Louisville
2645,Derrick Walker,392,SDG,6,163,1990,Michigan,1987,1989,33,30,392,13.1,5,11.9,TE,Michigan
2646,Keith Fahnhorst,392,SFO,2,35,1974,Minnesota,1971,1973,33,28,392,14,1,11.9,TE,Minnesota
2647,Art Gob,390,WAS,22,257,1959,Pitt,1957,1958,20,25,390,15.6,4,19.5,WR,Pitt
2648,Jim Swink,390,CHI,2,25,1957,Texas Christian,1956,1956,10,19,390,20.5,2,39,RB,Texas Christian
2649,Tom Woodeshick,390,BUF,4,28,1963,West Virginia,1960,1962,60,16,390,24.4,2,6.5,RB,West Virginia
2650,Howard Stevens,389,NOR,16,392,1973,Louisville,1971,1972,20,51,389,7.6,4,19.5,RB,Louisville
2651,Norm Granger,389,DAL,5,137,1984,Iowa,1980,1983,44,43,389,9,2,8.8,RB,Iowa
2652,Otis Armstrong,389,DEN,1,9,1973,Purdue,1970,1972,31,36,389,10.8,5,12.5,RB,Purdue
2653,Marshall Starks,388,CRD,8,106,1961,Illinois,1958,1960,27,24,388,16.2,3,14.4,RB,Illinois
2654,Tyji Armstrong,388,TAM,3,79,1992,Ole Miss,1990,1991,12,21,388,18.5,1,32.3,TE,Ole Miss
2655,Ben Gregory,387,BUF,5,114,1968,Nebraska,1965,1967,30,30,387,12.9,3,12.9,RB,Nebraska
2656,Benny Nelson,386,OTI,12,94,1964,Alabama,1961,1963,60,34,386,11.4,6,6.4,RB,Alabama
2657,Horace King,386,DET,6,141,1975,Georgia,1972,1974,33,27,386,14.3,1,11.7,RB,Georgia
2658,Jeremi Johnson,386,CIN,4,118,2003,,1999,2001,33,37,386,10.4,2,11.7,RB,Indiana
2659,Justin Forsett,386,SEA,7,233,2008,California,2004,2007,49,41,386,9.4,1,7.9,RB,California
2660,Nat Moore,386,MIA,3,78,1974,Florida,1972,1973,22,30,386,12.9,5,17.5,RB,Florida
2661,Nuu Faaola,386,NYJ,9,245,1986,Hawaii,1982,1985,45,35,386,11,0,8.6,RB,Hawaii
2662,Robert Delpino,386,RAM,5,117,1988,Missouri,1986,1987,22,24,386,16.1,1,17.5,WR,Missouri
2663,Jawan Jamison,385,WAS,7,228,2013,Rutgers,2011,2012,25,36,385,10.7,2,15.4,RB,Rutgers
2664,Al Nelson,384,BUF,9,72,1965,Cincinnati,1962,1964,60,50,384,7.7,0,6.4,RB,Cincinnati
2665,Tom Stephens,384,CLT,11,132,1959,Syracuse,1956,1958,26,26,384,14.8,3,14.8,RB,Syracuse
2666,Tony McGee,384,CIN,2,37,1993,Michigan,1990,1992,28,35,384,11,4,13.7,TE,Michigan
2667,Adrian Cooper,383,PIT,4,103,1991,Oklahoma,1988,1990,33,22,383,17.4,4,11.6,WR,Oklahoma
2668,Charlie Pittman,383,CRD,3,58,1970,Penn State,1967,1969,30,28,383,13.7,1,12.8,RB,Penn State
2669,Dan O'Leary,383,BUF,6,195,2001,Notre Dame,1997,2000,41,32,383,12,4,9.3,TE,Notre Dame
2670,Felix Jones,383,DAL,1,22,2008,Arkansas,2005,2007,38,39,383,9.8,3,10.1,RB,Arkansas
2671,Tevin Coleman,383,ATL,3,73,2015,Indiana,2012,2014,33,54,383,7.1,0,11.6,RB,Indiana
2672,Victor Floyd,383,SDG,11,287,1989,Florida State,1985,1988,35,40,383,9.6,4,10.9,RB,Florida State
2673,Albert Witcher,381,RAI,,,1960,Baylor,1957,1959,30,35,381,10.9,2,12.7,WR,Baylor
2674,Charlie Jackson,381,CRD,13,146,1958,SMU,1956,1957,20,25,381,15.2,1,19.1,RB,SMU
2675,Durham Smythe,381,MIA,4,123,2018,Notre Dame,2014,2017,39,28,381,13.6,6,9.8,TE,Notre Dame
2676,John Travis,381,SDG,18,162,1966,San Jose State,1964,1965,20,29,381,13.1,2,19.1,RB,San Jose State
2677,Najeh Davenport,381,GNB,4,135,2002,Miami (FL),1998,2001,33,35,381,10.9,3,11.5,RB,Miami (FL)
2678,Nilo Silvan,381,TAM,6,180,1996,Tennessee,1992,1995,44,26,381,14.7,3,8.7,KR,Tennessee
2679,Eric Bieniemy,380,SDG,2,39,1991,Colorado,1987,1990,40,27,380,14.1,1,9.5,RB,Colorado
2680,Luke Farrell,380,JAX,5,145,2021,Ohio State,2017,2020,43,34,380,11.2,4,8.8,TE,Ohio State
2681,Robin Earl,380,CHI,3,61,1977,Washington,1973,1976,44,33,380,11.5,5,8.6,TE,Washington
2682,Rodney Thomas,380,OTI,3,89,1995,Texas A&M,1991,1994,45,38,380,10,4,8.4,RB,Texas A&M
2683,Shane Swanson,380,CLE,12,315,1985,Nebraska,1982,1984,35,31,380,12.3,1,10.9,RB,Nebraska
2684,Bo Rather,378,MIA,4,104,1973,Michigan,1971,1972,22,26,378,14.5,4,17.2,WR,Michigan
2685,Darnell Autry,378,CHI,4,105,1997,Northwestern,1994,1996,32,51,378,7.4,2,11.8,RB,Northwestern
2686,Larry Wilson,378,BUF,,,1960,Utah,1957,1958,21,22,378,17.2,4,18,RB,Utah
2687,Matt Schobel,378,CIN,3,67,2002,Texas Christian,1999,2001,27,27,378,14,6,14,WR,Texas Christian
2688,Tony Jordan,378,CRD,5,132,1988,Kansas State,1984,1987,37,46,378,8.2,2,10.2,RB,Kansas State
2689,Dick Haley,377,WAS,9,100,1959,Pitt,1956,1958,30,24,377,15.7,3,12.6,RB,Pitt
2690,Jim LeMoine,377,BUF,2,42,1967,Utah State,1965,1966,20,34,377,11.1,1,18.9,TE,Utah State
2691,Anthony Johnson,376,CLT,2,36,1990,Notre Dame,1986,1989,45,25,376,15,2,8.4,RB,Notre Dame
2692,Charlie Woerner,376,SFO,6,190,2020,Georgia,2016,2019,53,34,376,11.1,1,7.1,TE,Georgia
2693,Dennis Johnson,376,BUF,3,59,1978,Mississippi State,1974,1977,44,29,376,13,3,8.5,RB,Mississippi State
2694,Deshawn Wynn,376,GNB,7,228,2007,Florida,2003,2006,46,35,376,10.7,3,8.2,RB,Florida
2695,Greg Allen,376,CLE,2,35,1985,Florida State,1981,1984,40,34,376,11.1,1,9.4,RB,Florida State
2696,Lars Tate,376,TAM,2,53,1988,Georgia,1984,1987,42,40,376,9.4,1,9,RB,Georgia
2697,Marshall Harris,376,NYJ,8,198,1979,Texas Christian,1957,1959,30,26,376,14.5,5,12.5,RB,Texas Christian
2698,Rashaan Shehee,376,KAN,3,88,1998,Washington,1994,1997,35,44,376,8.5,1,10.7,RB,Washington
2699,Rick Calhoun,376,DET,9,230,1987,Cal State Fullerton,1983,1986,46,48,376,7.8,0,8.2,RB,Cal State Fullerton
2700,Stanford Jennings,376,CIN,3,65,1984,,1980,1981,21,37,376,10.2,2,17.9,RB,Furman
2701,Tavian Banks,376,JAX,4,101,1998,Iowa,1994,1997,39,47,376,8,3,9.6,RB,Iowa
2702,Darius Jackson,375,DAL,6,216,2016,Eastern Michigan,2012,2015,43,44,375,8.5,4,8.7,RB,Eastern Michigan
2703,Qadree Ollison,375,ATL,5,152,2019,Pitt,2015,2018,52,50,375,7.5,3,7.2,RB,Pitt
2704,Lee Folkins,374,GNB,6,82,1961,Washington,1958,1960,30,20,374,18.7,3,12.5,WR,Washington
2705,Nathaniel Jacquet,374,CLT,5,150,1997,San Diego State,1996,1996,11,19,374,19.7,5,34,WR,San Diego State
2706,Gerry Ellis,373,RAM,7,192,1980,Missouri,1977,1979,33,32,373,11.7,2,11.3,RB,Missouri
2707,Trevon Wesco,373,NYJ,4,121,2019,West Virginia,2016,2018,34,28,373,13.3,2,11,TE,West Virginia
2708,Thomas Brown,372,ATL,6,172,2008,Georgia,2004,2007,40,39,372,9.5,2,9.3,RB,Georgia
2709,Darnell Sanders,371,CLE,4,122,2002,Ohio State,1999,2001,33,32,371,11.6,7,11.2,TE,Ohio State
2710,George Rogers,371,NOR,1,1,1981,South Carolina,1977,1980,45,40,371,9.3,2,8.2,RB,South Carolina
2711,John Thompson,371,GNB,9,235,1979,Utah State,1977,1978,22,20,371,18.6,3,16.9,TE,Utah State
2712,Trey Benson,371,CRD,3,66,2024,Florida State,2021,2023,36,33,371,11.2,1,10.3,RB,"Florida State,Oregon"
2713,Charles Woodson,370,RAI,1,4,1998,Michigan,1995,1997,34,21,370,17.6,3,10.9,DB,Michigan
2714,Dokie Williams,370,RAI,5,138,1983,UCLA,1979,1982,33,16,370,23.1,5,11.2,WR,UCLA
2715,Jack Jacobson,370,DET,13,179,1965,Oklahoma State,1963,1964,19,27,370,13.7,0,19.5,WR,Oklahoma State
2716,Jim Hannula,370,CIN,9,229,1981,Northern Illinois,1977,1980,44,20,370,18.5,2,8.4,P,Northern Illinois
2717,R.W. McQuarters,370,SFO,1,28,1998,Oklahoma State,1995,1997,30,19,370,19.5,3,12.3,WR,Oklahoma State
2718,Tom Buckman,370,GNB,12,298,1969,Texas A&M,1966,1967,20,29,370,12.8,1,18.5,TE,Texas A&M
2719,Vaughn Dunbar,370,NOR,1,21,1992,Indiana,1990,1991,22,42,370,8.8,0,16.8,RB,Indiana
2720,Cedric Houston,369,NYJ,6,182,2005,Tennessee,2001,2004,49,39,369,9.5,1,7.5,RB,Tennessee
2721,Frank Moreau,369,KAN,4,115,2000,Louisville,1995,1999,49,54,369,6.8,0,7.5,RB,Louisville
2722,Justin Hamilton,369,CLE,7,222,2006,Virginia Tech,2002,2005,52,34,369,10.9,1,7.1,WR,Virginia Tech
2723,P.J. Daniels,369,RAV,4,132,2006,Georgia Tech,2002,2005,44,56,369,6.6,3,8.4,RB,Georgia Tech
2724,Hayward Clay,368,RAM,6,201,1996,Texas A&M,1992,1995,45,29,368,12.7,3,8.2,TE,Texas A&M
2725,Delvin Williams,367,SFO,2,49,1974,Kansas,1971,1973,33,47,367,7.8,2,11.1,RB,Kansas
2726,Josh Ashton,367,NWE,9,209,1971,Tulsa,1969,1970,20,29,367,12.7,4,18.4,RB,Tulsa
2727,Stan Fritts,367,CIN,4,97,1975,North Carolina State,1972,1974,33,25,367,14.7,1,11.1,RB,North Carolina State
2728,Freddie Nixon,366,GNB,4,87,1980,Oklahoma,1976,1979,44,18,366,20.3,1,8.3,PR,Oklahoma
2729,Vagas Ferguson,366,NWE,1,25,1980,Notre Dame,1976,1979,39,43,366,8.5,3,9.4,RB,Notre Dame
2730,Darren McFadden,365,RAI,1,4,2008,Arkansas,2005,2007,38,46,365,7.9,2,9.6,RB,Arkansas
2731,Don Craft,365,OTI,12,314,1982,Louisville,1978,1981,44,39,365,9.4,2,8.3,RB,Louisville
2732,Doug Paschal,365,MIN,5,121,1980,North Carolina,1976,1979,44,44,365,8.3,2,8.3,RB,North Carolina
2733,David Wilson,363,NYG,1,32,2012,Virginia Tech,2009,2011,40,37,363,9.8,5,9.1,RB,Virginia Tech
2734,Freeman McNeil,363,NYJ,1,3,1981,UCLA,1977,1980,44,35,363,10.4,2,8.3,RB,UCLA
2735,John Isenbarger,363,SFO,2,48,1970,Indiana,1967,1969,30,26,363,14,2,12.1,RB,Indiana
2736,Quinton Ganther,363,OTI,7,246,2006,Utah,2004,2005,23,32,363,11.3,2,15.8,RB,Utah
2737,Tyrone Anthony,363,NOR,3,69,1984,North Carolina,1980,1983,44,35,363,10.4,2,8.3,RB,North Carolina
2738,Dave Whitsell,362,DET,24,289,1958,Indiana,1956,1957,18,23,362,15.7,4,20.1,RB,Indiana
2739,Dick Leftridge,362,MIA,4,26,1966,West Virginia,1963,1965,60,42,362,8.6,6,6,RB,West Virginia
2740,Doug Thomas,362,SEA,2,51,1991,Clemson,1987,1990,34,25,362,14.5,0,10.6,WR,Clemson
2741,Wray Carlton,362,PHI,3,26,1959,Duke,1956,1958,29,25,362,14.5,4,12.5,RB,Duke
2742,Mark Van Eeghen,361,RAI,3,75,1974,Colgate,1971,1973,30,31,361,11.6,2,12,RB,Colgate
2743,Nick Chubb,361,CLE,2,35,2018,Georgia,2014,2017,47,31,361,11.6,4,7.7,RB,Georgia
2744,Irv Smith,360,NOR,1,20,1993,Notre Dame,1989,1992,38,28,360,12.9,5,9.5,TE,Notre Dame
2745,Reggie Cobb,360,TAM,2,30,1990,Tennessee,1987,1989,25,33,360,10.9,3,14.4,RB,Tennessee
2746,Ryan Christopherson,360,JAX,5,169,1995,Wyoming,1991,1994,41,34,360,10.6,2,8.8,RB,Wyoming
2747,Isaac Guerendo,358,SFO,4,129,2024,Louisville,2018,2023,41,42,358,8.5,1,8.7,,"Louisville,Wisconsin"
2748,Lionel Aldridge,358,OTI,6,47,1963,Utah State,1960,1961,40,22,358,16.3,0,9,WR,Utah State
2749,Phil Harris,358,NYG,7,104,1966,Texas,1963,1965,27,31,358,11.5,0,13.3,RB,Texas
2750,Richard Griffith,358,NWE,5,138,1993,Arizona,1989,1992,41,25,358,14.3,2,8.7,TE,Arizona
2751,Dennis Gentry,356,CHI,4,89,1982,Baylor,1977,1981,44,33,356,10.8,3,8.1,RB,Baylor
2752,Hagood Clarke,356,BUF,18,141,1964,Florida,1961,1963,60,32,356,11.1,0,5.9,RB,Florida
2753,Hoyle Granger,356,OTI,5,37,1966,Mississippi State,1963,1965,60,20,356,17.8,0,5.9,RB,Mississippi State
2754,Pete Banaszak,356,RAI,5,59,1966,Miami (FL),1963,1965,30,35,356,10.2,3,11.9,RB,Miami (FL)
2755,Ron Johnson,356,CLE,1,20,1969,Michigan,1966,1968,30,28,356,12.7,1,11.9,RB,Michigan
2756,Randy McMillan,355,CLT,1,12,1981,Pitt,1979,1980,22,30,355,11.8,1,16.1,RB,Pitt
2757,Bobby Smith,354,BUF,11,81,1964,North Texas,1961,1963,58,20,354,17.7,2,6.1,RB,North Texas
2758,Gary McDermott,354,BUF,9,227,1968,Tulsa,1965,1967,30,49,354,7.2,2,11.8,RB,Tulsa
2759,Heath Evans,354,SEA,3,82,2001,Auburn,1998,2000,28,30,354,11.8,1,12.6,RB,Auburn
2760,Israel Abanikanda,354,NYJ,5,143,2023,Pitt,2020,2022,31,38,354,9.3,3,11.4,RB,Pitt
2761,Mikail Baker,354,RAM,7,216,2011,Baylor,2005,2010,50,26,354,13.6,2,7.1,WR,Baylor
2762,Ivy Joe Hunter,353,CLT,7,182,1989,Kentucky,1985,1988,38,41,353,8.6,0,9.3,RB,Kentucky
2763,Michael Haddix,353,PHI,1,8,1983,Mississippi State,1979,1982,44,35,353,10.1,2,8,RB,Mississippi State
2764,Richie Anderson,353,NYJ,6,144,1993,Penn State,1989,1992,34,37,353,9.5,2,10.4,RB,Penn State
2765,Ron Kramer,353,GNB,1,4,1957,Michigan,1956,1956,9,18,353,19.6,2,39.2,WR,Michigan
2766,Franco Harris,352,PIT,1,13,1972,Penn State,1969,1971,31,28,352,12.6,1,11.4,RB,Penn State
2767,Matt Kranchick,352,PIT,6,194,2004,Penn State,2002,2003,19,24,352,14.7,1,18.5,WR,Penn State
2768,Ricky Ervins,352,WAS,3,76,1991,USC,1987,1990,45,59,352,6,2,7.8,RB,USC
2769,Curvin Richards,351,DAL,4,97,1991,Pitt,1988,1990,30,32,351,11,3,11.7,RB,Pitt
2770,Darwin Thompson,351,KAN,6,214,2019,Utah State,2018,2018,13,23,351,15.3,2,27,RB,Utah State
2771,Glen Coffee,351,SFO,3,74,2009,Alabama,2005,2008,35,42,351,8.4,2,10,RB,Alabama
2772,Scott Laidlaw,351,DAL,14,356,1975,Stanford,1972,1974,33,40,351,8.8,2,10.6,RB,Stanford
2773,Jalen Parmele,350,MIA,6,176,2008,Toledo,2004,2007,44,41,350,8.5,1,8,RB,Toledo
2774,John Kelly,350,RAM,6,176,2018,Tennessee,2015,2017,33,43,350,8.1,0,10.6,RB,Tennessee
2775,Austin Wheatley,348,NOR,5,158,2000,Iowa,1997,1999,33,25,348,13.9,1,10.5,TE,Iowa
2776,Claude King,348,DEN,,,1960,Houston,1957,1959,58,34,348,10.2,4,6,RB,Houston
2777,Willis McGahee,348,BUF,1,23,2003,Miami (FL),2001,2002,21,28,348,12.4,0,16.6,RB,Miami (FL)
2778,Marshall Johnson,347,CLT,4,80,1975,Houston,1972,1974,33,20,347,17.4,1,10.5,RB,Houston
2779,Mike Esposito,347,ATL,7,159,1975,Boston College,1972,1974,33,39,347,8.9,3,10.5,RB,Boston College
2780,Russell Gage,347,ATL,6,194,2018,LSU,2014,2017,27,26,347,13.3,4,12.9,DB,LSU
2781,Angelo Coia,346,NYJ,,,1960,USC,1956,1959,58,32,346,10.8,6,6,RB,"The Citadel,USC"
2782,Joey Mickey,346,PHI,7,190,1993,Oklahoma,1989,1992,33,26,346,13.3,1,10.5,WR,Oklahoma
2783,Paul Smith,346,SFO,5,132,2000,UTEP,1996,1999,44,30,346,11.5,1,7.9,RB,UTEP
2784,Raymond Burks,346,KAN,12,318,1977,UCLA,1973,1976,34,13,346,26.6,3,10.2,WR,UCLA
2785,Jonathan Williams,345,BUF,5,156,2016,Arkansas,2012,2015,37,26,345,13.3,6,9.3,RB,Arkansas
2786,Reggie Brown,345,ATL,4,95,1982,Oregon,1980,1981,22,56,345,6.2,2,15.7,RB,Oregon
2787,Adrian Murrell,344,NYJ,5,120,1993,West Virginia,1990,1992,30,32,344,10.8,4,11.5,RB,West Virginia
2788,Bilal Powell,344,NYJ,4,126,2011,Louisville,2007,2010,42,45,344,7.6,3,8.2,RB,Louisville
2789,Cedric Peerman,344,RAV,6,185,2009,Virginia,2005,2008,41,66,344,5.2,1,8.4,RB,Virginia
2790,Larry Ned,343,RAI,6,197,2002,San Diego State,1998,2001,37,39,343,8.8,0,9.3,RB,San Diego State
2791,William Green,343,CLE,1,16,2002,Boston College,1999,2001,31,31,343,11.1,3,11.1,RB,Boston College
2792,Cadillac Williams,342,TAM,1,5,2005,Auburn,2001,2004,42,45,342,7.6,1,8.1,RB,Auburn
2793,Dennis Biodrowski,342,SDG,18,144,1962,Memphis,1960,1961,40,20,342,17.1,4,8.6,WR,Memphis
2794,Jamal Anderson,342,ATL,7,201,1994,Utah,1992,1993,22,35,342,9.8,4,15.5,RB,Utah
2795,Scott Williams,342,CRD,9,244,1985,Georgia,1981,1984,43,31,342,11,1,8,TE,Georgia
2796,Stephen Davis,342,WAS,4,102,1996,Auburn,1993,1995,33,33,342,10.4,4,10.4,RB,Auburn
2797,Tim Spencer,342,SDG,11,307,1983,Ohio State,1979,1982,44,38,342,9,1,7.8,RB,Ohio State
2798,Brad Cottam,341,KAN,3,76,2008,Tennessee,2004,2007,42,21,341,16.2,1,8.1,TE,Tennessee
2799,Braxton Miller,341,HTX,3,85,2016,Ohio State,2011,2015,50,26,341,13.1,3,6.8,QB,Ohio State
2800,Jimmy Smith,341,WAS,4,102,1984,,1979,1981,33,43,341,7.9,2,10.3,RB,Purdue
