,,,,,,Receiving,,,,,,
1232,Robert Ortiz,1620,2002,2005,45,137,1620,11.8,13,36,WR,San Diego State
1233,Terrell Turner,1620,2006,2009,45,142,1620,11.4,9,36,WR,Arizona
1234,Tom Compernolle,1620,1983,1986,43,144,1620,11.3,12,37.7,WR,Ohio
1235,Curtis Fagan,1617,1999,2002,47,131,1617,12.3,13,34.4,WR,Oklahoma
1236,Jake Maulhardt,1617,2013,2016,42,126,1617,12.8,14,38.5,WR,Wyoming
1237,Jamarius Way,1617,2017,2018,24,108,1617,15,11,67.4,WR,South Alabama
1238,Thomas Woods,1617,1986,1989,45,124,1617,13,7,35.9,WR,Tennessee
1239,De'Zhaun Stribling,1616,2021,2024,33,129,1616,12.5,13,49,WR,"Oklahoma State,Washington State"
1240,Bobby Chase,1615,2004,2006,34,107,1615,15.1,7,47.5,WR,SMU
1241,Eddie Jones,1615,1966,1968,29,119,1615,13.6,8,55.7,WR,Bowling Green
1242,Henry Tuten,1615,1987,1989,32,86,1615,18.8,8,50.5,WR,Pitt
1243,Keron Henry,1615,2001,2004,42,111,1615,14.5,9,38.5,QB,Connecticut
1244,Darrick Branch,1614,1989,1992,47,81,1614,19.9,13,34.3,WR,Hawaii
1245,Jason Edwards,1614,1988,1991,46,150,1614,10.8,10,35.1,WR,Pacific
1246,Michael Reed,1613,2005,2008,47,133,1613,12.1,10,34.3,WR,BYU
1247,Charles Casey,1612,1963,1965,30,114,1612,14.1,13,53.7,WR,Florida
1248,Greg Specht,1612,1970,1972,33,117,1612,13.8,9,48.8,WR,Oregon
1249,Jason Branch,1611,1999,2002,43,121,1611,13.3,18,37.5,WR,Miami (OH)
1250,CT Thomas,1610,2017,2021,54,127,1610,12.7,10,29.8,WR,Boise State
1251,Donovan Harden,1610,2014,2015,22,99,1610,16.3,12,73.2,WR,Georgia State
1252,Keith Magee,1609,1979,1982,46,102,1609,15.8,9,35,WR,New Mexico
1253,Nico Ragaini,1609,2018,2023,63,156,1609,10.3,4,25.5,WR,Iowa
1254,Eric Newman,1608,2003,2006,47,104,1608,15.5,14,34.2,WR,Louisiana Tech
1255,Jermaine Jamison,1608,2002,2005,50,124,1608,13,11,32.2,WR,Fresno State
1256,Jose Barbon,1608,2018,2022,43,138,1608,11.7,4,37.4,WR,Temple
1257,Daniel George,1607,2018,2023,60,137,1607,11.7,4,26.8,WR,"Akron,Penn State"
1258,Michael Bennett,1607,2011,2014,43,134,1607,12,17,37.4,SE,Georgia
1259,Darius Passmore,1605,2007,2008,23,101,1605,15.9,12,69.8,WR,Marshall
1260,Davonte Allen,1605,2012,2015,40,100,1605,16.1,13,40.1,WR,Marshall
1261,Micah Matsuzaki,1604,1989,1993,43,91,1604,17.6,11,37.3,WR,BYU
1262,Earl Winfield,1603,1982,1985,44,107,1603,15,11,36.4,WR,North Carolina
1263,Christian Horn,1602,2020,2024,52,93,1602,17.2,11,30.8,WR,Appalachian State
1264,Jeron Harvey,1602,2005,2007,36,110,1602,14.6,8,44.5,WR,Houston
1265,Todd Peterson,1602,2005,2008,46,108,1602,14.8,13,34.8,WR,Nebraska
1266,Eddie Baety,1601,1991,1994,43,130,1601,12.3,6,37.2,WR,Indiana
1267,Chris McNeill,1600,2009,2012,45,150,1600,10.7,12,35.6,WR,Wyoming
1268,Gary Banks,1600,2004,2007,40,155,1600,10.3,13,40,WR,Troy
1269,Tommy Saunders,1600,2005,2008,53,150,1600,10.7,11,30.2,WR,Missouri
1270,Keith Calvin,1599,1974,1977,44,121,1599,13.2,4,36.3,WR,Indiana
1271,Mose Frazier,1599,2013,2015,34,135,1599,11.8,8,47,WR,Memphis
1272,Aaron Osterman,1598,1992,1994,32,111,1598,14.4,7,49.9,WR,Minnesota
1273,Rodgeriqus Smith,1598,2005,2008,45,114,1598,14,10,35.5,WR,Auburn
1274,Darrius Malone,1596,1996,1999,44,90,1596,17.7,8,36.3,WR,UAB
1275,Jim Cure,1596,1962,1964,30,113,1596,14.1,6,53.2,WR,Marshall
1276,Joey Cuppari,1596,1999,2002,39,92,1596,17.3,10,40.9,WR,Colorado State
1277,Sean Coffey,1596,2002,2005,42,118,1596,13.5,13,38,WR,Missouri
1278,Cedric Anderson,1595,1980,1983,41,72,1595,22.2,11,38.9,WR,Ohio State
1279,Corey Warren,1593,1990,1993,44,97,1593,16.4,12,36.2,WR,Oklahoma
1280,Preston Williams,1592,2015,2018,27,112,1592,14.2,16,59,WR,"Colorado State,Tennessee"
1281,Shawn Potts,1592,1979,1982,44,103,1592,15.5,13,36.2,WR,Bowling Green
1282,Andre Wallace,1591,1991,1994,44,157,1591,10.1,14,36.2,WR,Western Michigan
1283,Chris Bonner,1591,2006,2009,50,93,1591,17.1,12,31.8,WR,Florida Atlantic
1284,Josh Bradley,1591,1995,1997,33,131,1591,12.1,20,48.2,TE,Louisiana Tech
1285,Tim Ryan,1591,1980,1983,44,111,1591,14.3,10,36.2,WR,Wake Forest
1286,Tim Smith,1591,2009,2013,47,97,1591,16.4,10,33.9,WR,Virginia
1287,Juwan Johnson,1590,2016,2019,47,111,1590,14.3,6,33.8,WR,"Oregon,Penn State"
1288,Devon Cajuste,1589,2012,2015,42,90,1589,17.7,14,37.8,WR,Stanford
1289,Ed Hinkel,1588,2002,2005,43,135,1588,11.8,16,36.9,WR,Iowa
1290,Justin Lockhart,1588,2019,2024,42,118,1588,13.5,7,37.8,WR,"Nevada,San Jose State"
1291,Jermaine Moreira,1587,2003,2006,44,114,1587,13.9,7,36.1,WR,Kansas State
1292,Je'Ron Hamm,1587,2010,2013,46,111,1587,14.3,10,34.5,WR,Louisiana-Monroe
1293,Ronnie Kelley,1587,1984,1986,33,86,1587,18.5,11,48.1,WR,Tulsa
1294,Bryce Singleton,1586,2017,2021,39,106,1586,15,9,40.7,,Florida International
1295,Vernon Henry,1586,1977,1978,21,89,1586,17.8,13,75.5,WR,Long Beach State
1296,Marshon Ford,1585,2018,2022,50,127,1585,12.5,18,31.7,TE,Louisville
1297,A.J. Guyton,1582,2007,2011,51,122,1582,13,7,31,WR,UCF
1298,Jovon Durante,1582,2015,2018,37,124,1582,12.8,12,42.8,WR,"Florida Atlantic,West Virginia"
1299,Phillip Livas,1582,2007,2010,47,113,1582,14,7,33.7,WR,Louisiana Tech
1300,Sage Surratt,1582,2018,2019,22,107,1582,14.8,15,71.9,WR,Wake Forest
1301,Milt Stegall,1581,1988,1991,44,106,1581,14.9,8,35.9,WR,Miami (OH)
1302,Winston Wright,1581,2019,2024,42,151,1581,10.5,8,37.6,WR,"East Carolina,Florida State,West Virginia"
1303,Dan Abramowicz,1580,1964,1966,30,102,1580,15.5,11,52.7,WR,Xavier
1304,Jalen Guyton,1580,2017,2018,26,103,1580,15.3,15,60.8,WR,North Texas
1305,Dylan Collie,1577,2015,2018,51,142,1577,11.1,12,30.9,WR,"BYU,Hawaii"
1306,Blake Proehl,1576,2018,2020,31,130,1576,12.1,9,50.8,WR,East Carolina
1307,David Bautista,1576,2000,2001,22,121,1576,13,7,71.6,WR,Bowling Green
1308,Sly Johnson,1576,1997,2000,36,84,1576,18.8,12,43.8,WR,Miami (OH)
1309,Tony Harrison,1576,1990,1993,46,89,1576,17.7,14,34.3,WR,Texas A&M
1310,Albert Johnson,1575,1995,1998,43,107,1575,14.7,10,36.6,WR,SMU
1311,Glenn Meltzer,1575,1966,1968,30,124,1575,12.7,5,52.5,WR,Wichita State
1312,Nathan Palmer,1575,2008,2011,48,93,1575,16.9,16,32.8,WR,Northern Illinois
1313,Jahmal Banks,1574,2020,2024,47,122,1574,12.9,14,33.5,WR,"Nebraska,Wake Forest"
1314,Mike Siano,1574,1983,1985,33,93,1574,16.9,12,47.7,WR,Syracuse
1315,Nate Turner,1574,1999,2000,23,111,1574,14.2,16,68.4,WR,Nevada-Las Vegas
1316,Brian Baima,1571,1970,1971,22,77,1571,20.4,16,71.4,WR,The Citadel
1317,Ike McBee,1571,1972,1974,34,106,1571,14.8,8,46.2,WR,San Jose State
1318,Brent Tillman,1570,1991,1995,38,101,1570,15.5,6,41.3,WR,Wyoming
1319,Jester Weah,1570,2014,2017,43,77,1570,20.4,14,36.5,WR,Pitt
1320,Dalton Schoen,1569,2016,2019,35,92,1569,17.1,9,44.8,,Kansas State
1321,Geno Lewis,1569,2013,2016,50,122,1569,12.9,10,31.4,WR,"Oklahoma,Penn State"
1322,Matt Knueven,1569,2001,2004,41,119,1569,13.2,8,38.3,WR,Buffalo
1323,Curtis Brown,1568,1991,1995,46,106,1568,14.8,11,34.1,WR,Alabama
1324,Antavian Edison,1567,2009,2012,43,135,1567,11.6,16,36.4,WR,Purdue
1325,Chris Humphrey,1567,2011,2014,46,128,1567,12.2,8,34.1,WR,Kent State
1326,Emanuel Thompson,1567,2014,2017,48,149,1567,10.5,9,32.6,WR,Troy
1327,Johnny Walker,1567,1987,1990,35,114,1567,13.7,4,44.8,WR,Texas
1328,Marcus Barnett,1567,2007,2010,48,127,1567,12.3,17,32.6,WR,Cincinnati
1329,Sam Brown,1567,2020,2024,35,127,1567,12.3,8,44.8,WR,"Houston,Miami (FL),West Virginia"
1330,Mark Hafner,1566,2005,2008,43,145,1566,10.8,16,36.4,TE,Houston
1331,Willie Carter,1566,2009,2012,49,132,1566,11.9,15,32,RB,Tulsa
1332,Termaine Fulton,1565,1997,2001,46,88,1565,17.8,12,34,WR,Kansas
1333,Vaurice Patterson,1564,1991,1994,44,93,1564,16.8,8,35.5,WR,Northern Illinois
1334,Jesus Wilson,1562,2013,2016,38,133,1562,11.7,8,41.1,WR,Florida State
1335,Sam Wiglusz,1562,2019,2023,35,132,1562,11.8,14,44.6,WR,"Ohio,Ohio State"
1336,Antwon Courington,1561,2002,2005,42,110,1561,14.2,13,37.2,WR,Southern Mississippi
1337,Al-Damion Riles,1560,2012,2016,54,140,1560,11.1,7,28.9,S,Louisiana
1338,Devin Maddox,1560,2018,2023,56,125,1560,12.5,14,27.9,WR,Toledo
1339,Jared Pinkney,1560,2015,2019,50,114,1560,13.7,14,31.2,,Vanderbilt
1340,Mike Palija,1560,1968,1970,30,106,1560,14.7,10,52,WR,Miami (OH)
1341,Taquan Mizzell,1560,2013,2016,46,195,1560,8,7,33.9,RB,Virginia
1342,De'Corian Clark,1559,2019,2024,44,112,1559,13.9,16,35.4,WR,UTSA
1343,Shawn Tucker,1559,2002,2006,44,115,1559,13.6,4,35.4,WR,Rutgers
1344,Tarique Milton,1559,2018,2022,56,101,1559,15.4,7,27.8,WR,"Iowa State,Texas"
1345,Keenan Holman,1558,2010,2013,46,106,1558,14.7,13,33.9,WR,SMU
1346,Bryce Doman,1557,1988,1994,49,104,1557,15,14,31.8,WR,BYU
1347,Fabian Davis,1557,1999,2002,46,100,1557,15.6,6,33.8,WR,Wake Forest
1348,Jason Nichols,1557,1994,1997,44,152,1557,10.2,9,35.4,WR,East Carolina
1349,Quentily Harmon,1557,2003,2006,42,111,1557,14,10,37.1,WR,Texas Christian
1350,Terrell Vaughn,1557,2022,2023,26,145,1557,10.7,16,59.9,WR,Utah State
1351,Charles Nelson,1555,2014,2017,49,124,1555,12.5,14,31.7,WR,Oregon
1352,Evan Moore,1555,2003,2007,38,103,1555,15.1,12,40.9,WR,Stanford
1353,Ryan Davis,1555,2015,2018,48,178,1555,8.7,7,32.4,WR,Auburn
1354,Jameon Lewis,1554,2011,2014,49,113,1554,13.8,8,31.7,WR,Mississippi State
1355,Levern Jacobs,1554,2012,2016,47,130,1554,12,8,33.1,WR,Maryland
1356,Joe Fernandez,1553,2003,2006,47,130,1553,11.9,16,33,WR,Fresno State
1357,Eric Hutchinson,1552,1984,1987,38,100,1552,15.5,4,40.8,WR,Toledo
1358,Guilian Gary,1552,1998,2001,42,113,1552,13.7,13,37,WR,Maryland
1359,Isaiah Wright,1552,2016,2019,50,134,1552,11.6,12,31,WR,Temple
1360,Kassim Osgood,1552,2002,2002,13,108,1552,14.4,8,119.4,WR,San Diego State
1361,Rakim Jarrett,1552,2020,2022,28,119,1552,13,10,55.4,WR,Maryland
1362,Tyrice Richie,1552,2019,2021,26,129,1552,12,9,59.7,WR,Northern Illinois
1363,Lee McGriff,1551,1972,1974,33,87,1551,17.8,13,47,WR,Florida
1364,Patrick Hearn,1551,2009,2012,45,110,1551,14.1,10,34.5,WR,UAB
1365,Scott Phillips,1551,1977,1980,46,131,1551,11.8,11,33.7,RB,BYU
1366,Darius Reynaud,1550,2005,2007,38,133,1550,11.7,19,40.8,WR,West Virginia
1367,Kwamie Lassiter II,1550,2017,2021,48,148,1550,10.5,7,32.3,WR,Kansas
1368,Richard Mullaney,1550,2012,2015,43,121,1550,12.8,10,36,WR,"Alabama,Oregon State"
1369,Mike Wallace,1549,1981,1984,44,92,1549,16.8,9,35.2,WR,Kansas State
1370,Brandon Campbell,1548,1996,1999,37,105,1548,14.7,7,41.8,WR,Eastern Michigan
1371,Erik Brooks,1548,2019,2023,52,128,1548,12.1,10,29.8,WR,Fresno State
1372,Antoine Wesley,1547,2016,2018,30,98,1547,15.8,9,51.6,WR,Texas Tech
1373,Matt Landers,1547,2018,2022,50,79,1547,19.6,14,30.9,WR,"Arkansas,Georgia,Toledo"
1374,Quintin Smith,1547,1986,1989,43,97,1547,15.9,9,36,WR,Kansas
1375,Todd Cutler,1547,1989,1992,44,113,1547,13.7,6,35.2,TE,New Mexico State
1376,Kaden Prather,1545,2021,2024,40,127,1545,12.2,10,38.6,WR,"Maryland,West Virginia"
1377,Randall Lane,1545,1998,1999,23,111,1545,13.9,12,67.2,WR,Purdue
1378,Trey Hartley,1545,2016,2018,35,102,1545,15.1,9,44.1,WR,San Jose State
1379,Lloyd Jones,1544,1978,1980,35,69,1544,22.4,7,44.1,WR,BYU
1380,Alex Bayer,1543,2010,2013,51,115,1543,13.4,10,30.3,TE,Bowling Green
1381,Chris Bush,1543,2001,2004,44,93,1543,16.6,16,35.1,WR,Tulane
1382,Eddie Small,1543,1990,1993,36,94,1543,16.4,8,42.9,WR,Ole Miss
1383,David Douglas,1542,2008,2011,49,151,1542,10.2,11,31.5,WR,Arizona
1384,Elijah Spencer,1542,2021,2024,41,106,1542,14.5,19,37.6,WR,"Charlotte,Minnesota"
1385,Myron Richardson,1541,1986,1989,43,100,1541,15.4,9,35.8,WR,Virginia Tech
1386,Deron Claiborne,1540,1993,1994,22,105,1540,14.7,6,70,WR,Utah
1387,Don Treadwell,1540,1978,1981,44,73,1540,21.1,12,35,WR,Miami (OH)
1388,Joe West,1540,2003,2007,45,93,1540,16.6,13,34.2,WR,UTEP
1389,Rodney Smith,1540,2009,2012,48,106,1540,14.5,10,32.1,WR,Florida State
1390,Tyrone Howell,1540,2021,2023,36,106,1540,14.5,13,42.8,WR,"Kansas State,Louisiana-Monroe"
1391,Cameron Ross,1539,2019,2024,31,126,1539,12.2,6,49.6,WR,"Connecticut,James Madison"
1392,Zamir Cobb,1539,2001,2003,29,138,1539,11.2,12,53.1,WR,Temple
1393,Bill Powell,1538,1995,1998,40,99,1538,15.5,5,38.5,WR,Rutgers
1394,Austin Williams,1536,2018,2022,63,150,1536,10.2,17,24.4,WR,Mississippi State
1395,Dion Morton,1536,2006,2009,42,98,1536,15.7,15,36.6,WR,Colorado State
1396,Rodney Williams,1536,1995,1997,33,112,1536,13.7,12,46.5,WR,Arizona
1397,Rudy Burgess,1536,2004,2007,45,125,1536,12.3,12,34.1,WR,Arizona State
1398,Sheddrick Wilson,1536,1992,1995,44,121,1536,12.7,9,34.9,WR,LSU
1399,Brian Berry,1535,1990,1994,45,108,1535,14.2,8,34.1,WR,SMU
1400,Devin Lauderdale,1535,2014,2016,32,105,1535,14.6,13,48,WR,Texas Tech
