,,,,,,Rushing,,,,,,
Rk,Player,Yds,From,To,G,Att,Yds,Y/A,TD,Y/G,Pos,Team
939,Terence Williams,2103,2015,2018,37,398,2103,5.3,16,56.8,RB,"Baylor,Houston"
940,Zach Abey,2103,2016,2018,29,488,2103,4.3,39,72.5,QB,Navy
941,Phil Brown,2102,1990,1993,41,404,2102,5.2,16,51.3,RB,Texas
942,Brett Biggs,2101,2004,2005,24,469,2101,4.5,20,87.5,RB,Akron
943,Kyle Hicks,2101,2014,2017,51,443,2101,4.7,19,41.2,RB,Texas Christian
944,Doug Black,2098,1984,1985,22,461,2098,4.6,16,95.4,RB,Army
945,Tony Nibbs,2098,1992,1994,32,427,2098,4.9,8,65.6,RB,Ball State
946,Andre Gibson,2097,1974,1977,38,461,2097,4.5,13,55.2,RB,Virginia Military Institute
947,Darnell Campbell,2096,1991,1993,33,421,2096,5,27,63.5,RB,Boston College
948,J.J. Flannigan,2096,1987,1989,32,328,2096,6.4,27,65.5,RB,Colorado
949,Lonnie Sadler,2096,1972,1975,43,580,2096,3.6,8,48.7,RB,Vanderbilt
950,Ric Enis,2096,1974,1977,44,464,2096,4.5,12,47.6,RB,Indiana
951,Ted Torosian,2096,1978,1981,44,467,2096,4.5,14,47.6,RB,Fresno State
952,Cameron Stingily,2095,2012,2014,31,397,2095,5.3,23,67.6,RB,Northern Illinois
953,Joseph Turner,2094,2006,2009,47,432,2094,4.8,29,44.6,RB,Texas Christian
954,Willie Hurst,2093,1998,2001,39,479,2093,4.4,22,53.7,RB,Washington
955,Dantrell Savage,2092,2006,2007,22,349,2092,6,17,95.1,RB,Oklahoma State
956,Eric Kettani,2091,2005,2008,42,395,2091,5.3,15,49.8,RB,Navy
957,Joe Smith,2090,2001,2002,22,380,2090,5.5,23,95,RB,Louisiana Tech
958,Napoleon Maxwell,2090,2014,2019,45,392,2090,5.3,22,46.4,RB,Florida International
959,Tony Darthard,2087,1986,1989,33,407,2087,5.1,12,63.2,RB,Texas Christian
960,Jalen Richard,2086,2012,2015,41,397,2086,5.3,19,50.9,RB,Southern Mississippi
961,Derrick Washington,2085,2007,2009,39,403,2085,5.2,28,53.5,RB,Missouri
962,Patrick Garwo,2085,2019,2024,45,476,2085,4.4,16,46.3,RB,"Boston College,Nevada"
963,J.J. Young,2084,1991,1994,36,361,2084,5.8,19,57.9,RB,Oregon State
964,Daijun Edwards,2083,2020,2023,51,390,2083,5.3,24,40.8,RB,Georgia
965,Jermaine Thomas,2083,2008,2011,47,379,2083,5.5,19,44.3,RB,Florida State
966,Rudy Green,2083,1972,1974,27,401,2083,5.2,24,77.1,RB,Yale
967,Doroland Dorceus,2082,2013,2017,46,402,2082,5.2,24,45.3,RB,Memphis
968,Kevin Brooks,2082,1992,1995,44,447,2082,4.7,17,47.3,RB,Virginia
969,Anthony Edgar,2081,1979,1982,32,448,2081,4.6,18,65,RB,"Hawaii,UCLA"
970,Zach Gerstner,2081,2000,2003,46,474,2081,4.4,12,45.2,RB,Idaho
971,Darron Norris,2079,1985,1988,44,457,2079,4.5,12,47.3,RB,Texas
972,Wayne Taulapapa,2079,2018,2022,53,406,2079,5.1,30,39.2,RB,"Virginia,Washington"
973,Monte Anthony,2077,1974,1977,45,463,2077,4.5,18,46.2,RB,Nebraska
974,Lindsey Chapman,2076,1991,1993,34,415,2076,5,22,61.1,RB,California
975,Taquan Mizzell,2075,2013,2016,46,459,2075,4.5,12,45.1,RB,Virginia
976,Billy Austin,2073,1956,1958,28,461,2073,4.5,29,74,RB,Rutgers
977,Frankie Hickson,2073,2018,2019,25,416,2073,5,23,82.9,RB,Liberty
978,Jordan Canzeri,2073,2011,2015,41,390,2073,5.3,14,50.6,RB,Iowa
979,Tion Green,2072,2012,2016,47,445,2072,4.7,19,44.1,RB,Cincinnati
980,Dustin Crum,2071,2017,2021,50,477,2071,4.3,24,41.4,QB,Kent State
981,Rocky Long,2071,1969,1971,31,469,2071,4.4,21,66.8,,New Mexico
982,Calvin Prince,2070,1976,1977,22,418,2070,5,23,94.1,RB,Louisville
983,Glen Capriola,2070,1974,1976,33,465,2070,4.5,18,62.7,RB,Boston College
984,Kenny Roberts,2070,1989,1992,44,376,2070,5.5,8,47,RB,Mississippi State
985,Shaun Draughn,2070,2007,2010,47,451,2070,4.6,10,44,DB,North Carolina
986,Marty Januszkiewicz,2069,1969,1972,42,489,2069,4.2,17,49.3,RB,Syracuse
987,Nikki Fisher,2069,1988,1991,39,383,2069,5.4,12,53.1,RB,Virginia
988,Prince-Tyson Gulley,2069,2010,2014,50,400,2069,5.2,15,41.4,RB,Syracuse
989,Ray Holt,2069,1974,1978,57,505,2069,4.1,16,36.3,KR,UTEP
990,Brian Battie,2068,2020,2024,45,330,2068,6.3,11,46,RB,"Auburn,South Florida"
991,Nathan Scheelhaase,2066,2010,2013,48,614,2066,3.4,19,43,QB,Illinois
992,Darrell Mack,2065,2005,2008,42,458,2065,4.5,16,49.2,RB,Utah
993,Rodney Blunt,2064,1989,1993,42,474,2064,4.4,13,49.1,RB,Clemson
994,Steward Butler,2063,2012,2014,35,295,2063,7,18,58.9,RB,Marshall
995,Darius Bradwell,2062,2016,2019,38,389,2062,5.3,17,54.3,QB,Tulane
996,Lonyae Miller,2062,2006,2009,45,374,2062,5.5,20,45.8,RB,Fresno State
997,E.D. Jackson,2061,1989,1992,44,505,2061,4.1,9,46.8,RB,Arkansas
998,Robbie Mixon,2061,1999,2002,25,473,2061,4.4,12,82.4,RB,Central Michigan
999,David Mims,2060,1989,1992,44,364,2060,5.7,9,46.8,RB,Baylor
1000,Artie Shankle,2059,1977,1979,33,441,2059,4.7,20,62.4,RB,McNeese State
1001,Steve Davis,2058,1973,1975,33,515,2058,4,27,62.4,QB,Oklahoma
1002,Paul Hewitt,2056,1987,1988,23,473,2056,4.3,28,89.4,RB,San Diego State
1003,Phil Mafah,2056,2021,2024,39,378,2056,5.4,22,52.7,RB,Clemson
1004,D'Eriq King,2055,2016,2021,49,423,2055,4.9,32,41.9,QB,"Houston,Miami (FL)"
1005,Devin Mockobee,2055,2022,2024,28,403,2055,5.1,16,73.4,RB,Purdue
1006,Albert Ray,2054,1979,1981,33,480,2054,4.3,8,62.2,RB,Rutgers
1007,Richard Hall,2053,2002,2004,36,454,2053,4.5,17,57,RB,Cincinnati
1008,Rick Leach,2053,1975,1978,44,440,2053,4.7,34,46.7,QB,Michigan
1009,Carl McCullough,2052,1993,1997,38,460,2052,4.5,9,54,RB,Wisconsin
1010,James Barber,2052,1971,1973,33,454,2052,4.5,29,62.2,RB,Virginia Tech
1011,Lynell Hamilton,2052,2003,2007,37,480,2052,4.3,14,55.5,RB,San Diego State
1012,Bill Copeland,2051,1973,1976,40,431,2051,4.8,10,51.3,RB,Virginia
1013,Derek Watson,2051,1999,2001,32,426,2051,4.8,16,64.1,RB,South Carolina
1014,Jamel Patterson,2051,1998,2001,39,367,2051,5.6,19,52.6,RB,Ohio
1015,Ke'Mon Freeman,2050,2016,2019,48,482,2050,4.3,26,42.7,RB,SMU
1016,Trevone Boykin,2049,2012,2015,48,507,2049,4,27,42.7,QB,Texas Christian
1017,Vincent Allen,2048,1975,1977,20,392,2048,5.2,15,102.4,RB,Indiana State
1018,Prince McJunkins,2047,1979,1982,44,613,2047,3.3,27,46.5,QB,Wichita State
1019,Toney Baker,2045,2005,2009,36,451,2045,4.5,17,56.8,RB,North Carolina State
1020,Zeb Jackson,2044,1990,1993,43,505,2044,4,11,47.5,RB,Bowling Green
1021,Sirr Parker,2042,1995,1998,48,438,2042,4.7,15,42.5,RB,Texas A&M
1022,Aaron Duckworth,2041,2014,2017,46,431,2041,4.7,13,44.4,RB,Idaho
1023,James Mackey,2041,1983,1986,44,486,2041,4.2,15,46.4,RB,Pacific
1024,Christian Powell,2040,2012,2015,45,461,2040,4.4,18,45.3,RB,Colorado
1025,Ronney Jenkins,2040,1996,1998,27,380,2040,5.4,24,75.6,RB,BYU
1026,Deshaun Fenwick,2039,2018,2023,50,385,2039,5.3,18,40.8,RB,"Oregon State,South Carolina"
1027,Kerry Carter,2039,1999,2002,38,538,2039,3.8,23,53.7,RB,Stanford
1028,Rickey Foggie,2038,1984,1987,43,510,2038,4,24,47.4,QB,Minnesota
1029,Jaylen Warren,2037,2019,2021,29,407,2037,5,19,70.2,RB,"Oklahoma State,Utah State"
1030,Dennis Johnson,2036,2008,2012,50,345,2036,5.9,13,40.7,RB,Arkansas
1031,Akeem Hunt,2035,2011,2014,49,371,2035,5.5,11,41.5,RB,Purdue
1032,Mike Fisher,2035,1974,1977,44,453,2035,4.5,26,46.3,RB,Rutgers
1033,Anthony Simpson,2034,1984,1987,41,478,2034,4.3,16,49.6,RB,East Carolina
1034,Don Clark,2034,1956,1958,25,371,2034,5.5,21,81.4,RB,Ohio State
1035,Noah Copeland,2033,2011,2014,42,362,2033,5.6,12,48.4,RB,Navy
1036,Perry Jones,2033,2009,2012,48,467,2033,4.4,8,42.4,RB,Virginia
1037,Steve Cowan,2033,1969,1971,32,448,2033,4.5,12,63.5,RB,Cincinnati
1038,Zach Laskey,2033,2011,2014,47,388,2033,5.2,17,43.3,RB,Georgia Tech
1039,Tyler Ebell,2031,2002,2005,32,468,2031,4.3,17,63.5,RB,"UCLA,UTEP"
1040,Johnston White,2030,2014,2017,50,393,2030,5.2,28,40.6,RB,Arkansas State
1041,Major Harris,2030,1987,1989,33,386,2030,5.3,18,61.5,QB,West Virginia
1042,Carl Monroe,2029,1981,1982,19,408,2029,5,9,106.8,RB,Utah
1043,Lee Becton,2029,1991,1994,37,347,2029,5.8,12,54.8,RB,Notre Dame
1044,Jowan Davis,2028,2013,2016,43,482,2028,4.2,14,47.2,RB,Rice
1045,Kyle Herm,2028,2000,2003,40,439,2028,4.6,18,50.7,QB,Rice
1046,Christian Beal-Smith,2027,2018,2022,52,430,2027,4.7,19,39,,"South Carolina,Wake Forest"
1047,Chris Hughley,2026,1990,1991,20,393,2026,5.2,12,101.3,RB,Tulsa
1048,William Bell,2026,1989,1993,39,418,2026,4.8,14,51.9,RB,Georgia Tech
1049,Delon Washington,2025,1994,1997,45,476,2025,4.3,11,45,RB,USC
1050,Jela Duncan,2025,2012,2016,43,377,2025,5.4,17,47.1,RB,Duke
1051,Chad Richardson,2024,1996,1999,43,493,2024,4.1,20,47.1,QB,Rice
1052,Phillip Tanner,2024,2006,2010,49,430,2024,4.7,33,41.3,RB,Middle Tennessee State
1053,Chance Miller,2023,1989,1992,36,517,2023,3.9,10,56.2,RB,Tulane
1054,Carl Fisher,2022,1975,1978,44,474,2022,4.3,5,46,RB,Northern Illinois
1055,Justin Vincent,2021,2003,2006,52,408,2021,5,17,38.9,RB,LSU
1056,Michael Owens,2020,1987,1989,33,393,2020,5.1,16,61.2,RB,Syracuse
1057,Charles Gladman,2019,1984,1986,33,429,2019,4.7,8,61.2,RB,Pitt
1058,Joshua Mack,2019,2019,2021,34,381,2019,5.3,14,59.4,RB,Liberty
1059,Michael Smith,2018,2006,2009,39,359,2018,5.6,16,51.7,RB,Arkansas
1060,LaTraia Jones,2017,1975,1978,45,403,2017,5,12,44.8,RB,Wyoming
1061,Salvon Ahmed,2016,2017,2019,39,353,2016,5.7,21,51.7,RB,Washington
1062,Keion Davis,2014,2015,2018,43,459,2014,4.4,17,46.8,RB,Marshall
1063,Kent Hagood,2014,1981,1985,45,365,2014,5.5,17,44.8,RB,South Carolina
1064,Toney Converse,2014,1997,1999,29,382,2014,5.3,13,69.4,RB,Tulane
1065,Eddie Wide,2013,2007,2010,51,401,2013,5,23,39.5,RB,Utah
1066,Joe Haro,2013,1998,2002,33,389,2013,5.2,15,61,RB,Nevada-Las Vegas
1067,Terry Lymon,2013,1980,1983,44,414,2013,4.9,6,45.8,RB,Ball State
1068,Chante Murphy,2011,1998,2001,41,457,2011,4.4,5,49,RB,Kent State
1069,Courtney Davis,2011,1993,1996,44,511,2011,3.9,10,45.7,RB,Bowling Green
1070,K.J. Jefferson,2011,2019,2024,47,552,2011,3.6,22,42.8,QB,"Arkansas,UCF"
1071,Anthony Jones,2010,2015,2019,41,418,2010,4.8,21,49,WR,Florida International
1072,Lewis Howard,2010,1984,1987,44,462,2010,4.4,9,45.7,RB,Western Michigan
1073,Andre Anderson,2009,2006,2009,34,444,2009,4.5,17,59.1,RB,Tulane
1074,Anthony Tenner,2009,1997,2001,42,455,2009,4.4,27,47.8,RB,Idaho
1075,Jimmy Sayers,2009,1977,1980,47,437,2009,4.6,12,42.7,RB,New Mexico
1076,Taylor Lamb,2009,2014,2017,51,330,2009,6.1,23,39.4,QB,Appalachian State
1077,Brian Brown,2007,1987,1990,44,428,2007,4.7,16,45.6,RB,UCLA
1078,Darian Hagan,2007,1988,1991,39,489,2007,4.1,27,51.5,QB,Colorado
1079,Corey Taylor II,2006,2016,2020,40,441,2006,4.5,26,50.2,RB,Tulsa
1080,Marcus Coker,2006,2010,2011,19,395,2006,5.1,18,105.6,RB,Iowa
1081,Alan Thompson,2005,1969,1971,31,462,2005,4.3,19,64.7,RB,Wisconsin
1082,Vavae Malepeai,2005,2017,2021,50,415,2005,4.8,23,40.1,RB,USC
1083,Dan Conway,2004,1976,1979,44,480,2004,4.2,19,45.5,RB,Boston College
1084,Dwayne Priest,2003,2007,2010,43,498,2003,4,20,46.6,RB,Eastern Michigan
1085,Mike Warren,2003,2015,2018,38,395,2003,5.1,9,52.7,RB,Iowa State
1086,Keith Williams,2002,1991,1993,34,396,2002,5.1,15,58.9,RB,Utah
1087,Tavien Feaster,2002,2016,2019,52,346,2002,5.8,20,38.5,RB,"Clemson,South Carolina"
1088,Chris Buckhalter,2001,1992,1995,44,473,2001,4.2,17,45.5,RB,Southern Mississippi
1089,Spencer Sanders,2001,2019,2023,52,504,2001,4,18,38.5,QB,"Oklahoma State,Ole Miss"
1090,Dan Matthews,2000,1973,1975,33,403,2000,5,16,60.6,RB,Western Michigan
1091,Lavon Coleman,2000,2014,2017,50,374,2000,5.3,12,40,RB,Washington
1092,Mitchell True,2000,1971,1972,22,447,2000,4.5,21,90.9,RB,Pacific
1093,Chuckie Dukes,1999,1991,1992,22,335,1999,6,12,90.9,RB,Boston College
1094,Curtis Johnson,1999,1992,1994,34,353,1999,5.7,20,58.8,RB,North Carolina
1095,Fred Solomon,1999,1971,1973,33,364,1999,5.5,20,60.6,QB,Tampa
1096,JaMycal Hasty,1998,2016,2019,45,386,1998,5.2,15,44.4,RB,Baylor
1097,Jordan Ellis,1997,2015,2018,47,468,1997,4.3,19,42.5,RB,Virginia
1098,Logan Wright,1997,2018,2021,43,348,1997,5.7,17,46.4,RB,Georgia Southern
1099,Jalen Rhodes,1996,2015,2018,46,421,1996,4.7,18,43.4,RB,UTSA
1100,Chuck Heater,1995,1972,1974,33,406,1995,4.9,17,60.5,RB,Michigan
1101,Greg Henderson,1995,2001,2004,38,430,1995,4.6,18,52.5,QB,Rice
1102,Ricky Wesson,1994,1973,1976,44,527,1994,3.8,14,45.3,QB,SMU
1103,Eric Dungey,1993,2015,2018,39,543,1993,3.7,35,51.1,QB,Syracuse
1104,Greg King,1992,1974,1977,44,434,1992,4.6,16,45.3,RB,Army
1105,Secdrick McIntyre,1992,1973,1976,44,462,1992,4.3,16,45.3,RB,Auburn
1106,Jimmy Poulos,1991,1971,1973,33,461,1991,4.3,18,60.3,RB,Georgia
1107,Marvin Artley,1991,1985,1988,45,397,1991,5,14,44.2,RB,Wisconsin
1108,Sieh Bangura,1991,2021,2024,30,415,1991,4.8,22,66.4,RB,"Minnesota,Ohio"
1109,Nathan Simmons,1990,1996,1999,43,501,1990,4,14,46.3,RB,Oklahoma State
1110,Julius Grantham,1989,1982,1986,38,475,1989,4.2,11,52.3,RB,Duke
1111,Kenny Young,1989,2014,2018,47,357,1989,5.6,12,42.3,RB,Miami (OH)
1112,Nate Carter,1988,2021,2024,33,422,1988,4.7,8,60.2,RB,"Connecticut,Michigan State"
1113,Tim Jefferson,1988,2008,2011,46,496,1988,4,33,43.2,QB,Air Force
1114,Ken Starling,1986,1971,1973,33,486,1986,4.1,11,60.2,RB,Indiana
1115,Bernard White,1985,1984,1985,22,468,1985,4.2,33,90.2,RB,Bowling Green
1116,Paul Adams,1984,1972,1976,44,470,1984,4.2,12,45.1,RB,Virginia Tech
1117,Rodney Williams,1983,1998,2001,39,454,1983,4.4,16,50.8,RB,Vanderbilt
1118,Cedric Washington,1982,1996,2000,42,412,1982,4.8,12,47.2,RB,Boston College
1119,Oscar Adaway III,1982,2019,2024,35,364,1982,5.4,16,56.6,RB,"North Texas,South Carolina"
1120,Jaylan Knighton,1981,2020,2024,41,423,1981,4.7,17,48.3,RB,"Miami (FL),SMU"
1121,John Lovett,1980,2017,2021,51,407,1980,4.9,17,38.8,RB,"Baylor,Penn State"
1122,Jegil Dugger,1979,1998,2001,39,453,1979,4.4,13,50.7,RB,UAB
1123,Ricky Person Jr.,1979,2018,2021,40,455,1979,4.3,14,49.5,RB,North Carolina State
1124,Thomas Jackson,1979,1982,1985,41,436,1979,4.5,10,48.3,RB,Louisiana
1125,Jevyon Ducker,1978,2021,2024,34,379,1978,5.2,11,58.2,RB,"Memphis,Northern Illinois,Sam Houston"
1126,Kirby Warren,1978,1980,1983,38,484,1978,4.1,15,52.1,RB,Pacific
1127,Desmond Roland,1977,2011,2014,40,442,1977,4.5,27,49.4,RB,Oklahoma State
1128,Greg Lomax,1976,1995,1998,44,366,1976,5.4,23,44.9,RB,Akron
1129,Henry White,1976,1974,1977,41,359,1976,5.5,8,48.2,RB,Colgate
1130,Nathan DuPree,1976,1992,1993,22,372,1976,5.3,18,89.8,RB,San Jose State
1131,La'darius Jefferson,1975,2018,2022,42,450,1975,4.4,24,47,RB,"Michigan State,Western Michigan"
1132,Anthony Lynn,1972,1988,1991,44,492,1972,4,20,44.8,RB,Texas Tech
1133,Asim Rose,1971,2017,2020,44,341,1971,5.8,13,44.8,RB,Kentucky
1134,David Bookert,1971,1967,1969,30,475,1971,4.1,19,65.7,RB,New Mexico
1135,Marshall Taylor,1971,1985,1988,44,665,1971,3,22,44.8,QB,Northern Illinois
1136,Kerwin Bell,1970,1980,1983,44,450,1970,4.4,14,44.8,RB,Kansas
1137,Reggie Williams,1970,1995,1998,31,408,1970,4.8,10,63.5,RB,Tulsa
1138,Eric Stephens,1967,2009,2012,44,373,1967,5.3,21,44.7,RB,Texas Tech
1139,Trovon Riley,1967,2002,2005,35,456,1967,4.3,14,56.2,RB,Western Michigan
1140,Kenny Cattouse,1966,2004,2007,39,402,1966,4.9,16,50.4,RB,Troy
1141,Dan Saleet,1965,1974,1977,34,387,1965,5.1,6,57.8,RB,Bowling Green
1142,Willie Gittens,1965,1978,1982,46,383,1965,5.1,8,42.7,RB,Arizona State
1143,Cal Murray,1963,2000,2003,39,374,1963,5.2,23,50.3,RB,Miami (OH)
1144,Greg Johnson,1963,1986,1989,46,329,1963,6,35,42.7,RB,Air Force
1145,Marty Akins,1963,1972,1975,37,415,1963,4.7,26,53.1,QB,Texas
1146,Jason Ford,1962,2008,2011,48,432,1962,4.5,26,40.9,RB,Illinois
1147,Ralph Bolden,1962,2008,2012,39,418,1962,4.7,15,50.3,RB,Purdue
1148,Dwayne Woods,1960,1973,1976,44,402,1960,4.9,11,44.5,RB,West Virginia
1149,Eric Gallon,1960,1989,1992,34,447,1960,4.4,12,57.6,WR,Kansas State
1150,Craig Candeto,1959,2000,2003,35,499,1959,3.9,33,56,QB,Navy
1151,Andre Dixon,1958,2006,2009,38,415,1958,4.7,17,51.5,RB,Connecticut
1152,Josh Allen,1958,2002,2006,44,423,1958,4.6,21,44.5,RB,Maryland
1153,Jaylen Walton,1957,2012,2015,51,384,1957,5.1,17,38.4,RB,Ole Miss
1154,Kaytron Allen,1956,2022,2024,29,374,1956,5.2,16,67.4,RB,Penn State
1155,Reese White,1956,2019,2023,52,372,1956,5.3,23,37.6,RB,Coastal Carolina
1156,Tommie Frazier,1955,1992,1995,35,342,1955,5.7,36,55.9,QB,Nebraska
1157,Brian McKenzie,1954,1996,1997,25,385,1954,5.1,23,78.2,RB,BYU
1158,Gary Taylor,1953,1992,1996,47,456,1953,4.3,10,41.6,RB,Arizona
1159,Stephen McGuire,1953,1989,1992,41,450,1953,4.3,35,47.6,RB,Miami (FL)
1160,John Hood,1952,1986,1990,26,373,1952,5.2,20,75.1,RB,Central Michigan
1161,Arkeel Newsome,1951,2014,2017,47,442,1951,4.4,14,41.5,RB,Connecticut
1162,Doyle Orange,1949,1971,1973,33,476,1949,4.1,26,59.1,RB,Southern Mississippi
1163,Donte Harden,1947,2007,2011,38,391,1947,5,9,51.2,RB,Ohio
1164,Stanley Davenport,1946,1984,1987,42,522,1946,3.7,14,46.3,RB,Northwestern
1165,Mark Bright,1943,1976,1979,43,351,1943,5.5,17,45.2,RB,Temple
1166,Al Moore,1942,1965,1967,30,429,1942,4.5,9,64.7,RB,Miami (OH)
1167,Tyrone Moss,1942,2003,2006,39,412,1942,4.7,26,49.8,RB,Miami (FL)
1168,Roman Hemby,1941,2021,2024,34,397,1941,4.9,18,57.1,RB,Maryland
1169,Anthony Kimble,1940,2005,2008,39,415,1940,4.7,18,49.7,RB,Stanford
1170,Dave Houseton,1939,1973,1976,43,489,1939,4,16,45.1,RB,Ohio
1171,Mike Dunn,1939,1975,1978,42,565,1939,3.4,22,46.2,QB,Duke
1172,Steve Crislip,1938,1969,1971,32,364,1938,5.3,15,60.6,RB,Furman
1173,Ian Eriksen,1937,2015,2018,42,443,1937,4.4,21,46.1,RB,Eastern Michigan
1174,Joe Delaney,1937,1977,1979,31,394,1937,4.9,17,62.5,RB,Northwestern State
1175,Terrance Broadway,1936,2010,2014,42,415,1936,4.7,20,46.1,QB,"Houston,Louisiana"
1176,Kenny Jackson,1935,1986,1987,22,448,1935,4.3,25,88,RB,San Jose State
1177,Dimitri Nance,1934,2006,2009,45,482,1934,4,19,43,RB,Arizona State
1178,Bobby Santiago,1932,1960,1962,30,347,1932,5.6,17,64.4,RB,New Mexico
1179,Brennan Armstrong,1932,2018,2023,53,506,1932,3.8,27,36.5,QB,"North Carolina State,Virginia"
1180,Omar Love,1932,1992,1996,43,454,1932,4.3,12,44.9,RB,Nevada-Las Vegas
1181,Raheem Blackshear,1932,2017,2021,51,412,1932,4.7,14,37.9,RB,"Rutgers,Virginia Tech"
1182,Jeremiah Masoli,1930,2008,2010,36,369,1930,5.2,29,53.6,QB,"Ole Miss,Oregon"
1183,Ryan Jackson,1930,2012,2015,47,394,1930,4.9,18,41.1,RB,Houston
1184,Dawayne Woods,1928,1998,2001,39,430,1928,4.5,25,49.4,RB,Southern Mississippi
1185,Jyruss Edwards,1927,2010,2013,44,425,1927,4.5,23,43.8,RB,Louisiana-Monroe
1186,Kaleb Johnson,1927,2022,2024,27,350,1927,5.5,18,71.4,RB,Iowa
1187,Levi Mitchell,1927,1969,1971,31,425,1927,4.5,10,62.2,RB,Iowa
1188,Walter Poole,1927,1978,1981,44,412,1927,4.7,22,43.8,RB,Southern Illinois
1189,Andre Richardson,1926,1994,1996,33,325,1926,5.9,9,58.4,RB,Oklahoma State
1190,Bobby Williams,1925,1995,1998,43,319,1925,6,16,44.8,RB,Army
1191,Corey White,1925,2003,2006,45,409,1925,4.7,25,42.8,RB,UAB
1192,Cornelius Greene,1924,1972,1975,42,387,1924,5,27,45.8,QB,Ohio State
1193,Jeremy Smith,1924,2009,2013,52,354,1924,5.4,34,37,RB,Oklahoma State
1194,Wayne Pryor,1924,1986,1989,44,479,1924,4,8,43.7,RB,Memphis
1195,Derek Lawson,1923,2008,2011,49,381,1923,5,13,39.2,RB,Arkansas State
1196,Larry Russell,1923,1969,1971,32,639,1923,3,29,60.1,QB,Wake Forest
1197,Eldwin Raphel,1921,1987,1990,44,435,1921,4.4,8,43.7,RB,Baylor
1198,Tony Rice,1921,1987,1989,34,384,1921,5,23,56.5,QB,Notre Dame
1199,Vince Evans,1920,1981,1985,44,467,1920,4.1,13,43.6,RB,North Carolina State
1200,Reggie Yarbrough,1919,1990,1991,21,437,1919,4.4,12,91.4,RB,Cal State Fullerton
1201,Stephen Carr,1919,2017,2021,44,419,1919,4.6,18,43.6,RB,"Indiana,USC"
1202,Andy Davidson,1918,2015,2018,51,375,1918,5.1,19,37.6,LB,Army
1203,Earl Taylor,1918,1975,1976,22,381,1918,5,14,87.2,RB,Ball State
1204,Leon Perry,1918,1985,1989,44,397,1918,4.8,21,43.6,RB,Oklahoma
1205,Kent Merritt,1916,1971,1973,31,411,1916,4.7,5,61.8,RB,Virginia
1206,Billy Lovett,1913,1966,1968,29,452,1913,4.2,8,66,RB,Maryland
1207,Brennan Clay,1913,2010,2013,46,379,1913,5,13,41.6,RB,Oklahoma
1208,Dedrick Mills,1912,2016,2020,27,379,1912,5,25,70.8,RB,"Georgia Tech,Nebraska"
1209,Dwight Driver,1912,1990,1992,26,427,1912,4.5,17,73.5,RB,Wyoming
1210,Kevin Cole,1909,1977,1978,23,404,1909,4.7,16,83,RB,San Jose State
1211,Mike Hogan,1909,1972,1975,44,501,1909,3.8,10,43.4,RB,Chattanooga
1212,Michael Martin,1905,1993,1997,37,395,1905,4.8,11,51.5,RB,Arizona State
1213,Scott McConnell,1904,1975,1978,44,325,1904,5.9,18,43.3,RB,Appalachian State
1214,Jack Mahone,1902,1962,1964,30,382,1902,5,13,63.4,RB,Marshall
1215,James Williams,1902,1985,1986,22,345,1902,5.5,21,86.5,RB,Fresno State
1216,Thomas Merriweather,1902,2007,2010,46,461,1902,4.1,23,41.3,RB,Miami (OH)
1217,Greg Bell,1901,2018,2021,27,393,1901,4.8,15,70.4,RB,"Nebraska,San Diego State"
1218,Roger Boone,1900,1986,1989,36,415,1900,4.6,15,52.8,RB,Duke
1219,Rodney Davis,1898,2002,2003,26,411,1898,4.6,10,73,RB,Fresno State
1220,Tauren Poole,1898,2008,2011,50,423,1898,4.5,16,38,RB,Tennessee
1221,Jared Tew,1897,2008,2010,31,416,1897,4.6,17,61.2,RB,Air Force
1222,Kendrick Hardy,1897,2010,2013,39,334,1897,5.7,11,48.6,RB,Southern Mississippi
1223,Art Thompkins,1895,2016,2019,50,329,1895,5.8,13,37.9,RB,"Connecticut,Toledo"
1224,Brandon Warfield,1895,2002,2003,19,438,1895,4.3,20,99.7,RB,Utah
1225,Jim Bell,1895,1985,1988,45,429,1895,4.4,9,42.1,RB,Boston College
1226,Leshun Daniels Jr.,1895,2013,2016,37,409,1895,4.6,19,51.2,RB,Iowa
1227,Bryan Thomas,1894,1980,1982,33,415,1894,4.6,14,57.4,RB,Pitt
1228,Gerald Riggs Jr.,1893,2002,2005,38,383,1893,4.9,10,49.8,RB,Tennessee
1229,Lee Marks,1893,2002,2005,44,351,1893,5.4,10,43,DB,Boise State
1230,Leonard Conley,1892,1987,1990,44,400,1892,4.7,14,43,RB,Miami (FL)
1231,Jeff Logan,1890,1974,1977,42,322,1890,5.9,10,45,RB,Ohio State
1232,Joe Gattuso,1890,1975,1977,33,411,1890,4.6,13,57.3,WR,Navy
1233,Timothy McVey,1890,2015,2017,39,264,1890,7.2,26,48.5,RB,Air Force
1234,Ted DeMars,1889,1970,1972,27,371,1889,5.1,17,70,RB,Harvard
1235,Tali Ena,1888,1977,1979,33,372,1888,5.1,13,57.2,RB,Washington State
1236,Donovan Edwards,1886,2021,2024,42,344,1886,5.5,17,44.9,RB,Michigan
1237,Doug Crisan,1886,1976,1979,43,481,1886,3.9,13,43.9,RB,Eastern Michigan
1238,Marcellus Chrishon,1885,1993,1994,19,352,1885,5.4,16,99.2,RB,Nevada
1239,Mark Lassiter,1884,1975,1977,33,363,1884,5.2,19,57.1,RB,Rutgers
