,Round
12701,3
14401,0
6196,0
8055,3
13768,0
14148,0
13407,0
6247,0
7640,0
7738,0
7159,0
6752,4
14996,3
2967,0
11763,0
6986,0
11667,0
12849,0
13826,5
2378,0
14438,0
13412,0
13026,3
13583,2
9135,0
6179,0
7968,0
13224,0
7221,6
8159,4
13128,2
8396,0
7298,0
7564,0
11405,0
12394,0
2505,0
15070,1
3226,0
15002,0
130,3
14741,0
13018,0
14076,0
13653,0
7681,0
14387,0
14733,0
14547,6
7113,5
12763,0
2105,3
11681,0
12680,3
2404,0
1637,0
12559,0
13916,1
9189,1
11848,0
8007,0
13758,0
6259,0
13136,0
9219,7
12180,0
7545,6
14167,0
7815,0
7224,0
1919,0
14661,0
14608,0
2121,5
8394,2
2490,0
6901,7
2433,0
13143,3
7811,0
12532,5
14965,0
2915,0
3378,0
7802,0
8632,0
11839,0
8034,0
8123,0
13720,0
13268,0
6979,0
2201,5
14317,6
9292,7
1814,1
12785,0
7867,0
96,0
13816,0
7629,0
7687,0
1751,0
12787,0
12663,0
11411,0
12864,0
15219,0
6453,0
13548,0
13184,0
3005,2
2155,4
12483,0
2014,0
6852,0
8210,0
2710,3
8569,0
8075,0
6982,0
14873,0
2873,0
14711,0
12913,2
13749,0
3283,0
3174,0
14188,0
11532,0
3144,0
1772,0
2956,1
13650,0
2483,0
3294,0
8618,0
1622,0
11589,0
7967,4
8479,0
12136,0
2931,5
6764,0
2231,0
14472,0
3121,0
12452,0
12497,2
14350,7
6311,0
12575,0
7118,2
14510,0
7989,0
8151,0
9300,7
2832,7
13979,0
12721,0
7432,0
11563,0
11400,0
13582,0
9381,0
13244,0
12115,6
8199,2
6170,0
11643,1
8156,0
8053,0
14558,0
1650,2
14994,0
2063,6
6461,0
14975,0
13919,0
7021,0
2480,0
12977,0
13361,0
2472,0
6876,0
9233,4
7064,0
1708,0
6533,0
12572,0
12384,0
12868,0
14838,0
7551,0
12638,0
12690,0
13883,0
9143,2
12006,0
2420,1
2851,0
1782,0
7953,0
2243,2
14420,0
6516,0
3374,0
2863,0
14303,5
13518,0
14118,0
15113,0
15205,0
12105,0
12954,0
8386,0
12609,4
6830,4
14462,0
14882,0
11950,0
1668,0
8412,0
7963,0
13769,0
6738,0
13247,0
12203,0
12124,0
11987,0
1822,0
2888,0
13997,0
7440,0
11870,0
9053,0
15193,2
12494,0
12046,0
13949,0
7526,0
12807,0
14771,0
12181,0
6286,0
13838,0
9119,5
12295,0
13047,1
2641,0
7308,0
13125,0
3098,0
15175,0
13868,0
6213,6
12746,0
12612,0
7252,0
8580,0
11723,0
13704,0
13933,0
7615,0
15034,0
2593,4
2609,0
6989,0
14013,5
13646,5
13021,0
12346,0
7784,6
9426,4
13290,0
14870,7
1892,0
2247,0
11593,2
8575,2
12143,0
2962,0
3173,5
15010,0
14970,0
3363,0
7130,0
12579,0
8157,0
14056,0
14082,0
11456,0
15080,0
8224,0
2594,0
14339,7
11464,2
8625,0
11568,4
8190,0
7264,0
14621,0
8313,0
2289,0
7816,0
9422,0
9573,1
12734,0
13471,0
12599,0
2119,6
12801,0
6385,0
3089,0
6495,6
7873,0
1703,0
7606,2
6909,5
3296,0
12393,5
2673,6
11854,0
9532,1
13250,0
13289,0
1879,0
14319,0
12106,0
13107,1
15128,0
1775,0
13391,0
7137,0
1660,0
2811,3
12565,0
14835,0
7012,0
2843,0
11823,0
7634,2
3183,0
12052,0
6925,0
14857,0
3364,0
7344,0
14697,0
12215,0
12349,0
1955,0
13679,0
14334,6
14364,0
7550,0
14133,0
14077,0
1803,0
9305,7
9475,6
3043,0
7400,0
14861,0
1777,7
6287,0
8163,0
13372,0
8287,0
1966,3
14375,3
9340,0
8343,0
14463,0
9414,1
13167,1
14187,0
8441,0
13414,2
1794,2
6905,7
2912,0
11975,3
14543,0
11491,0
7355,0
6148,7
12285,4
7796,0
12028,7
13476,0
14121,0
12934,3
8100,0
8564,0
3355,0
8063,0
11575,0
13296,2
7623,5
11472,0
6753,0
6917,0
13058,0
14281,0
14726,0
15075,0
2686,0
9555,7
2709,0
13930,0
14632,0
12074,0
3023,0
14262,0
11646,0
8231,0
7874,0
13436,4
3352,0
14845,6
7580,0
1889,1
11461,0
13007,0
11390,0
2443,7
12741,0
14374,0
12211,7
6729,0
12814,0
13513,0
9101,0
7046,0
2030,0
9265,0
11615,0
15233,0
2214,0
6244,3
7015,0
2776,0
2072,0
8502,0
8504,0
14673,5
25,1
12727,7
14569,0
12553,0
6177,0
12434,0
2061,7
2230,0
2496,0
13215,0
7529,5
9327,0
11695,0
9123,0
14354,0
11432,0
14437,0
12336,0
8127,0
11919,0
13668,0
13963,0
2815,0
13023,0
7122,2
13552,0
7574,7
9332,7
11408,0
11939,0
7345,0
8472,0
3273,0
14149,0
13166,0
13051,5
13490,0
8036,0
8136,3
12199,0
13666,4
7435,0
15060,0
8145,0
8227,0
6985,1
14166,0
7986,0
9215,7
1986,0
28,0
2390,0
14716,0
6624,7
9092,2
7179,0
2032,0
13753,7
3348,0
12015,0
13976,1
2104,0
14011,4
7366,0
2095,0
7931,2
12922,0
1897,0
9232,0
6250,0
7154,0
3102,0
12119,0
2080,0
14713,0
13570,0
12546,0
13418,0
15100,0
2449,1
2911,0
7832,0
6508,0
7957,0
3312,0
8092,0
6465,7
11913,0
2347,0
7706,0
1616,1
2702,0
2798,4
11441,5
7036,0
58,0
9208,0
9200,7
2337,0
2018,7
14620,0
75,0
14572,4
9363,1
12186,0
12728,0
6314,7
2625,0
12240,0
15112,0
6783,0
12987,0
13255,4
1993,5
11702,0
6471,0
9125,6
14793,0
11560,0
15107,0
14179,4
8494,0
2242,0
14398,0
12622,0
6131,0
13566,0
13909,0
13958,0
3119,0
7864,0
8071,0
7181,0
12157,5
15223,0
14406,0
14698,0
2991,0
14067,6
1925,0
14236,7
14365,0
3303,0
13892,0
9378,0
6572,5
14404,0
2224,0
12481,0
6748,6
14659,3
9054,3
13431,0
8105,0
9074,0
2937,0
7000,0
6208,0
9366,7
9178,3
3308,0
6756,3
12365,0
14296,0
12641,0
13550,0
6662,0
6710,0
8110,0
13648,0
7144,4
13887,0
7226,0
13062,0
7773,5
9197,0
1738,0
11838,0
14786,0
3087,0
163,0
2476,0
13514,0
9515,4
11500,1
1613,0
7701,7
14672,0
12507,0
12278,0
12078,7
2653,0
12632,0
3059,1
1818,0
12593,0
12131,0
6206,0
6726,0
1947,0
2078,0
2841,0
7771,0
12427,0
7403,5
6391,0
12381,0
14588,0
12255,0
7509,0
2715,0
13837,0
2333,0
3376,0
1623,0
13791,0
1815,0
13541,0
1906,0
11538,3
14453,6
3366,0
8462,0
13907,0
14392,0
13261,1
8095,0
7741,4
15013,0
7991,0
7236,0
13238,0
6691,0
13269,2
14052,0
2743,0
2178,0
6865,0
13888,0
2360,0
7854,4
1666,0
12902,2
8457,0
11905,0
6464,0
13161,0
12509,0
6880,0
6201,6
7292,0
7324,0
7638,0
12279,0
8385,0
9432,0
7759,0
7791,3
13219,5
3152,5
43,7
1823,0
50,0
14386,0
12800,6
14353,0
2423,1
12854,0
8073,7
14530,3
8335,5
12011,0
12587,5
77,7
6988,0
13675,0
7588,6
2364,2
8329,2
12326,0
14925,0
14119,0
2041,0
5,0
6521,0
3017,0
3189,0
2965,0
8283,4
6696,0
6218,3
2451,0
15109,0
13200,6
11690,0
8125,0
2589,0
14679,0
12908,0
8626,0
1894,0
14380,1
13039,0
14660,0
3097,7
14122,0
11832,2
7417,4
13560,0
7083,2
14714,0
6356,0
11468,6
14777,0
1865,0
14432,7
8467,0
2987,0
12925,0
11654,0
8530,0
11938,2
99,0
12751,0
14024,0
12364,0
8514,0
8230,2
11739,1
13160,0
2703,0
15196,7
6648,0
2936,0
13428,6
6987,0
13404,0
2957,1
13568,0
12010,0
6294,0
6554,3
7808,0
2807,0
12570,0
1526,0
6600,0
6504,0
11455,0
89,2
11974,0
13645,0
9160,4
8260,0
14555,7
7321,0
13300,0
6573,0
9439,2
9358,0
2651,0
15043,0
2057,0
12639,6
14426,0
8155,0
2344,0
14813,0
2654,0
12915,3
2822,1
15040,0
8447,0
8347,6
8551,0
12932,0
13611,0
6469,0
13898,0
7352,0
9347,0
12117,0
13419,2
12700,0
13780,0
11612,0
13253,0
7189,0
7415,0
14325,6
11869,0
6267,0
14792,6
2010,0
11460,0
6560,0
7378,0
12152,0
2492,0
6355,0
8585,0
7600,0
2509,0
12998,0
14912,0
14663,0
14647,0
6974,0
13763,0
9256,0
8399,0
7056,0
6998,3
14314,3
8493,0
2701,0
7276,0
1908,4
7940,0
13399,0
11664,0
12135,0
12454,3
12732,0
3235,5
32,0
1676,0
13993,0
7603,0
14686,5
14342,0
8072,0
1697,0
7233,0
8532,0
12816,0
6712,6
12051,5
6315,0
6342,6
11947,0
2517,0
2885,0
14808,0
13622,0
14097,5
2588,0
13565,0
12517,3
8306,0
9127,4
7348,0
1911,0
13106,0
12691,0
6915,0
7165,0
12513,0
14123,0
15051,0
7114,5
12097,5
14355,0
9069,0
7792,0
1590,0
7597,0
3175,0
9180,7
6320,7
11515,0
12618,0
13013,4
9087,0
13554,0
11676,0
14157,6
12563,0
3231,7
14490,0
2865,0
12968,0
13386,0
11362,0
15036,0
13052,5
8507,0
12489,0
7230,0
14307,0
8024,0
12101,5
7041,6
6198,0
11651,0
12437,0
7543,0
7131,0
6231,0
14266,2
6136,0
13717,0
14849,0
15229,0
7110,0
12321,2
2881,0
14152,0
14031,0
13188,3
2424,4
11860,0
12237,0
7604,0
6924,1
3048,0
13641,0
13526,0
13584,6
12720,0
13969,0
14096,0
11883,0
6719,0
14566,0
11671,0
13306,4
14275,0
8594,0
14071,0
12408,1
11619,0
13207,0
8621,0
2321,0
13422,0
1821,0
6302,0
9498,5
14951,0
6141,0
1722,2
15212,0
14066,2
1988,0
13633,0
12773,2
7506,0
6625,0
12007,0
11717,0
8165,0
9203,1
2546,4
9384,3
13011,0
11447,3
2698,0
8083,2
11765,2
6334,0
7245,0
9416,2
12450,3
6846,0
6429,0
2320,0
6427,0
7195,0
2575,0
2405,0
8567,0
1687,2
12519,0
1899,1
12284,0
13755,0
7218,0
2582,0
12318,0
8357,0
8633,0
15240,0
12676,0
2849,0
12076,0
12128,0
8203,0
11543,0
2696,4
9027,0
1841,0
7669,0
3038,0
9412,6
12812,4
9513,0
2303,0
8140,0
14113,0
2786,0
6210,3
11772,4
2614,4
7187,5
7077,0
14722,0
7302,1
12635,3
7334,0
13789,0
11494,6
9423,0
7997,0
12907,0
1971,0
2890,0
6571,0
7069,0
2754,7
15073,1
12485,0
7642,0
1713,4
1662,0
13889,0
7755,0
12750,0
3305,0
9291,0
7901,5
13797,0
7108,0
7470,0
8577,0
15230,5
2855,0
12583,6
9063,3
14718,0
9190,0
8501,0
136,2
14223,0
13836,0
3142,0
3242,2
12257,0
2399,0
12305,3
7748,0
9093,4
34,0
13396,0
3353,0
2418,0
9004,0
9574,0
13773,0
11471,0
13072,0
11608,0
12390,0
8425,0
7715,0
12834,0
12651,1
14396,0
6283,1
6661,2
1958,0
8319,0
12095,5
12142,0
2512,0
14504,0
7223,7
12628,0
6303,0
3384,0
8286,0
7289,7
6639,0
6957,1
8474,1
12140,0
13154,0
1609,0
2856,0
6834,0
6421,0
1724,0
2974,3
11496,0
7102,2
3103,0
6539,1
12327,0
15049,0
12944,4
13222,0
7734,0
14263,0
12607,0
7944,0
2226,1
9499,0
7744,0
6814,0
7905,0
13830,0
14338,0
2013,0
12667,0
2084,1
7414,0
6859,0
12333,0
12351,0
7922,5
9269,5
1773,0
6754,0
14063,0
11892,0
8106,0
14926,2
1653,0
8485,0
13113,4
13130,0
9295,6
9206,0
14335,0
13362,0
2889,0
14811,1
7487,1
2151,0
2976,0
14457,6
7877,0
12275,2
3342,0
6275,0
7976,0
6193,6
14942,0
9012,0
2309,7
14518,0
6249,0
14626,0
9359,0
9283,0
2930,0
2141,0
8006,0
8482,0
13687,0
7346,0
14279,0
13532,0
12695,0
13571,0
1838,0
11916,0
14286,0
2169,0
7534,0
12260,0
14683,0
8178,2
13048,0
9102,0
7227,0
7510,6
11577,4
8107,0
14727,0
7783,0
7084,7
11521,4
13293,0
2391,0
6366,0
9096,2
7420,1
14865,0
12657,0
11788,0
1859,0
7228,1
135,0
11279,2
2632,0
1664,0
1948,0
12776,2
2764,1
8439,0
9569,0
11649,0
2664,0
6627,0
14200,5
14787,0
6842,0
6274,2
8595,0
13169,5
6523,0
11715,0
13164,0
6892,0
13030,4
11375,0
12760,0
8044,4
1742,0
3225,0
15159,0
8300,0
2124,0
13616,0
2750,0
7349,5
7106,0
6219,0
3042,0
2997,0
14745,0
13040,0
13006,0
13626,4
12837,4
14070,0
7311,0
2966,0
7996,0
12493,0
8563,4
6546,0
12886,0
7917,0
12992,0
2604,4
3168,0
13474,0
6946,3
6607,0
1819,0
8080,0
6369,3
13974,0
9389,0
15209,6
2173,3
7581,0
8407,4
8088,1
14822,6
1745,0
3077,3
7317,0
13127,0
14610,0
1982,7
9111,0
1792,0
12733,0
9527,4
9144,6
3167,0
6811,0
8554,6
14391,0
9465,6
2745,0
11709,0
8109,0
2499,1
2094,0
14095,0
13580,0
14985,0
12975,0
7800,4
9254,0
14091,0
7306,0
14497,0
7754,0
7186,0
12405,6
12183,7
13917,1
11868,0
14904,0
13001,0
12425,5
8134,0
14828,0
13714,0
15162,4
8583,0
2982,0
7293,0
11970,0
1949,1
9587,0
7081,0
13056,0
9165,2
7450,0
11585,0
7751,0
6760,5
14073,0
6288,0
8543,0
3354,0
13066,7
3332,0
7329,0
11696,0
13382,7
11837,0
3088,0
1757,0
7013,0
7120,3
12021,0
7909,5
14270,0
13373,0
15024,0
8555,0
14563,0
6412,0
9245,6
13839,0
14141,0
12901,0
6545,0
2636,0
8431,0
12815,0
11799,6
8065,0
9068,5
14065,4
1707,0
13531,2
8232,0
14554,0
7762,3
9508,0
7829,0
2671,0
11648,0
11762,0
13695,3
3244,0
7033,0
12976,0
3293,0
1873,0
9435,0
11718,0
8000,0
13500,2
2828,0
7040,0
7160,0
2612,0
12370,0
1656,0
7912,0
14174,0
7713,7
3277,0
3285,0
7126,1
3049,0
14810,5
14237,0
3344,0
7460,0
14346,0
13345,6
13479,0
12067,0
15085,0
9159,0
6263,0
2316,0
12591,1
11661,0
6843,0
6484,6
12993,1
14721,5
7633,4
1565,2
14186,0
6494,0
12233,0
13815,0
7457,0
14321,0
7465,0
7915,0
14651,0
3113,0
15054,0
13103,0
8279,7
13144,0
7376,0
6605,5
13305,0
12309,0
9467,3
7461,0
12414,0
8276,0
7819,0
1967,0
7845,0
2446,0
7043,0
7503,0
1725,1
12598,0
2944,0
3122,0
6711,0
14221,0
7875,5
6378,0
6493,0
12675,0
1885,5
11429,0
3054,0
14308,0
7946,0
13129,0
8295,0
7158,0
2403,0
9297,0
9017,0
14839,0
9042,6
11569,0
2648,0
14639,0
1991,0
6457,0
7535,0
7982,0
13440,7
11692,0
15239,0
8349,5
2176,0
12017,0
13037,0
7876,0
12712,0
2450,0
2821,0
14178,0
2229,0
13333,0
13900,1
6965,0
11726,2
13987,0
13473,0
1760,0
13203,0
12953,0
1776,0
11529,7
12822,0
7271,3
3027,0
3345,0
8277,0
9176,0
9108,0
2556,0
2267,0
2259,0
6969,0
7866,3
7071,0
12967,0
13569,1
2286,0
13501,0
13601,0
11364,0
2747,4
14239,0
9302,0
6836,0
7942,0
3104,0
1717,0
12024,0
6815,0
1856,0
8039,0
2577,0
7419,0
2782,0
8340,0
2679,0
13156,0
9288,0
2145,0
2535,1
3248,0
7593,0
12781,3
2733,7
12508,0
14633,0
12682,0
11564,0
9079,0
9345,4
7442,0
11757,3
7354,2
7860,1
12756,0
9550,0
3227,0
15194,0
2561,2
11572,0
14962,0
6389,4
11724,0
15087,0
7844,0
8112,0
14455,6
14203,0
7927,0
11678,0
13139,0
7288,0
7249,0
11813,0
14135,0
13770,6
7335,0
8515,0
7493,0
13947,0
7827,5
11463,0
13339,0
9317,0
12566,0
1714,0
7680,3
3243,0
14117,0
9022,3
15111,0
12910,0
3039,0
15182,0
9247,4
3385,0
13853,1
3256,0
12146,0
6848,0
9581,0
6530,0
13204,0
3001,0
13496,0
3133,5
11565,5
7426,0
8059,2
11567,0
6322,0
1570,0
13481,0
12175,0
7490,0
6636,0
12145,0
14477,1
12474,0
11807,0
14701,0
13472,0
7170,0
9547,0
6225,0
6463,0
12306,0
9047,0
6375,3
15032,0
13537,3
12478,0
9038,0
13831,0
8605,0
6904,0
2704,0
2069,7
6158,0
14596,0
7343,0
11774,0
2310,0
2623,0
6769,0
7057,0
3099,0
12569,0
12086,0
14765,0
8037,0
115,6
7595,0
12213,7
2228,7
8395,0
2500,0
7427,0
2867,0
12048,1
9270,7
9507,0
9556,0
12795,0
6890,5
11980,0
8176,0
13777,0
12652,0
2717,0
7362,4
12398,0
13351,0
9212,7
11713,0
14116,0
9582,0
11416,0
2954,0
7703,0
3129,0
11876,0
14258,0
15031,4
13105,0
12418,0
14259,0
14859,2
2295,1
6173,0
2518,0
12920,0
3287,0
8288,0
8115,0
13599,0
12244,0
12187,0
9357,3
7163,3
14214,3
12367,0
6318,0
12772,0
13429,0
12118,0
3335,0
11540,0
13336,0
13194,4
13903,0
14160,0
7240,4
6635,0
12939,0
12100,0
1933,0
1728,0
13485,7
13262,5
2656,0
14078,0
2149,0
7353,0
15217,0
8352,0
14104,0
14254,3
13217,0
2025,1
14732,0
8052,0
12391,0
6879,0
6550,0
6304,3
14729,0
2554,0
11996,2
1673,0
8604,0
6151,0
14707,0
6400,3
11792,0
13573,0
2583,0
12444,6
12503,0
9157,7
2659,4
6227,0
7670,0
6316,0
2050,0
14953,0
14923,0
12019,0
6529,0
7464,0
13953,0
12341,0
3033,0
3106,0
6667,6
6971,7
12307,0
14085,0
8014,7
6714,0
6818,1
11889,0
12055,0
14940,3
14265,0
14430,0
14368,0
9201,3
14562,0
14789,5
13823,0
9464,7
12905,0
13155,0
8003,0
12745,0
14667,0
6849,1
11391,0
14997,1
14485,0
9371,1
14644,0
12709,0
14489,0
81,0
12514,0
2415,0
12692,0
2941,0
1895,0
2833,0
12974,0
68,0
7098,0
13656,0
13459,0
2719,0
9225,4
1564,5
14841,0
12129,0
7983,2
7337,0
13002,0
8350,0
11363,0
7480,0
13218,7
7392,0
8541,5
11542,0
13063,3
14567,0
7203,4
6665,0
14481,0
13986,3
7093,5
7919,0
7162,0
6586,3
2233,2
2920,0
14967,0
3178,0
2525,0
9514,4
13754,0
11921,7
3266,0
2315,0
2047,0
1712,0
15052,0
7438,0
8192,0
2740,0
8392,0
6517,0
9230,0
15005,0
11895,0
11722,0
13698,0
2200,0
15110,0
14803,0
8144,0
8440,0
9500,0
13192,0
7725,0
12328,1
2168,4
12277,0
12584,0
13833,0
7625,0
8084,0
8556,0
8226,7
2677,0
8122,0
11804,0
11782,0
14871,0
3205,0
7508,0
7668,0
12938,0
11768,0
14670,0
2970,0
15061,0
14199,0
13150,0
6707,0
3259,0
12110,0
12880,0
3008,0
12155,2
14039,7
11900,0
9257,7
6884,4
8589,0
11962,2
2845,0
7038,0
14475,0
12841,0
7434,0
6203,3
13847,0
14735,0
6926,6
12271,0
14465,1
7313,2
12685,4
13004,3
7489,2
7097,4
14800,0
2906,0
2578,0
8576,0
6443,0
8259,0
1626,0
1844,0
1862,4
6952,0
11864,0
117,4
2765,0
7091,5
12739,0
8603,0
2438,0
11527,0
14585,1
6907,2
11955,0
13341,4
2722,0
6831,7
8253,0
1598,0
6531,0
12549,0
2429,0
13849,0
6402,3
12574,0
14419,0
8591,0
1711,6
7275,0
14040,0
2984,0
12792,6
3100,0
2024,0
7273,3
1572,0
14018,0
7026,0
14894,1
9351,0
14145,1
2726,3
7632,0
2681,0
3327,0
7714,0
14136,2
15133,0
7322,0
8549,0
1999,7
78,6
7063,0
14439,0
9046,0
8628,0
2907,0
14408,0
12056,0
14860,1
14599,3
3123,0
14449,0
14293,0
11956,0
12627,0
6923,1
8293,0
14924,0
14919,0
14101,0
2434,6
7896,0
6261,0
8021,0
8113,3
8537,0
1586,0
8023,3
3369,0
6103,0
14322,0
9362,7
8393,0
2746,3
2562,0
14749,0
15173,0
7247,0
15224,5
3334,0
7431,0
3379,0
7468,4
11871,0
6832,0
2735,6
1942,6
13430,0
7702,0
6853,0
8403,5
15242,0
3030,1
8470,4
7484,0
2486,5
14886,0
1936,0
13669,0
1829,0
11581,1
2036,0
6744,0
6765,0
11687,0
6365,0
13659,6
14312,0
7323,0
3156,0
12465,0
8035,0
14736,0
15028,0
6727,0
9523,3
8332,0
12637,0
14977,0
12138,0
9308,2
13678,5
13683,0
7584,0
6991,0
6936,4
2860,0
1997,0
13226,0
11893,0
15171,2
7290,2
2971,0
8553,0
6633,0
12209,0
15141,0
14180,0
2503,7
12861,0
8196,0
2385,0
2359,0
15187,4
2106,0
12366,0
6918,4
14509,0
6234,1
7299,0
7956,0
14591,0
7694,0
11544,0
7575,0
7511,0
8243,0
14015,0
3210,0
7437,0
9579,0
11551,0
8189,0
12331,4
7507,3
6192,0
12941,0
14556,0
12098,0
71,0
12064,0
7521,0
1868,0
9552,2
1808,6
2531,0
15202,0
6340,0
12035,0
8040,0
13283,0
3295,0
12501,0
13546,0
12786,0
8506,1
15198,0
7008,0
13389,0
2737,0
13525,6
2150,5
3,0
29,0
2454,0
12664,0
6397,0
6253,0
8338,0
14051,0
13265,4
8160,0
2955,0
13530,6
3211,0
11644,0
13273,0
1750,0
9478,0
6820,4
11741,4
1704,7
8566,0
7380,0
3145,0
6701,0
7045,0
3286,0
15015,0
2850,0
7513,3
7164,0
7786,7
2468,2
14988,6
2442,0
6399,0
12624,0
7907,0
1960,0
1679,7
9355,2
14219,0
12409,0
12214,0
6434,4
14829,0
1770,0
6548,0
8418,6
9284,0
14797,2
3131,3
1793,0
8458,0
2264,0
6215,0
14657,0
6466,0
11584,0
8592,0
13604,2
2045,0
11796,0
15064,0
6230,0
7394,0
8062,0
2458,0
1746,0
2015,0
14500,0
2484,3
7650,0
12985,0
3314,0
9324,0
8148,0
12872,0
2972,6
3066,0
13388,0
13233,3
12525,0
6778,0
9397,5
6377,0
14918,0
14079,6
3258,0
13639,0
12882,2
8222,6
13142,1
13451,0
2181,0
7730,0
1932,4
12036,7
9535,5
2700,0
14442,0
1754,0
9185,1
123,0
1977,1
3182,0
9338,0
14483,0
13941,0
2574,2
13446,0
12094,0
15082,0
14587,0
11748,2
3241,0
7360,5
7621,0
13994,0
6251,0
6138,0
11817,0
1785,0
9301,4
7406,1
6447,6
6282,0
11518,3
7836,0
8195,6
8229,0
2993,1
14848,0
8630,0
6186,0
11530,0
7073,6
1671,0
14916,0
8362,0
13959,7
9025,0
11522,0
13792,6
7865,0
1926,0
11396,1
2431,0
11535,6
14601,0
14369,0
9114,1
6953,0
6246,0
3274,0
1733,0
7483,0
14576,3
2818,0
9255,7
1917,7
11688,5
13223,0
3095,6
11750,0
8146,0
11882,2
8175,0
12338,0
2202,0
13313,2
9415,5
1998,3
2305,0
3190,0
14772,0
8258,0
15215,0
6773,0
7347,0
2547,0
3194,0
8345,0
2293,0
7807,0
2301,3
13968,5
3318,0
7173,0
1658,0
7338,0
7209,0
2615,0
2252,0
14233,0
6877,2
8639,0
2049,5
2195,0
6160,0
9183,3
11525,0
14972,3
15053,0
13301,0
14371,0
13420,0
13132,4
3224,0
11470,0
11865,0
7341,0
7254,3
9244,4
1964,0
3050,0
2551,0
7274,0
13615,0
9557,2
7499,0
9271,0
14896,0
13245,0
7847,0
7646,0
14868,0
13443,0
6254,6
2969,0
14680,0
2584,0
11686,0
2177,3
6436,0
15190,6
13854,0
11580,0
12314,0
7586,0
11641,0
7067,0
2225,0
2491,0
14613,0
14689,0
12141,0
6489,3
2591,0
6864,0
14467,0
6583,0
11960,6
14226,0
8278,0
15164,2
13985,0
2869,0
11857,0
13115,6
2904,0
7757,6
8047,0
12031,1
12796,0
12222,1
14764,6
2086,1
12708,0
12926,0
7617,0
12744,1
6295,4
7393,1
7385,0
9205,1
6749,7
8067,4
14853,0
11908,0
12435,0
14934,0
9401,3
13992,0
15019,0
6929,3
14230,0
14301,0
7477,6
2830,0
1628,0
2135,0
1652,1
1831,0
12821,0
13728,4
15210,0
14057,0
6856,7
2055,0
12643,0
7686,0
9472,3
9124,5
7405,4
132,4
9204,5
13581,0
13533,0
13466,0
1710,0
13413,0
1968,0
6135,0
12647,0
14581,0
14814,0
13579,3
13813,4
12330,0
3003,0
12308,5
12836,0
2462,0
11731,6
13860,0
7764,0
6582,0
11415,0
13731,1
3004,0
6967,0
12673,0
14854,0
13291,0
2734,0
12755,7
7356,6
14995,0
13730,0
2800,7
8455,0
13260,0
12714,0
11743,0
2064,0
11650,3
13227,0
1980,5
13965,0
9268,0
2918,0
12866,0
9281,0
2257,0
13613,0
13750,0
14390,4
6492,0
6720,0
9035,6
8302,5
6697,3
7454,0
6797,0
6384,0
6380,2
2027,0
7314,0
14649,0
13936,0
12524,0
9553,0
13878,0
2367,4
9261,0
7619,0
14268,0
7331,0
14074,7
14941,0
14899,7
7911,0
7096,7
14323,0
14731,0
13330,0
12594,0
13746,0
7607,0
13078,6
6709,0
13449,0
8539,0
9217,0
2618,5
8233,0
6656,0
6791,0
12520,0
13674,0
14515,0
2524,0
7357,0
7250,0
11588,0
14605,0
12942,7
7424,0
14888,2
14976,2
8103,0
3288,0
7941,0
7258,0
14946,3
1934,0
1901,2
14863,0
2117,3
3187,4
14692,0
9481,1
13108,0
11990,0
88,0
14883,6
13202,0
12879,0
7717,0
1912,0
9452,0
9534,2
7835,0
7536,0
14389,0
13886,3
1791,0
6237,0
11384,0
11386,0
6992,0
7590,0
12022,0
2763,0
13447,0
8174,0
14343,0
7747,0
14833,0
7598,2
13989,7
9418,0
2820,0
2680,0
13628,2
3340,0
12189,0
14402,0
1804,3
12818,0
13246,0
7696,2
2221,1
6592,1
6525,2
6559,0
2383,0
12767,0
14304,0
14719,0
14156,0
13874,0
13529,7
3032,0
13527,0
3080,0
9352,3
3185,1
14125,0
15214,0
12852,0
3319,0
8524,0
9133,6
14611,0
7760,0
8433,0
7735,0
11402,6
14607,5
14098,0
6462,0
8465,3
14231,0
11705,3
7447,0
11541,0
2065,0
1882,0
7571,5
6278,6
7473,0
8414,0
6802,0
3141,0
6650,3
2089,0
13538,6
12797,5
12446,0
14595,0
2560,0
1914,0
8188,0
13151,7
6688,3
6415,0
9278,1
14816,0
9306,0
14033,0
11684,0
14381,0
2302,0
12322,0
7758,0
6212,0
14269,0
14738,0
9374,2
12403,0
12943,0
9546,0
12991,0
7192,0
13522,0
7244,6
14313,0
11853,6
8128,0
3111,0
8250,0
12896,0
7651,0
2239,0
9428,0
12997,2
7993,0
14042,4
6241,1
2287,0
2191,1
14784,7
2244,0
2633,0
8121,4
7695,0
8255,0
14395,0
2619,5
12743,7
13460,0
13951,0
2161,0
1684,0
8015,0
8565,0
6439,7
7736,0
15012,0
12946,0
14003,0
14019,0
8424,5
3115,0
12368,1
6317,0
1612,3
13179,7
7628,0
9392,6
13489,0
7556,5
11430,0
7215,0
6768,0
13521,0
7795,6
13286,0
7775,0
12219,0
2054,0
13158,6
14385,5
12874,0
7253,0
1639,0
2514,0
3093,0
9519,4
6331,0
14669,0
14144,0
6367,0
14658,0
9246,2
14405,0
1783,0
11721,3
13017,0
14971,0
2371,0
2683,0
2272,1
2660,0
7425,0
6140,0
2676,0
7116,1
2066,0
3203,0
14744,5
12898,0
12156,3
12978,0
15093,0
2898,0
8509,0
12335,0
13118,0
7861,0
6532,0
9443,0
1736,0
7722,0
12134,4
14903,0
6518,3
8181,0
13433,0
7458,0
9321,0
15041,0
7622,0
2007,0
11370,0
