,Round
2482,0
2255,4
12035,0
7003,0
2769,1
7728,0
6919,0
2335,0
2847,0
7572,1
6489,3
14386,0
14877,3
13889,0
12897,0
12386,0
2033,0
2317,0
6407,0
2065,0
13293,0
7586,0
13049,0
2148,0
2912,0
7467,0
14023,0
2186,0
2529,0
8465,3
2199,0
2495,0
7226,0
11513,1
12265,0
7412,0
7579,0
8586,0
7116,1
8233,0
7499,0
11753,0
7165,0
8058,0
11739,1
12920,0
8030,6
9369,0
1995,0
7792,0
13321,0
7714,0
11711,0
14256,0
13752,0
3129,0
1939,0
12076,0
1660,0
6753,0
7552,0
1639,0
12855,0
12427,0
2523,7
11995,0
7316,0
6452,0
2565,0
6531,0
14203,0
2535,1
8165,0
14758,0
6747,0
13825,2
6584,7
12648,0
7536,0
6207,0
1971,0
2215,0
2833,0
12643,0
157,0
8279,7
14368,0
13902,0
8060,0
13082,0
3026,0
6506,6
12443,0
14263,0
6911,6
14759,0
9023,0
14908,0
6757,0
2581,0
15094,0
2360,0
1942,6
15131,0
7863,0
7364,0
14602,4
6198,0
2367,4
12280,1
6717,0
11523,0
9357,3
12392,5
6965,0
2120,0
12404,0
11847,0
7718,0
12706,3
12109,0
13292,0
2069,7
14799,0
13404,0
13864,5
1669,0
13102,7
2130,0
2922,0
7405,4
2771,0
13578,0
2595,3
8383,0
8322,0
8325,0
11565,5
13538,6
14763,0
11407,0
6204,0
1664,0
14568,0
13703,6
2108,0
2439,1
15022,1
7729,0
6718,6
13490,0
14393,0
12990,3
12730,0
7534,0
15042,0
6652,0
14516,2
12041,0
14281,0
9359,0
1794,2
6357,0
9451,0
1708,0
14734,2
15176,0
13838,0
2711,0
6942,0
7347,0
9080,0
11651,0
8491,3
12196,0
11943,0
14883,6
3109,0
6641,6
29,0
13466,0
2400,0
14082,0
11442,0
6650,3
6841,0
7847,0
14054,0
6473,0
7582,0
13387,0
7333,0
9351,0
7669,0
3133,5
3073,0
3070,0
2560,0
2281,0
12225,0
6818,1
13016,0
2100,0
8019,0
14120,7
8290,0
14481,0
14520,0
2039,0
6396,0
11364,0
12310,0
6375,3
12756,0
14867,0
6618,0
11578,0
7924,0
2189,0
11601,0
14451,0
7938,0
8239,0
9441,0
2110,0
11738,1
11802,0
13194,4
8307,6
14979,0
2230,0
2618,5
2716,0
3061,0
8220,0
9128,1
14266,2
7632,0
13197,0
13371,0
8348,0
8582,0
11980,0
15033,0
6591,0
12454,3
12856,2
13621,0
9317,0
11752,6
6529,0
2079,0
8022,0
13830,0
2735,6
6688,3
14698,0
8275,0
2165,0
12947,0
2775,0
6322,0
14540,0
11580,0
3067,0
12420,0
13369,0
14575,4
11923,1
6172,0
14697,0
3199,0
7047,0
11613,0
13212,0
14316,0
7407,2
13799,0
11925,0
7988,0
14217,0
1608,0
6404,0
12790,0
14485,0
6387,0
14542,0
11737,0
14009,0
7775,0
2554,0
13506,0
13655,0
2262,0
3342,0
12466,0
13836,0
9448,5
12374,4
3220,1
6655,0
1578,7
12450,3
11630,0
3341,0
11607,0
14033,0
12334,7
11489,0
6541,0
8287,0
14692,0
15084,7
13535,0
1855,0
7737,0
12107,6
13334,0
6463,0
13142,1
9344,7
8225,6
8003,0
12356,0
14027,0
12047,0
13002,0
6635,0
2646,0
2914,0
12678,0
13816,0
7635,0
11667,0
14639,0
7780,0
2282,0
12133,0
11724,0
9315,0
8346,0
2702,0
14467,0
9530,0
13984,0
2471,0
14727,0
14715,0
11429,0
2201,5
12045,0
11652,0
9542,0
7789,4
7846,0
7485,0
1852,0
2086,1
8176,0
7211,6
8617,0
6575,0
2871,0
9547,0
15158,0
12082,0
14560,4
13163,4
11564,0
12509,0
13998,0
12981,4
13728,4
81,0
3328,0
14357,0
13474,0
6886,0
2427,0
7653,3
2076,0
14846,0
12507,0
7290,2
12986,0
11881,0
1622,0
11370,0
68,0
12717,0
14291,0
3377,0
7148,2
6128,0
15174,0
6312,0
13832,0
14897,0
6332,0
2937,0
12160,0
12022,0
86,0
12418,0
6997,0
8437,0
12467,0
7381,0
13717,0
3158,1
14951,0
3114,0
15230,5
3287,0
12098,0
3062,0
8559,0
15109,0
7169,6
6781,7
7257,0
15215,0
14970,0
13333,0
14417,2
2676,0
3193,0
13291,0
12639,6
13380,0
6170,0
15023,0
7654,0
2874,0
7160,0
6346,3
12021,0
2753,0
9454,0
13553,0
8408,0
3147,0
2003,0
12637,0
12031,1
7904,0
12325,0
8197,3
6420,0
2280,0
14538,0
13668,0
2928,0
2697,0
2736,0
12654,0
13372,0
45,0
12007,0
3084,0
11758,0
8036,0
14415,5
2938,0
14787,0
6213,6
6624,7
13906,0
7217,0
13447,0
14576,3
12585,0
7725,0
3290,0
8641,0
9082,3
1978,0
1850,0
7842,0
14915,0
6580,0
12924,4
14365,0
13827,0
8569,0
2997,0
6609,7
9036,1
2575,0
11458,3
14010,0
13973,0
7200,0
12936,0
7526,0
9560,0
6734,4
2803,0
9132,0
9373,7
14166,0
12176,0
13355,0
11549,0
8182,0
2536,0
8540,0
14079,6
3091,0
14632,0
7369,0
6692,0
12382,0
6528,0
6148,7
2800,7
6987,0
14239,0
14020,0
2951,0
2766,6
2721,0
1985,0
12798,0
8311,0
6797,0
9457,0
13066,7
2633,0
13741,2
7932,0
6885,0
11690,0
144,0
2510,0
1788,0
7906,0
7193,6
11856,0
15164,2
13430,0
9185,1
13083,3
14068,0
1987,0
11366,0
1656,0
13323,2
1952,0
8458,0
2296,0
1598,0
12998,0
1580,0
7361,0
14051,0
6737,0
1778,0
2679,0
12293,0
12606,0
12556,0
8231,0
13926,0
9155,2
11740,0
14828,0
13807,0
14719,0
11977,0
14056,0
7854,4
13281,3
13310,0
8416,0
12524,0
8199,2
2521,0
14193,0
12493,0
7498,0
14423,0
13919,0
6647,7
1626,0
11603,0
11632,0
7468,4
2660,0
12387,6
12495,7
7819,0
7699,0
3065,0
14654,0
14063,0
13862,0
1780,0
3324,0
8421,0
3087,0
7626,0
7518,3
8443,0
13627,0
13630,0
3132,0
7306,0
6443,0
1809,0
2480,0
2040,0
7138,1
2649,0
8026,0
11970,0
12876,7
7557,6
12240,0
1746,0
13155,0
8006,0
6613,0
2982,0
12745,0
7578,0
3266,0
6801,0
12800,6
59,4
14996,3
14435,0
11716,0
13428,6
14633,0
13036,0
3182,0
3121,0
14318,7
2351,0
8469,2
8309,4
3254,0
2135,0
13390,0
11764,0
6391,0
7036,0
8266,1
8101,6
2990,0
14458,0
9263,0
11799,6
7587,0
2485,1
12517,3
6957,1
1861,0
9025,0
2070,0
8474,1
8041,0
13278,0
2991,0
14623,0
6845,5
6156,0
13451,0
12546,0
7147,0
13484,0
2407,6
2612,0
14765,0
11644,0
14013,5
2089,0
14622,3
8636,0
7150,0
8422,0
7860,1
3103,0
11778,4
2095,0
13220,0
12893,0
12702,0
9493,4
7989,0
7267,0
7142,0
1803,0
2167,0
6983,0
8192,0
14855,0
7229,0
12690,0
2793,0
7564,0
3036,7
1806,0
8105,0
7990,1
12254,0
6215,0
2295,1
2761,0
9096,2
9381,0
14304,0
12549,0
2667,0
9360,6
12363,2
3369,0
14980,0
7909,5
13947,0
7514,7
12307,0
14011,4
14156,0
13497,2
2249,0
12688,0
2271,5
9400,0
14954,0
8202,0
12462,0
2910,6
15167,0
8281,0
9505,0
7502,3
8289,0
1730,0
3217,0
11790,0
3213,0
15219,0
11889,0
7497,0
3105,0
11841,3
12043,0
14937,0
1958,0
9407,0
13470,0
2469,0
14138,0
12980,0
2161,0
11849,0
12989,0
12445,0
11420,0
13362,0
14384,0
8580,0
8548,0
2989,0
12422,0
14815,0
9463,0
6287,0
12384,0
6138,0
2656,0
13417,4
3135,0
6284,3
14147,0
8583,0
6300,0
2175,0
75,0
3258,0
9089,7
6602,0
13226,0
8303,0
1652,1
12950,0
14408,0
1957,0
7155,0
14627,2
2622,0
14577,0
3238,4
8486,0
9329,5
11762,0
14928,0
12505,0
14427,0
2962,0
2580,2
6901,7
12402,0
7584,0
11933,0
7907,0
13076,0
8215,0
7643,0
9311,7
13062,0
7339,4
6374,0
13015,0
14134,0
11989,0
11671,0
8613,0
2868,6
15226,0
1665,4
2096,0
8308,4
11512,0
3149,0
12834,0
13688,0
6249,0
6517,0
13340,0
3305,0
9310,0
1698,0
9380,0
11520,0
12253,4
7648,0
14768,0
9562,1
13574,6
6438,0
15010,0
12783,0
7517,0
12086,0
6572,5
6992,0
8385,0
2363,0
14865,0
9026,0
15121,0
12074,0
6399,0
1933,0
14872,0
6605,5
28,0
2791,0
1667,0
9549,0
2824,0
8297,0
7287,0
2686,0
12539,4
3144,0
6854,0
13589,0
14097,5
7325,0
2487,0
6176,0
3276,0
1899,1
13343,0
11505,0
1692,0
7332,0
9178,3
14103,0
6725,0
7219,0
12013,0
14230,0
2669,0
15178,0
12472,0
9389,0
2965,0
8304,0
9569,0
11755,0
6432,0
12437,0
7224,0
3152,5
2388,0
14508,0
2041,0
11937,0
11553,0
12740,0
7410,0
13583,2
6975,0
1791,0
14375,3
9378,0
11430,0
14824,0
1572,0
12733,0
11909,0
14409,0
1960,0
2396,0
2784,0
6640,4
14852,0
12342,0
6583,0
1779,1
14587,0
13981,0
3332,0
13063,3
1657,3
13499,3
7334,0
14295,5
8375,0
6969,0
8237,2
13886,3
8020,0
9054,3
9202,0
7025,0
12748,0
1872,0
7373,0
14329,0
2806,0
11411,0
13537,3
14149,0
14856,5
14797,2
13183,0
14153,0
6912,0
13657,0
7633,4
7607,0
12588,3
13746,0
9514,4
9572,0
8558,0
9144,6
6743,0
14301,0
9345,4
13829,0
7293,0
9570,4
13168,0
14424,0
3384,0
12903,0
6459,0
2,1
12758,0
6890,5
11450,0
2899,0
8423,0
2955,0
8367,0
11536,0
12792,6
13675,0
7340,0
13764,0
13058,0
14031,0
1965,0
3265,0
12263,7
7386,0
3251,1
9337,0
2972,6
9306,0
6698,0
14968,0
14292,2
2891,0
4,0
11488,0
13758,0
2520,4
1961,0
9517,0
6160,0
12908,0
14135,0
15044,0
2876,0
13611,0
12879,0
9571,3
6304,3
14611,0
12058,0
8140,0
9211,0
14685,0
8086,5
9502,3
9304,4
7788,0
2238,0
9340,0
13670,0
12901,0
14890,1
12376,7
14202,0
12068,0
7164,0
2866,0
6341,0
14804,4
11971,0
3277,0
8040,0
1991,0
2624,0
15091,4
6130,0
6155,0
7992,0
2921,0
8485,0
13560,0
7628,0
6831,7
8602,0
8520,3
2324,0
13149,0
6413,0
7127,0
6450,0
11415,0
6866,0
7947,0
9234,4
7777,2
14480,0
11972,0
12704,0
163,0
12853,0
2563,0
13753,7
7120,3
9238,0
14574,7
11915,0
7696,2
9095,4
9092,2
7785,0
11756,0
8401,0
1655,0
6794,7
15079,0
13944,0
8584,3
11932,0
12453,0
8589,0
2170,0
12511,0
1918,0
1902,0
12341,0
2207,0
6538,0
12581,0
9059,2
7464,0
11903,0
8629,0
7589,4
12999,0
7351,7
12628,0
8024,0
1819,0
6398,0
2044,0
13559,2
2680,0
8110,0
1761,0
11426,0
11873,0
12294,0
6446,1
12383,0
9552,2
6336,1
2441,0
15076,0
9201,3
8573,4
6460,0
13091,0
8000,0
8247,0
14870,7
13432,0
2291,2
14174,0
6342,6
14738,0
2104,0
1949,1
12669,0
14268,0
12186,0
2325,6
2541,0
8212,6
9113,0
6507,0
6661,2
12340,0
1973,0
12474,0
9346,6
14132,0
6601,0
7078,0
2729,0
9154,4
15062,0
7375,0
12429,0
11506,0
2748,4
8280,0
3316,1
3140,0
15165,0
9563,3
9159,0
1860,0
11390,0
6755,0
9041,4
11911,0
7622,0
13140,0
6812,2
2977,0
8509,0
6603,0
11482,0
2882,0
6932,0
9541,2
13123,0
13088,0
12231,0
12709,0
12237,0
12563,0
51,0
9363,1
2184,0
3162,0
8534,0
12611,0
8317,0
2082,0
8144,0
7376,0
15189,0
8189,0
13315,4
2141,0
6376,5
13921,7
11602,0
14780,0
13298,0
14967,0
8429,0
7674,2
13678,5
14549,0
13240,4
6742,0
12881,3
15185,0
14172,0
14168,3
6505,3
13508,5
2498,7
6167,0
3139,0
9347,0
14448,0
12969,0
2045,0
14803,0
12572,0
7977,0
2358,0
2923,0
11491,0
15187,4
8463,0
12292,0
14493,0
2355,0
8363,0
7954,0
13571,0
2954,0
8152,5
14716,0
3279,0
14578,0
2695,0
14707,0
9483,4
8526,0
12146,0
1718,0
12734,0
6316,0
8495,0
14232,0
12837,4
13667,0
2589,0
1979,2
11726,2
7848,0
6491,7
9583,0
3089,0
71,0
13215,0
12506,0
14258,0
6324,0
7844,0
2166,0
7486,0
14558,0
14133,0
14405,0
2397,0
8191,0
2968,0
13847,0
2758,0
6645,0
3376,0
7821,0
8122,0
13312,0
8521,0
13835,0
3359,0
14898,0
7131,0
11463,0
12738,1
6769,0
11893,0
13166,0
2840,5
13624,0
13844,3
2077,4
7235,0
12338,0
12250,0
6587,0
12974,0
7379,0
7436,5
142,0
6277,0
13736,0
7610,0
2558,0
2631,0
11983,3
15056,0
2456,0
7676,0
6826,0
14442,0
9515,4
7756,7
8438,0
9217,0
6654,0
7840,0
14565,0
13475,0
13210,0
7221,6
12471,0
9557,2
11661,0
5,0
1842,0
9099,5
1810,0
13808,1
3138,3
8211,1
9066,6
11859,0
1629,0
14474,4
14494,0
6428,4
12180,0
13576,0
12636,0
2075,0
6412,0
12008,0
12604,0
9257,7
6247,0
9452,0
2925,0
11511,0
11938,2
1998,3
14507,0
13831,0
14918,0
14449,0
6778,0
13365,0
12056,0
11557,5
2788,0
9375,0
14238,6
13300,0
11649,0
1879,0
13473,0
13072,0
8623,0
7183,0
2796,0
7159,0
2315,0
15232,0
85,0
12651,1
9255,7
2709,0
9425,2
1747,0
7177,7
9117,0
9564,0
12731,0
2553,0
15228,2
8456,5
6542,0
7902,0
12805,0
9094,7
3150,6
1943,0
7021,0
2359,0
3043,0
2740,0
9050,2
9259,0
9305,7
8009,3
2708,0
11692,0
11571,0
7470,0
11996,2
12641,0
2590,0
12520,0
3195,0
7837,0
2453,0
11359,0
12351,0
2842,0
1878,0
13182,0
14359,6
6386,0
2182,0
12703,0
11441,5
1716,0
2499,1
1786,0
9446,0
9199,0
2987,0
1743,0
7931,2
9462,4
13774,0
12848,6
14873,0
2451,0
12489,0
1740,3
6976,0
12412,0
8357,0
2506,0
14370,6
2043,0
1641,0
7010,0
11852,0
2192,0
2707,3
9473,0
12608,2
1526,0
14505,7
40,0
14469,6
13356,0
7310,4
14500,0
1887,0
14874,0
9533,0
2756,0
13840,0
2559,0
2613,0
12407,0
14891,0
7435,0
8161,0
14752,0
8599,0
8494,0
6836,0
11474,2
11604,0
7833,0
12510,0
96,0
6302,0
14590,0
6777,3
2140,4
2516,0
12405,6
7667,0
2694,3
3100,0
2240,0
6726,0
8466,0
2210,0
2443,7
14724,0
8488,7
7835,0
2134,0
13735,7
9114,1
14863,0
1637,0
13533,0
7170,0
7560,0
9145,0
6913,0
13874,0
14164,0
13616,0
3236,5
3018,0
2739,0
14757,0
13765,0
12765,0
14607,5
13853,1
7153,0
6441,0
13794,3
11621,0
9233,4
6417,0
2650,0
3386,0
3344,0
1951,4
9466,3
14827,0
13318,0
9198,0
2547,0
1628,0
13445,0
2952,0
12888,0
8093,0
2726,3
2042,0
11468,6
13418,0
12933,0
6453,0
14468,0
3268,0
13047,1
9364,2
13191,1
15028,0
12090,0
9350,0
12188,0
13920,4
11643,1
9566,0
2418,0
3106,0
14693,3
9216,0
8533,0
7672,0
3041,0
12168,0
7805,0
2211,6
13089,6
3283,0
12620,3
12274,0
7124,0
14591,0
11907,0
7574,7
11730,0
13614,6
14401,0
7803,0
9531,0
14669,0
2895,0
11779,0
13674,0
11381,0
2670,0
3014,0
6196,0
9284,0
1645,4
7751,0
9498,5
11422,0
8622,0
11372,3
9254,0
2020,6
14618,0
3275,7
7570,0
6509,0
12344,0
9067,4
9045,0
2481,5
8155,0
2115,0
13871,0
6536,0
3095,6
3383,0
14470,0
2772,0
12354,3
1926,0
12914,0
6365,0
8555,0
2374,0
11452,0
11954,7
14881,0
9485,0
8615,0
15159,0
12152,0
7262,0
9174,5
12009,0
13594,0
8090,0
8377,0
7307,0
13875,0
12708,0
7258,0
9196,0
12712,0
2306,0
13420,0
9588,6
1938,0
6181,2
13986,3
3318,0
7770,0
78,6
1996,0
11527,0
14335,0
1752,0
1925,0
6293,2
2354,6
13145,0
15168,6
11544,0
13027,0
8162,0
2549,0
12714,0
6323,1
8590,0
7011,0
7271,3
11988,0
6301,0
12907,0
7704,0
14699,0
12465,0
8529,0
3170,0
15104,0
12938,0
7595,0
14770,7
3101,1
13143,3
2196,0
8291,0
7303,0
9433,6
8208,0
9393,0
14305,0
9384,3
8321,0
9450,0
1890,0
1832,0
14552,0
6259,0
13156,0
1684,0
15138,0
9176,0
2701,0
9281,0
12252,0
9487,2
7273,3
11843,0
12377,0
14761,0
2704,0
2450,0
14930,0
6713,4
13042,3
1863,7
2684,6
7558,2
2119,6
7765,0
9033,0
11811,0
1768,0
14224,0
14589,0
14844,0
6179,0
3219,0
12760,0
9056,1
2492,0
2090,0
14728,0
1921,0
1630,1
6524,2
9285,5
6977,0
12794,7
8099,0
11560,0
6639,0
13724,0
13247,0
7247,0
14148,0
13951,0
11484,0
12283,0
9429,0
12381,0
6367,0
6982,0
2178,0
6292,0
7071,0
1798,0
12951,6
12247,0
14965,0
12201,0
14452,0
12097,5
6289,0
8331,0
12205,0
14234,0
8351,0
3111,0
2412,7
2572,0
12170,3
6616,1
1976,0
9130,0
1661,0
2476,0
9511,0
1686,0
13648,0
1599,7
12781,3
14436,0
14307,0
9170,0
12084,0
2302,0
14412,0
2517,0
14959,0
8553,0
12633,0
3322,0
15038,0
13896,0
2068,6
1862,4
6870,0
7091,5
138,0
12235,4
7115,0
7565,0
9524,0
9519,4
14594,0
11637,0
15179,0
14050,0
8224,0
1769,0
15211,0
12791,0
12525,0
14919,0
2200,0
13891,0
7862,0
2692,0
8007,0
2326,0
8066,0
2128,0
11891,0
1990,0
14769,0
2195,0
7781,0
13642,4
13419,2
14680,0
2268,0
1650,2
8345,0
1759,0
12956,0
7065,0
7428,0
6471,0
13519,7
8217,0
11554,0
11586,7
14476,0
2209,0
2338,6
12961,0
12185,0
14406,0
6540,2
11380,0
7875,5
9278,1
11786,3
11820,0
6422,0
2375,0
13357,0
6392,0
1972,0
14895,0
2221,1
13441,0
7143,0
12830,0
6224,0
2934,2
13789,0
13221,0
7787,0
2525,0
12080,0
6320,7
8147,0
9544,4
2081,3
13796,0
2940,0
14958,0
9189,1
14247,0
6285,0
3145,0
12919,0
14414,0
2006,0
6268,2
14140,0
9058,2
2484,3
9561,0
14341,0
8481,0
7838,0
2496,0
13263,0
6795,4
13114,1
13337,7
11960,6
9169,1
7561,0
11861,0
7487,1
2813,0
14704,0
2398,0
8195,6
14537,0
14518,0
2049,5
6410,1
7346,0
14012,2
12905,0
13613,0
2323,0
12285,4
9395,0
1725,1
7100,0
14088,0
6733,3
6503,0
13297,1
14067,6
2431,0
14122,0
13704,0
14264,0
11575,0
7304,0
7092,5
1693,0
12117,0
9288,0
14721,5
13815,0
6750,4
8222,6
7963,0
13279,0
12531,0
7207,0
8519,0
7198,0
14278,0
14792,6
3201,0
14489,0
15157,0
11897,0
6995,0
13272,0
11791,5
13572,4
8343,0
12596,0
13136,0
13532,0
6519,2
6673,0
15112,0
11635,0
8002,0
12887,3
8473,0
14969,0
15105,0
13524,0
13938,0
11855,5
1982,7
11685,0
12050,0
2508,0
2103,0
6258,0
6426,2
12385,0
2892,0
14438,0
6796,0
6131,0
11793,0
14008,0
12487,1
14766,0
14089,0
14991,0
12480,0
12649,0
9086,5
13148,7
2034,0
12560,0
11792,0
15181,0
12095,5
7673,0
8170,6
7709,0
6685,0
6918,4
7317,0
2586,0
12697,0
7790,0
8187,0
8539,0
13639,0
7474,0
6191,0
9127,4
12675,0
6545,0
6803,4
7423,0
14038,0
14221,0
8256,0
7868,0
1820,0
14275,0
7448,0
3210,0
2383,0
13779,0
6281,1
3372,0
7702,0
14944,1
2759,0
2635,0
12309,0
2133,0
3130,3
2279,0
13410,0
11927,0
6421,0
7922,5
6642,0
2846,0
6921,0
6723,0
13812,0
7465,0
3257,0
9052,0
14113,0
8126,0
2815,0
12159,4
8306,0
13913,7
1784,0
2831,0
8505,0
2540,0
7665,0
14222,6
13700,0
7695,0
12085,0
7056,0
13856,0
6951,0
12774,3
12518,0
12177,6
7758,0
2091,0
6307,0
6909,5
11371,0
12953,0
15130,0
2570,0
3088,0
1821,0
11507,0
2014,0
2190,0
14047,0
7749,0
12303,0
14914,3
13366,0
7178,0
2731,1
9312,0
2259,0
6662,0
9307,0
1770,0
6761,0
6444,0
11962,2
8478,0
7983,2
13791,0
6306,0
12181,0
13319,0
15137,0
14935,4
14854,0
14445,1
11705,3
12600,0
13793,0
13814,0
1646,3
12621,1
12223,0
6879,0
12143,0
3357,0
7196,7
2878,0
12716,4
1988,0
8604,0
1765,0
11642,1
13550,0
7707,7
6731,0
2228,7
6299,0
11373,0
12390,0
14484,0
9218,0
11668,0
7286,6
6657,0
13932,0
2936,0
11979,6
1727,0
15117,0
3299,0
9073,1
15125,0
2252,0
13057,0
7455,0
1946,0
13025,0
2645,0
12719,0
12535,6
13280,5
14183,0
6512,0
1634,0
13038,0
12267,0
8411,6
13579,3
8076,0
14085,0
7823,0
12350,4
12304,0
13231,0
14118,0
11986,0
6949,0
9458,3
2826,4
8072,0
6595,0
13743,0
13591,0
12624,0
7993,0
30,6
6881,6
7701,7
7401,6
2455,1
14814,0
13487,5
12916,0
8426,0
3331,0
12092,0
7566,0
6925,0
13444,0
11922,0
8393,0
2142,1
7608,0
8127,0
13666,4
15201,0
15225,5
13783,0
3005,2
6295,4
6553,0
6308,1
8381,0
9292,7
13264,0
2432,0
15175,0
7638,0
13330,0
7033,0
7108,0
13481,0
13314,0
7859,6
9553,0
8342,0
13773,0
3250,0
11784,0
2048,0
9361,2
12348,0
13955,0
7656,0
9333,7
82,4
7735,0
2896,0
12656,0
2294,5
12889,0
3382,0
9356,0
2674,0
7411,0
13629,0
13516,0
6562,5
1757,0
13994,0
8253,0
14267,0
6371,7
13171,0
6916,0
7888,0
14836,0
15141,0
6979,0
1790,0
2999,6
14426,0
2762,0
3216,0
14527,0
13332,0
14731,0
13803,0
14182,5
7668,0
13267,0
6703,0
2688,0
2889,0
11733,0
11469,0
1808,6
11837,0
2713,0
9412,6
1964,0
7477,6
11976,7
12544,0
12786,0
9161,5
8565,0
14190,0
12433,0
8435,0
13261,1
11871,0
14652,0
9355,2
8424,5
8496,0
7640,0
7279,0
7747,0
12123,1
7105,0
8378,0
6143,0
14950,6
7299,0
12660,0
13545,0
12713,5
6946,3
12323,0
3381,0
2113,0
6152,0
7503,0
6544,0
13055,0
7512,0
7661,0
6275,0
13725,0
6393,3
13527,0
8075,0
13542,0
3023,0
9540,0
15161,0
3187,4
13777,0
2413,0
12693,0
6878,0
1997,0
8296,0
6416,0
6151,0
11579,0
9499,0
15223,0
93,0
11698,0
12542,0
1729,0
14241,0
11798,0
6681,0
6722,5
12149,2
8373,0
7613,4
11434,0
8607,0
3364,0
8398,0
136,2
14213,4
12574,0
2848,0
12442,0
13188,3
12589,0
2248,2
14413,0
6888,0
9074,0
3285,0
6955,0
11709,0
14714,0
6592,1
13895,0
7323,0
2668,0
7491,0
7649,0
12371,4
8136,3
7357,0
11880,1
1941,2
11675,0
14789,5
12184,0
14077,0
7539,0
13790,0
2741,6
2468,2
2935,2
14982,0
13826,5
13311,0
13631,0
7727,0
15234,5
1903,0
7135,0
14718,0
9559,4
12513,0
13459,0
11727,0
12943,0
26,1
14800,0
13394,3
7609,0
15119,0
8338,0
7154,0
12842,0
6262,1
13435,0
14117,0
14847,0
1742,0
7390,0
54,6
7544,0
14739,0
7471,0
6945,2
7724,0
7086,0
13480,0
13552,0
14681,0
2204,0
7970,0
7641,0
2126,0
9133,6
2837,0
7048,0
7190,1
7055,0
11863,0
7501,0
11780,0
14098,0
6597,0
13094,0
1695,0
2275,0
6055,0
12959,0
6394,0
12261,3
11611,0
3362,0
12036,7
6738,0
8049,0
9027,0
2632,0
14983,0
6763,0
13625,0
2774,6
2452,0
13448,0
9063,3
9166,0
13903,0
3022,0
9431,3
15198,0
2683,0
7385,0
1828,0
6563,0
8092,0
9453,4
2320,0
11498,0
14659,3
38,2
2673,6
2448,0
9302,0
12534,0
13023,0
13842,0
7929,3
11626,0
7020,4
11788,0
7358,0
13601,0
14782,0
6991,0
7191,2
6695,6
11279,2
12530,0
2216,0
8333,2
8550,3
12441,0
9200,7
8482,0
12039,3
9226,3
8116,0
13851,0
7879,0
8209,2
14884,1
1812,0
8039,0
9105,7
2760,0
12661,0
12332,0
6962,0
6849,1
13935,0
15135,0
9230,0
14889,0
3379,0
6494,0
7263,5
2447,0
14532,0
7569,0
7759,0
7377,3
3120,0
13999,3
1679,7
13032,0
12367,0
8193,0
7986,0
14736,0
12860,0
12357,1
14146,4
15139,0
7337,0
3272,0
13386,0
13846,0
14129,0
9179,0
7388,0
7870,0
2004,0
11674,0
6828,4
14893,0
7732,0
8344,0
12209,0
7418,4
6534,0
13274,0
7185,0
14184,0
9139,1
6864,0
12077,0
14708,4
14016,0
11993,0
1688,0
9286,0
14015,0
14453,6
14634,0
7946,0
14809,0
6760,5
7693,0
6666,0
11367,1
7573,6
2944,0
12541,0
12849,0
15008,4
14440,0
7441,0
7133,3
6934,0
7413,0
6447,6
11743,0
12005,0
2854,0
2109,7
12952,0
12440,0
3127,0
2819,1
9256,0
2063,6
14229,0
13176,6
7064,0
2566,0
6373,0
3080,0
3093,0
13452,4
14055,0
15055,0
14750,0
7752,0
7434,0
1980,5
14244,0
9019,0
8023,3
13045,0
14487,0
7857,0
13307,5
6784,4
7768,0
12698,0
11413,0
13705,0
14826,0
14100,0
14161,0
12358,0
6978,0
2139,0
14655,0
8062,0
2722,0
8269,6
14630,0
8568,0
2073,0
14504,0
12536,0
2030,0
13133,0
13442,0
2630,0
11556,0
8457,0
3233,4
2927,0
14290,0
6690,0
7715,0
13711,0
14336,7
7194,7
11384,0
2932,0
13892,0
14478,0
9068,5
14651,0
6476,3
11697,0
7096,7
12287,2
12811,0
12797,5
14112,0
3009,1
11628,0
9017,0
12246,0
14981,0
2665,0
7733,0
7951,3
3011,0
7853,0
13120,0
14128,0
12631,2
3086,0
7270,0
8631,0
13019,3
2970,0
7710,0
14812,0
89,2
14355,0
14788,0
9348,3
8532,0
12142,0
11860,0
14334,6
9190,0
12006,0
13165,0
12605,0
8294,0
7014,0
7664,0
7720,1
6264,0
9467,3
9042,6
2967,0
9274,0
6549,5
2957,1
6821,0
6317,0
15127,0
12218,1
14282,0
7072,3
2173,3
7382,0
11731,6
7865,0
7240,4
1653,0
143,3
14948,0
13233,3
6269,0
14026,0
14687,0
25,1
12469,1
13249,4
3370,0
6619,0
13870,0
15107,0
11870,0
11831,0
8324,0
14496,0
12232,0
14066,2
14344,0
7688,5
7755,0
13363,0
3048,0
12911,6
15243,0
13385,0
7646,0
12824,0
117,4
2461,7
2639,0
7315,1
14210,0
2460,0
3355,0
2410,1
6516,0
11509,0
2449,1
11691,1
12339,0
13952,0
12829,0
12301,0
8392,0
14326,4
2462,0
8352,0
11432,0
13056,0
1604,0
13150,0
6892,0
12807,0
12241,0
7559,0
11479,6
11785,4
1583,6
11568,4
7213,0
13573,0
3245,1
9406,3
7144,4
12121,0
14506,0
6819,6
7031,0
14003,0
14801,0
7873,0
7874,0
11465,2
9118,4
3310,0
13718,0
15128,0
130,3
11363,0
12788,0
15005,0
8111,0
12960,0
7791,3
12015,0
13622,0
8372,0
2960,0
14450,0
2544,0
14555,7
1683,0
13463,0
13449,0
